编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
23,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao凝时化妆品专营店"，"点我对话"),凝时化妆品专营店,凝时化妆品专营店,,,,18917365777,https://shop105013368.taobao.com,107,5957,上海,护手霜,100%,4.91235分,32.55%,4.87068分,25.71%,4.87674分,27.61%,,,,,,,,,,
24,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao华特旗舰店"，"点我对话"),华特旗舰店,华特旗舰店,,,,18926011504,https://shop135544770.taobao.com,87,3671,广东省， 深圳市,护手霜,100%,4.87781分,0%,4.83386分,0%,4.83144分,0%,,,,,,,,,,
25,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao缇卡芙旗舰店"，"点我对话"),缇卡芙旗舰店,卡芙缇旗舰店,,,,15558017017,https://shop379038111.taobao.com,8,231,浙江省杭州市,护手霜,100%,4.95718分,63.45%,4.95304分,69.55%,4.9558分,70.43%,,,,,,,,,,
26,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奥视安旗舰店"，"点我对话"),奥视安旗舰店,奥视安旗舰店,,,,18107550970,https://shop113620948.taobao.com,36,458,广东省， 深圳市,护手霜,100%,4.91905分,18.51%,4.89253分,16.95%,4.9194分,37.40%,,,,,,,,,,
27,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao水玉冰魄旗舰店"，"点我对话"),水玉冰魄旗舰店,水玉冰魄旗舰店,15261303384,,,18851255005,https://shop64674954.taobao.com,2125,383,江苏， 连云港,护手霜,100%,4.86282分,0.54%,4.83554分,0%,4.83944分,0%,,,,,,,,,,
28,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao青靓化妆品专营店"，"点我对话"),青靓化妆品专营店,青靓化妆品专营店,,,,18039221626,https://shop106312110.taobao.com,24,39,河南省， 郑州市,护手霜,100%,4.93993分,53.77%,4.92607分,57.53%,4.93108分,59.53%,,,,,,,,,,
29,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao惠锦坊旗舰店"，"点我对话"),惠锦坊旗舰店,惠锦坊旗舰店,,,,18602559205,https://shop110709882.taobao.com,74,589,江苏省， 南京市,护手霜,100%,4.98927分,90.84%,4.98988分,93.44%,4.98957分,93.02%,,,,,,,,,,
30,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao零听旗舰店"，"点我对话"),零听旗舰店,零听旗舰店,,,,18818692858,https://shop70989704.taobao.com,71,17171,广东， 深圳,护手霜,100%,4.86161分,0%,4.86339分,11.42%,4.86507分,9.69%,,,,,,,,,,
31,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美姣娣旗舰店"，"点我对话"),美姣娣旗舰店,美姣娣旗舰店,,,,15988576638,https://shop103105458.taobao.com,79,1210,浙江省， 金华市,护手霜,100%,4.88654分,4.85%,4.85104分,4.64%,4.85966分,6.93%,,,,,,,,,,
32,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao皇家慕王旗舰店"，"点我对话"),皇家慕王旗舰店,皇家慕王旗舰店,13613329886,,,,https://shop112928584.taobao.com/,13,79,河北省， 保定市,护手霜,100%,4.90722分,26.59%,4.82474分,0%,4.82474分,0%,,,,,,,,,,
33,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兰馨旗舰店"，"点我对话"),兰馨旗舰店,兰馨旗舰店,13400124653,,,,https://shop106424079.taobao.com/,24,300,河北省， 保定市,护手霜,100%,4.96047分,68.72%,4.93023分,58.59%,4.9407分,62.94%,,,,,,,,,,
34,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao腾宏达运动专营店"，"点我对话"),腾宏达运动专营店,腾宏达运动专营店,13717938581,,,,https://shop100661578.taobao.com/,14,321,北京,护手霜,100%,4.93472分,45.20%,4.89534分,32.97%,4.87461分,16.84%,,,,,,,,,,
35,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奥尼宝汽车用品旗舰店"，"点我对话"),奥尼宝汽车用品旗舰店,奥尼宝汽车用品旗舰店,18721026669,,,,https://shop102934632.taobao.com/,149,1213,上海， 上海市,护手霜,100%,4.96234分,67.97%,4.95195分,68.04%,4.94827分,64.63%,,,,,,,,,,
36,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao曦途运动户外旗舰店"，"点我对话"),曦途运动户外旗舰店,曦途运动户外旗舰店,13321129785,,,,https://shop574236692.taobao.com/,133,43001,北京,护手霜,100%,4.91848分,31.63%,4.89568分,33.22%,4.89679分,31.55%,,,,,,,,,,
37,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao局器旗舰店"，"点我对话"),局器旗舰店,局器旗舰店,,,,13522066246,https://shop517726060.taobao.com,84,3953,北京市,护手霜,100%,4.91038分,18.96%,4.89242分,28.92%,4.90695分,34.94%,,,,,,,,,,
38,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao高鼎科技电器旗舰店"，"点我对话"),高鼎科技电器旗舰店,高鼎科技电器旗舰店,,,,13601822028,https://shop116282437.taobao.com,19,306,江苏省， 苏州市,护手霜,100%,4.89308分,6.21%,4.87264分,18.80%,4.88428分,24.23%,,,,,,,,,,
39,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恋姿兰旗舰店"，"点我对话"),恋姿兰旗舰店,恋姿兰旗舰店,,,,15896738899,https://shop117515084.taobao.com,45,1127,北京， 北京市,护手霜,100%,4.94456分,56.10%,4.90491分,43.54%,4.90289分,39.31%,,,,,,,,,,
40,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恋着你旗舰店"，"点我对话"),恋着你旗舰店,恋着你旗舰店,,,,18390627683,https://shop293733078.taobao.com,732,6201,湖南省常德市,护手霜,100%,4.83082分,0.88%,4.76825分,1.31%,4.76513分,1.55%,,,,,,,,,,
41,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao五洲食品旗舰店"，"点我对话"),五洲食品旗舰店,五洲食品旗舰店,,,,13856791964,https://shop104492763.taobao.com,61,4839,安徽， 亳州,护手霜,100%,4.77401分,1.15%,4.77313分,0.63%,4.77012分,0.78%,,,,,,,,,,
42,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雅皮仕旗舰店"，"点我对话"),雅皮仕旗舰店,雅皮仕旗舰店,,,,15813886162,https://shop102044799.taobao.com,147,4203,广东省， 深圳市,护手霜,100%,4.93031分,40.51%,4.86653分,13.45%,4.86117分,7.14%,,,,,,,,,,
43,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocsk中成王旗舰店"，"点我对话"),csk中成王旗舰店,csk中成王旗舰店,,,,18953605533,https://shop107422779.taobao.com,109,275,山东省， 潍坊市,护手霜,100%,4.87733分,0%,4.83851分,0%,4.84938分,0%,,,,,,,,,,
44,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao洪森艺旗舰店"，"点我对话"),洪森艺旗舰店,洪森艺旗舰店,18777055077,,,4006878701,https://shop70126740.taobao.com,52,268,广西， 防城港,护手霜,100%,4.89583分,5.81%,4.89205分,28.67%,4.90341分,32.46%,,,,,,,,,,
45,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao加娜旗舰店"，"点我对话"),加娜旗舰店,加娜旗舰店,15995187683,,,,https://shop62686924.taobao.com,413,21,江苏， 连云港,护手霜,100%,4.92308分,30.50%,4.84496分,0%,4.88372分,18.69%,,,,,,,,,,
46,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodotuck旗舰店"，"点我对话"),dotuck旗舰店,dotuck旗舰店,15958921224,,,,https://shop113247863.taobao.com,42,1390,浙江省， 温州市,护手霜,100%,4.86389分,0%,4.80142分,0.62%,4.79815分,0.86%,,,,,,,,,,
47,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao喜事来旗舰店"，"点我对话"),喜事来旗舰店,喜事来旗舰店,,,,13253516611,https://shop108330599.taobao.com,3,20,河南省， 郑州市,护手霜,100%,4.79581分,1.77%,4.73822分,2.30%,4.7801分,1.51%,,,,,,,,,,
48,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao靓洁家居专营店"，"点我对话"),靓洁家居专营店,靓洁家居专营店,,,,13382601829,https://shop62900021.taobao.com,343,412487,上海,护手霜,100%,4.92459分,35.65%,4.87362分,18.05%,4.87249分,14.66%,,,,,,,,,,
49,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao尘博士"，"点我对话"),尘博士,尘博士旗舰店,021-50200556,,,13636618453,https://shop284516761.taobao.com,51,223,上海市,护手霜,100%,4.93013分,40.35%,4.90611分,39.12%,4.89956分,32.82%,,,,,,,,,,
50,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao沐禾旗舰店"，"点我对话"),沐禾旗舰店,沐禾旗舰店,,,,13775403331,https://shop67227854.taobao.com,13,31,江苏， 连云港,护手霜,100%,4.95632分,60.50%,4.93563分,57.47%,4.91954分,43.74%,,,,,,,,,,
51,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao贤煜母婴专营店"，"点我对话"),贤煜母婴专营店,贤煜母婴专营店,,,,15001701094,https://shop114414287.taobao.com,98,1455,上海， 上海市,护手霜,100%,4.89256分,1.76%,4.8822分,17.08%,4.88388分,13.84%,,,,,,,,,,
52,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao车客士旗舰店"，"点我对话"),车客士旗舰店,车客士旗舰店,,,,15612124475,https://shop59678598.taobao.com,44,1100,河北， 石家庄,护手霜,100%,4.8842分,1.52%,4.85687分,4.81%,4.8685分,10.09%,,,,,,,,,,
53,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao利林家居旗舰店"，"点我对话"),利林家居旗舰店,利林家居旗舰店,,,,13879827625,https://shop67826172.taobao.com,66,1362,江西， 景德镇,护手霜,100%,4.89204分,7.88%,4.8434分,0%,4.84035分,0%,,,,,,,,,,
54,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowhizz伟强旗舰店"，"点我对话"),whizz伟强旗舰店,whizz伟强旗舰店,,,,13926214358,https://shop108055309.taobao.com,61,8137,广东省， 广州市,护手霜,100%,4.92227分,34.75%,4.8945分,32.43%,4.88629分,24.59%,,,,,,,,,,
55,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao黄金谷旗舰店"，"点我对话"),黄金谷旗舰店,黄金谷珠宝旗舰店,,,,15210511610,https://shop370166664.taobao.com,44,56,北京市,护手霜,100%,4.93182分,38.35%,4.90909分,39.93%,4.93182分,52.33%,,,,,,,,,,
56,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晶盛旗舰店"，"点我对话"),晶盛旗舰店,晶盛旗舰店,15861273751,,,15861273751,https://shop64185885.taobao.com,630,34,江苏， 连云港,护手霜,100%,4.77326分,2.37%,4.75分,2.03%,4.77326分,1.72%,,,,,,,,,,
57,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao隆安家居专营店"，"点我对话"),隆安家居专营店,隆安家居专营店,,,,17853647677,https://shop113494834.taobao.com,21,127,山东省， 潍坊市,护手霜,100%,4.77541分,2.20%,4.67276分,3.57%,4.68801分,3.35%,,,,,,,,,,
58,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao澳新服饰专营店"，"点我对话"),澳新服饰专营店,澳新服饰专营店,,,,13833013833,https://shop107012813.taobao.com,13,108,河北， 保定,护手霜,100%,4.88674分,10.39%,4.81492分,0%,4.80939分,0.63%,,,,,,,,,,
59,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡梵蒂旗舰店"，"点我对话"),卡梵蒂旗舰店,卡梵蒂旗舰店,,,,13928809109,https://shop108132255.taobao.com,201,140,广东省， 广州市,护手霜,100%,4.96815分,74.78%,4.95723分,74.61%,4.95996分,74.98%,,,,,,,,,,
60,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoplayboy草拟专卖店"，"点我对话"),playboy草拟专卖店,playboy草拟专卖店,,,,18627268384,https://shop111276193.taobao.com,60,166,浙江省， 杭州市,护手霜,100%,4.89015分,13.02%,4.85299分,12.72%,4.85945分,12.17%,,,,,,,,,,
61,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaooper腾博专卖店"，"点我对话"),oper腾博专卖店,oper腾博专卖店,,,,13071325198,https://shop101717448.taobao.com,74,152,广东省， 深圳市,护手霜,100%,4.84984分,0%,4.82109分,0%,4.79233分,0.77%,,,,,,,,,,
62,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao弛茂汽车用品专营店"，"点我对话"),弛茂汽车用品专营店,弛茂汽车用品专营店,,,,13760946842,https://shop108544454.taobao.com,133,2527,广东， 广州,护手霜,100%,4.90255分,17.11%,4.89825分,32.36%,4.90147分,32.73%,,,,,,,,,,
63,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美肤宝香雪丽专卖店"，"点我对话"),美肤宝香雪丽专卖店,美肤宝香雪丽专卖店,,,,17768126677,https://shop103112002.taobao.com,31,862,四川省， 成都市,护手霜,100%,4.87623分,4.67%,4.78244分,0.90%,4.80535分,0.50%,,,,,,,,,,
64,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocougar英苗专卖店"，"点我对话"),cougar英苗专卖店,cougar英苗专卖店,,,,18612353615,https://shop111807399.taobao.com,13,40,北京， 北京市,护手霜,100%,4.99412分,95.07%,4.94706分,66.11%,4.98824分,92.20%,,,,,,,,,,
65,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao志高雪仕专卖店"，"点我对话"),志高雪仕专卖店,志高雪仕专卖店,,,,18933405543,https://shop272406733.taobao.com,43,9153,广东省中山市,护手霜,100%,4.93792分,45.54%,4.9128分,44.41%,4.91515分,44.44%,,,,,,,,,,
66,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恋姬化妆品旗舰店"，"点我对话"),恋姬化妆品旗舰店,恋姬化妆品旗舰店,,,,13288038585,https://shop102373480.taobao.com,11,3070,广东省， 广州市,护手霜,100%,4.89775分,21.31%,4.88972分,36.65%,4.91167分,48.13%,,,,,,,,,,
67,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao西果家居专营店"，"点我对话"),西果家居专营店,西果家居专营店,,,,13816390165,https://shop112452689.taobao.com,20,1110,上海， 上海市,护手霜,100%,4.87375分,0.55%,4.85分,0%,4.85063分,0%,,,,,,,,,,
68,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao比斯泰数码专营店"，"点我对话"),比斯泰数码专营店,比斯泰数码专营店,,,,17080951148,https://shop69697363.taobao.com,31,13376,广东， 深圳,护手霜,100%,4.85661分,0.60%,4.82659分,0%,4.82909分,0%,,,,,,,,,,
69,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao光辉家居专营店"，"点我对话"),光辉家居专营店,光辉家居专营店,18618421907,,,18618421907,https://shop62629778.taobao.com,240,4478,北京,护手霜,100%,4.92775分,27.26%,4.89648分,20.04%,4.89071分,15.23%,,,,,,,,,,
70,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowxd旗舰店"，"点我对话"),wxd旗舰店,wxd旗舰店,020-61816666-187,,,15217686217,https://shop62561226.taobao.com,103,213,广东， 广州,护手霜,100%,4.93699分,50.11%,4.88767分,33.31%,4.87123分,19.53%,,,,,,,,,,
71,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao千牛家居专营店"，"点我对话"),千牛家居专营店,千牛家居专营店,,,,18020763293,https://shop109050399.taobao.com,221,2617,福建省， 厦门市,护手霜,100%,4.90304分,17.26%,4.85424分,5.49%,4.86052分,6.65%,,,,,,,,,,
72,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao舍蒙旗舰店"，"点我对话"),舍蒙旗舰店,舍蒙旗舰店,,,,18965616548,https://shop113427350.taobao.com,1089,240,福建省， 泉州市,护手霜,100%,4.95579分,65.00%,4.94863分,69.50%,4.94146分,63.42%,,,,,,,,,,
73,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojazzstar旗舰店"，"点我对话"),jazzstar旗舰店,jazzstar旗舰店,,,,18680446381,https://shop104899596.taobao.com,148,711,广东省， 广州市,护手霜,100%,4.96986分,76.15%,4.9585分,75.37%,4.96097分,75.61%,,,,,,,,,,
74,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao钓迷运动户外"，"点我对话"),钓迷运动户外,钓迷运动户外旗舰店,,,,13001659093,https://shop579538646.taobao.com,106,1741,山东省威海市,护手霜,100%,4.85733分,0%,4.82044分,0%,4.83286分,0%,,,,,,,,,,
75,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao喜临门官方旗舰店"，"点我对话"),喜临门官方旗舰店,喜临门官方旗舰店,18969131321,,,,https://shop60853774.taobao.com,123,21514,浙江， 杭州,护手霜,100%,4.91811分,17.55%,4.90821分,29.10%,4.90815分,28.75%,,,,,,,,,,
76,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao龙干旗舰店"，"点我对话"),龙干旗舰店,龙干旗舰店,,,,17503999329,https://shop113909341.taobao.com,5276,1082,上海， 上海市,护手霜,100%,4.79124分,1.69%,4.69481分,2.83%,4.73084分,2.25%,,,,,,,,,,
77,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao标婷旗舰店"，"点我对话"),标婷旗舰店,标婷旗舰店,62276642,,,13601127070,https://shop101489213.taobao.com,35,92055,北京， 北京市,护手霜,100%,4.90886分,29.80%,4.8718分,26.33%,4.87382分,25.90%,,,,,,,,,,
78,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomiking迈康旗舰店"，"点我对话"),miking迈康旗舰店,miking迈康旗舰店,,,,13567611790,https://shop103681221.taobao.com,42,4596,浙江省， 丽水市,护手霜,100%,4.88892分,6.84%,4.87045分,17.07%,4.85185分,1.75%,,,,,,,,,,
79,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao翰扬办公用品专营店"，"点我对话"),翰扬办公用品专营店,翰扬办公用品专营店,,,,13570490960,https://shop109559087.taobao.com,268,287,广东， 广州,护手霜,100%,4.97176分,75.23%,4.95675分,72.43%,4.96117分,74.58%,,,,,,,,,,
80,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolostroad迷失香途旗舰店"，"点我对话"),lostroad迷失香途旗舰店,lostroad迷失香途旗舰店,,,,13681998135,https://shop114301527.taobao.com,15,59,辽宁， 沈阳,护手霜,100%,4.96173分,67.45%,4.95337分,69.00%,4.97252分,81.24%,,,,,,,,,,
81,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao豪优食品专营店"，"点我对话"),豪优食品专营店,豪优食品专营店,,,,15281086293,https://shop100074109.taobao.com,229,342,四川省， 成都市,护手霜,100%,4.9419分,65.89%,4.86444分,31.10%,4.85915分,26.84%,,,,,,,,,,
82,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao福乐迪运动专营店"，"点我对话"),福乐迪运动专营店,福乐迪运动专营店,,,,15327322298,https://shop67737167.taobao.com,274,1358,湖北， 武汉,护手霜,100%,4.88125分,0%,4.84188分,0%,4.83188分,0%,,,,,,,,,,
83,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao果格数码专营店"，"点我对话"),果格数码专营店,果格数码专营店,,,,17722677901,https://shop103756253.taobao.com,20,2319,广东， 深圳,护手霜,100%,4.93359分,41.73%,4.92073分,49.48%,4.92376分,50.16%,,,,,,,,,,
84,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao万桥数码专营店"，"点我对话"),万桥数码专营店,万桥数码配件专营店,,,,15814449656,https://shop411328055.taobao.com,1,283,广东省深圳市,护手霜,100%,4.9014分,13.51%,4.82308分,0%,4.83357分,0%,,,,,,,,,,
85,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocestbeau旗舰店"，"点我对话"),cestbeau旗舰店,cestbeau旗舰店,,,,18102725007,https://shop111301445.taobao.com,236,197,广东省， 广州市,护手霜,100%,4.9435分,55.27%,4.9339分,60.76%,4.93923分,62.02%,,,,,,,,,,
