编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
16,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao杜晓纯"，"点我对话"),杜晓纯,RS荣胜母婴玩具,,,,13433321171,https://shop69977098.taobao.com,75,2155,广东省汕头市,秋裤男,98.6%,4.70495分,-2.23%,4.76432分,-1.64%,4.767分,-1.76%,,,,,,,,,,
17,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao最爱的董铭健"，"点我对话"),最爱的董铭健,Rana原创定制,,,13922134445,13922134445,https://shop150225928.taobao.com,48,1,广东省广州市,秋裤男,98.5%,4.28571分,-10.61%,4.71429分,-2.49%,4.71429分,-2.62%,,,,,,,,,,
18,,四金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美懒懒234"，"点我对话"),美懒懒234,转角1号精品女装店,,18954120187,,2028130304,https://shop107656986.taobao.com,1236,96146,山东省济南市,秋裤男,98.7%,4.72278分,-1.49%,4.77873分,-1.16%,4.77949分,-1.27%,,,,,,,,,,
19,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡斯奇旗舰店"，"点我对话"),卡斯奇旗舰店,卡斯奇旗舰店,,,,18967977174,https://shop66817272.taobao.com,37,345,浙江， 金华,秋裤男,100%,4.94193分,50.55%,4.90297分,37.06%,4.90085分,33.41%,,,,,,,,,,
20,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoaa小炮的"，"点我对话"),aa小炮的,小淘气正品女装,,,,15911721591,https://shop460074580.taobao.com,69,395,云南省昆明市,秋裤男,100%,4.83688分,20.64%,4.87234分,22.71%,4.88298分,26.45%,,,,,,,,,,
21,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美好的眷恋"，"点我对话"),美好的眷恋,罗莉莎时装,,,13076549522,13076549522,https://shop110562993.taobao.com,155,341,广东省揭阳市,秋裤男,96.8%,4.94118分,71.38%,4.95752分,74.28%,4.96405分,77.41%,,,,,,,,,,
22,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao义乌阿彬"，"点我对话"),义乌阿彬,【彬彬有礼】丰收表行：实店现货㊣防水表电子表多功能运动手表,,13625798361,,13625798361,https://shop57656341.taobao.com,209,188,浙江省金华市,秋裤男,99.6%,4.73347分,-1.69%,4.80992分,-0.84%,4.80124分,-1.15%,,,,,,,,,,
23,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao新华乐商行"，"点我对话"),新华乐商行,今夕明夕の唯美内衣,,,,15918725898,https://shop225071060.taobao.com,46,1,广东省广州市,秋裤男,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
24,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao乐彤按摩足浴盆"，"点我对话"),乐彤按摩足浴盆,裤潮女城中鸟精品店,,,13967763353,,https://shop72973486.taobao.com,7,0,浙江省温州市,秋裤男,100%,,,,,,,,,,,,,,,,
25,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao百川高尔夫购物商城"，"点我对话"),百川高尔夫购物商城,中国老板高尔夫,,,13585518618,18301747927,https://shop33012714.taobao.com,342,11,上海市,秋裤男,99.2%,4.66667,-3.32%,4.71429,-2.88%,4.71429分,-2.90%,,,,,,,,,,
26,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao学生丽依橱"，"点我对话"),学生丽依橱,学生丽依橱,,,,17378705420,https://shop243986893.taobao.com,166,111,四川省绵阳市,秋裤男,100%,4.78405分,0.22%,4.82296分,0.25%,4.83074分,0.21%,,,,,,,,,,
27,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao暖暖精品百货"，"点我对话"),暖暖精品百货,暖暖企业店,,,,17084115110,https://shop286395431.taobao.com,34,11,辽宁省大连市,秋裤男,100%,4.69643,-3.85%,4.78571,-2.31%,4.80357分,-1.90%,,,,,,,,,,
28,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojinhuahua998"，"点我对话"),jinhuahua998,花语轩优品店,,,18878083736,18178187588,https://shop67659352.taobao.com,45,98,广西省崇左市,秋裤男,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
29,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao瑞士怡心表行"，"点我对话"),瑞士怡心表行,优e梦,,,,17089799506,https://shop101093072.taobao.com,71,49,广东省中山市,秋裤男,98.9%,4.79111分,0.10%,4.84111分,3.80%,4.85222分,7.12%,,,,,,,,,,
30,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao明谢旗舰店"，"点我对话"),明谢旗舰店,明谢旗舰店,,,,15521962772,https://shop108535005.taobao.com,10079,481,广东， 深圳,秋裤男,100%,4.79126分,1.68%,4.74515分,1.78%,4.75243分,1.81%,,,,,,,,,,
31,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaom758209431"，"点我对话"),m758209431,吉普特朗自营店,15089906277,,,,https://shop145238041.taobao.com,148,30,广东省中山市,秋裤男,98.4%,4.76401分,-0.63%,4.78761分,-0.98%,4.79646分,-0.92%,,,,,,,,,,
32,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocwm13556228317"，"点我对话"),cwm13556228317,向阳内衣坊,,,15052103029,15052103029,https://shop.taobao.com,66,41,江苏省无锡市,秋裤男,98.9%,4.92593,63.96%,4.96296,77.57%,4.96296分,76.72%,,,,,,,,,,
33,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoliqiao11725"，"点我对话"),liqiao11725,童星鞋包品牌店,,,,15196926644,https://shop59380115.taobao.com,502,240,四川省遂宁市,秋裤男,99.6%,4.85052分,20.44%,4.89088分,30.10%,4.87444分,14.96%,,,,,,,,,,
34,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao银通服饰专营"，"点我对话"),银通服饰专营,银通服饰专营,,,,0571-82378846,https://shop59776826.taobao.com,242,2447,浙江， 杭州,秋裤男,100%,4.93094分,45.57%,4.89672分,38.79%,4.89792分,36.20%,,,,,,,,,,
35,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaopeiwentian"，"点我对话"),peiwentian,凤凰户外山地车网络商城,,,18211830867,,https://shop35467691.taobao.com,31,0,河南省南阳市,秋裤男,98.1%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
36,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小洪要赢"，"点我对话"),小洪要赢,本草九康斋,,,15154157833,15154157833,https://shop63636695.taobao.com,18,136,山东省济南市,秋裤男,98.4%,4.74308,-1.07%,4.79447,-0.83%,4.74704分,-1.85%,,,,,,,,,,
37,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao2006裤行"，"点我对话"),2006裤行,立町工作室,,010-80303903,,,https://shop34045790.taobao.com,131,70,,秋裤男,98.7%,4.86047分,32.12%,4.88372分,29.60%,4.89147分,31.79%,,,,,,,,,,
38,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阔动运动旗舰店"，"点我对话"),阔动运动旗舰店,阔动运动旗舰店,,,,13210613750,https://shop69223999.taobao.com,72,1478,山东， 泰安,秋裤男,100%,4.88292分,2.20%,4.85172分,5.23%,4.85912分,6.55%,,,,,,,,,,
39,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao狼语内衣旗舰店"，"点我对话"),狼语内衣旗舰店,狼语内衣旗舰店,,,,0577-64372280,https://shop113299349.taobao.com,56,754,浙江， 温州,秋裤男,100%,4.78533分,1.80%,4.73942分,1.90%,4.75909分,1.67%,,,,,,,,,,
40,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao吓跑瞌睡虫"，"点我对话"),吓跑瞌睡虫,祺米尔潮鞋,,15059523236,,15059523236,https://shop68246038.taobao.com,104,13,福建省泉州市,秋裤男,97.4%,4.2分,-12.40%,4.3分,-11.06%,4.43333分,-8.42%,,,,,,,,,,
41,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao柒文服饰连锁"，"点我对话"),柒文服饰连锁,柒文服饰连锁,,,,18961083910,https://shop.taobao.com,2,0,江苏省泰州市,秋裤男,100%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
42,,零心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao硕爷xx"，"点我对话"),硕爷xx,掌门人dingdang,,,,17677434538,https://shop374863126.taobao.com,17,0,广西省贵港市,秋裤男,100%,,,,,,,,,,,,,,,,
43,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao征崎旗舰店"，"点我对话"),征崎旗舰店,征崎旗舰店,15059711400,,,,https://shop106825306.taobao.com,542,62,福建， 泉州,秋裤男,100%,4.86969分,0%,4.85652分,14.97%,4.86969分,18.56%,,,,,,,,,,
44,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodeparnoi男鞋旗舰店"，"点我对话"),deparnoi男鞋旗舰店,deparnoi男鞋旗舰店,,,,0571-85802569,https://shop113480986.taobao.com,105,243,浙江省， 杭州市,秋裤男,100%,4.94807分,59.07%,4.89984分,40.64%,4.9009分,38.07%,,,,,,,,,,
45,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao约克保罗旗舰店"，"点我对话"),约克保罗旗舰店,约克保罗旗舰店,,,,021-60528257,https://shop105259613.taobao.com,56,245,上海， 上海市,秋裤男,100%,4.9518分,56.00%,4.91682分,41.42%,4.9206分,40.91%,,,,,,,,,,
46,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao港货一线"，"点我对话"),港货一线,港货一线,,13673575067,13673575067,13673575067,https://shop145146820.taobao.com,446,11,河南省周口市,秋裤男,99.5%,4.85714,30.50%,4.92857,56.75%,4.92857分,55.11%,,,,,,,,,,
47,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao乐淘心贝"，"点我对话"),乐淘心贝,贝儿酷早教益智玩具,,,,18758909914 周一至周日：9:00-23:00,https://shop103373643.taobao.com,206,4514,,秋裤男,99.3%,4.83036,9.71%,4.86871,15.89%,4.87085分,12.53%,,,,,,,,,,
48,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao劲爆小木星"，"点我对话"),劲爆小木星,可乐家 棉麻 文艺,18700435728,18700435728,,18700435728,https://shop36275443.taobao.com,837,568,陕西省西安市,秋裤男,99.2%,4.83645分,20.43%,4.88201分,28.56%,4.8861分,28.41%,,,,,,,,,,
49,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao童衣阁宝宝"，"点我对话"),童衣阁宝宝,福娃童装旗枧店,,,17732805851,17732805851,https://shop.taobao.com,418,3459,河北省石家庄市,秋裤男,98.6%,4.5501,-5.44%,4.62974,-4.42%,4.66043分,-3.96%,,,,,,,,,,
50,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao个人品味服饰"，"点我对话"),个人品味服饰,男也,,,18550025017,18550025017,https://shop110596876.taobao.com,102,72,江苏省苏州市,秋裤男,96.3%,4.67544分,-2.48%,4.76096分,-1.53%,4.75658分,-1.74%,,,,,,,,,,
51,,零心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaot_1492266922770_086"，"点我对话"),t_1492266922770_086,雨宝女装服饰,,,,17350169086,https://shop284732122.taobao.com,6,0,福建省泉州市,秋裤男,100%,,,,,,,,,,,,,,,,
52,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomaryrr"，"点我对话"),maryrr,CHAUSUB 玛丽尚品家居,,0579-85453063,13515896985,,https://shop35057469.taobao.com,77,7,浙江省金华市,秋裤男,97.8%,4.85分,20.06%,4.9分,36.09%,4.95分,67.08%,,,,,,,,,,
53,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyclong998"，"点我对话"),yclong998,yclong998,,,,17759993526,https://shop343963669.taobao.com,2368,5,福建省泉州市,秋裤男,100%,4.92958,65.74%,4.92958,57.36%,4.92958分,55.74%,,,,,,,,,,
54,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao萨尔茨曼旗舰店"，"点我对话"),萨尔茨曼旗舰店,萨尔茨曼旗舰店,13857409721,,,,https://shop65977958.taobao.com,51,183,浙江， 宁波,秋裤男,100%,4.93197分,31.56%,4.92063分,38.50%,4.91156分,30.82%,,,,,,,,,,
55,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaokoomee眼镜"，"点我对话"),koomee眼镜,KOOMEE眼镜,,0571-88083553,,,https://shop108058999.taobao.com,67,0,,秋裤男,99%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
56,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鑫鑫十仪"，"点我对话"),鑫鑫十仪,欣尚仪包包,,13538786179,15875045194,15875045194,https://shop113927627.taobao.com,14,1,广东省江门市,秋裤男,98.6%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
57,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao易宝宝666"，"点我对话"),易宝宝666,小易名品屋,,,15990699203,15990699203,https://shop68432537.taobao.com,3,1,浙江省台州市,秋裤男,96.9%,4.69481分,-2.44%,4.77273分,-1.47%,4.78571分,-1.37%,,,,,,,,,,
58,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodsf13828805321"，"点我对话"),dsf13828805321,好友折扣店,,,13828805321,13828805321,https://shop116154066.taobao.com,46,529,广东省深圳市,秋裤男,98.6%,4.83008分,9.56%,4.86927分,16.25%,4.87182分,13.19%,,,,,,,,,,
59,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao念·旧"，"点我对话"),念·旧,哲念旗舰店,,,,15162226762,https://shop575002625.taobao.com,71,598,江苏省徐州市,秋裤男,100%,4.85827分,0%,4.85149分,11.99%,4.85987分,12.42%,,,,,,,,,,
60,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao圣婴房母婴专营店"，"点我对话"),圣婴房母婴专营店,圣婴房母婴专营店,,,,18921385783,https://shop105724129.taobao.com,0,1,江苏， 无锡,秋裤男,100%,4.89758分,6.50%,4.85846分,0%,4.87909分,10.01%,,,,,,,,,,
61,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao佳芙丽人"，"点我对话"),佳芙丽人,佳芙丽人,,,,18772618862,https://shop190463040.taobao.com,0,0,湖北省荆州市,秋裤男,100%,4.88889分,45.95%,5.0分,100.00%,4.88889分,30.17%,,,,,,,,,,
62,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb48047378"，"点我对话"),tb48047378,金公主88,,,,13843257519,https://shop279478861.taobao.com,71,0,吉林市,秋裤男,100%,4.98214分,90.34%,4.98214分,88.26%,4.98214分,87.92%,,,,,,,,,,
63,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梦亦清风"，"点我对话"),梦亦清风,绝味家的黑糕,,,,15005354514,https://shop59044702.taobao.com,3435,101,山东省烟台市,秋裤男,99%,4.69689,-2.03%,4.73057,-2.15%,4.73834分,-2.03%,,,,,,,,,,
64,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao圣府演艺服饰有限公司"，"点我对话"),圣府演艺服饰有限公司,圣府演艺服饰有限公司,,13853797958,15763795598,15763795598,https://shop109712383.taobao.com,347,14,山东省济宁市,秋裤男,97.8%,4.82222,0.31%,4.84444,0.42%,4.84444分,0.47%,,,,,,,,,,
65,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao誊威母婴专营店"，"点我对话"),誊威母婴专营店,誊威母婴专营店,18759412126,,,,https://shop113175979.taobao.com,236,2307,福建， 泉州,秋裤男,100%,4.86752分,0%,4.84423分,0%,4.87842分,9.51%,,,,,,,,,,
66,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao钦润家居专营店"，"点我对话"),钦润家居专营店,钦润家居专营店,,,,18352667975,https://shop63747980.taobao.com,31,23937,上海,秋裤男,100%,4.89158分,7.66%,4.84416分,0%,4.84899分,0%,,,,,,,,,,
67,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao2015xl1020"，"点我对话"),2015xl1020,shyhong,,,,18318489906,https://shop331134707.taobao.com,74,0,广东省云浮市,秋裤男,100%,4.96386分,82.42%,4.95181分,70.82%,4.95181分,69.71%,,,,,,,,,,
68,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao949507376cp"，"点我对话"),949507376cp,陈姑娘运动,,,,15251517944,https://shop449886580.taobao.com,9,8,江苏省无锡市,秋裤男,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
69,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao潮牌大仙"，"点我对话"),潮牌大仙,ANANMARKET安安家女装批发,,,13056954952,13065635599,https://shop149387141.taobao.com,318,1239,浙江省宁波市,秋裤男,99.8%,4.77436分,0.42%,4.82133分,0.28%,4.82525分,0.32%,,,,,,,,,,
70,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao清茶如水星空"，"点我对话"),清茶如水星空,酷包世界,15218441709,,,18938366619,https://shop65048925.taobao.com,109,220,广东省茂名市,秋裤男,98.5%,4.81837分,11.64%,4.85177分,10.25%,4.86639分,16.03%,,,,,,,,,,
71,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao非凡衣衫_2012"，"点我对话"),非凡衣衫_2012,衣衫非凡,,,,17607186646,https://shop71677117.taobao.com,223,214,湖北省武汉市,秋裤男,96.3%,4.70571分,-1.85%,4.75403分,-1.67%,4.77584分,-1.34%,,,,,,,,,,
72,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao星星爱月亮66"，"点我对话"),星星爱月亮66,内之美内衣品牌店,null,,,,https://shop110937330.taobao.com,15,5383,,秋裤男,99.3%,4.82781分,16.23%,4.86379分,17.53%,4.87734分,22.91%,,,,,,,,,,
73,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao帽饰恒美"，"点我对话"),帽饰恒美,亲亲小笨熊,15067083073,,,,https://shop463043923.taobao.com,308,492,浙江省金华市,秋裤男,100%,4.73333,-1.27%,4.78889,-0.95%,4.8分,-0.84%,,,,,,,,,,
74,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoleijie590315"，"点我对话"),leijie590315,卡岚萃腰带批发,13587626280,,,,https://shop57933036.taobao.com,45,269,浙江省温州市,秋裤男,99.4%,4.85312,28.54%,4.87852,26.45%,4.88401分,27.10%,,,,,,,,,,
75,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao南京电玩总汇"，"点我对话"),南京电玩总汇,小妖的日本代购店,,,15021606117,15021606117,https://shop34709618.taobao.com,35,127,上海市,秋裤男,99.5%,4.92479分,59.33%,4.93315分,56.07%,4.92758分,51.00%,,,,,,,,,,
76,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao暖心诚99"，"点我对话"),暖心诚99,暖心健康坊护肩,,,13706891615,13706891615,https://shop.taobao.com,38,572,浙江省金华市,秋裤男,99.1%,4.86908,30.23%,4.8972,34.30%,4.8947分,30.67%,,,,,,,,,,
77,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao清洁剂8除湿剂8芳香剂"，"点我对话"),清洁剂8除湿剂8芳香剂,琪利美家居,,4006136038,13928323842,13928323842,https://shop35135523.taobao.com,120,2401,广东省惠州市,秋裤男,99.6%,4.86219分,26.56%,4.87954分,23.01%,4.87761分,19.42%,,,,,,,,,,
78,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomw鞋类旗舰店"，"点我对话"),mw鞋类旗舰店,mw鞋类旗舰店,0577-88612306,,,0577-88612306,https://shop117346673.taobao.com,92,832,浙江省， 温州市,秋裤男,100%,4.88196分,6.97%,4.87204分,24.17%,4.87024分,18.91%,,,,,,,,,,
79,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolyxandcjx"，"点我对话"),lyxandcjx,往南却是漠北,,,,13755870619,https://shop267743448.taobao.com,10,444,江西省宜春市,秋裤男,100%,4.96032分,78.85%,4.96561分,78.02%,4.96296分,75.61%,,,,,,,,,,
80,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb375178772"，"点我对话"),tb375178772,王记网红精品百货商城,,,,13989641917,https://shop208242887.taobao.com,3590,7,浙江省台州市,秋裤男,100%,4.86667分,28.94%,4.93333分,57.39%,4.93333分,56.10%,,,,,,,,,,
81,,零心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowuyongmei428385253"，"点我对话"),wuyongmei428385253,待山花灿浪漫时,,,,13998005495,https://shop225206265.taobao.com,1,0,辽宁省鞍山市,秋裤男,100%,,,,,,,,,,,,,,,,
82,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao韩流熟淑女"，"点我对话"),韩流熟淑女,韩淑女显瘦服饰,15089265353,0752-7833015,15089265353,,https://shop101575386.taobao.com,127,776,广东省惠州市,秋裤男,99.3%,4.85322分,28.59%,4.88573分,30.81%,4.868分,17.04%,,,,,,,,,,
83,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陆禹女装"，"点我对话"),陆禹女装,陆禹女装,,,,15837173825,https://shop156240785.taobao.com,30,99,河南省郑州市,秋裤男,99.2%,4.925,63.51%,4.96667,79.82%,4.975分,84.29%,,,,,,,,,,
84,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowwmm旗舰店"，"点我对话"),wwmm旗舰店,wwmm旗舰店,,,,15895627058,https://shop112507791.taobao.com,485,4035,江苏， 苏州,秋裤男,100%,4.86389分,0%,4.82255分,0%,4.84224分,1.41%,,,,,,,,,,
85,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao乐淘家居生活馆0"，"点我对话"),乐淘家居生活馆0,乐淘家居生活馆0,,,15994951154,15994951154,https://shop112850646.taobao.com,101,955,广东省潮州市,秋裤男,99.3%,4.89692,45.07%,4.90731,40.76%,4.91731分,45.56%,,,,,,,,,,
86,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雀伊旗舰店"，"点我对话"),雀伊旗舰店,雀伊旗舰店,,,,18692643622,https://shop468097813.taobao.com,94,77,浙江， 台州,秋裤男,100%,4.98123分,85.21%,4.96838分,81.26%,4.97431分,83.94%,,,,,,,,,,
