编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
37,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogyp旗舰店"，"点我对话"),gyp旗舰店,gyp旗舰店,,,,18858785931,https://shop114085822.taobao.com,51,2235,浙江省， 温州市,男内裤,100%,4.83822分,0.69%,4.76842分,1.25%,4.76966分,1.38%,,,,,,,,,,
39,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao圣婴房母婴专营店"，"点我对话"),圣婴房母婴专营店,圣婴房母婴专营店,,,,18921385783,https://shop105724129.taobao.com,35,2690,江苏， 无锡,男内裤,100%,4.86046分,0.56%,4.81863分,0.72%,4.82526分,0.71%,,,,,,,,,,
43,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaorampo乱步旗舰店"，"点我对话"),rampo乱步旗舰店,rampo乱步旗舰店,17328019404,,,,https://shop114503171.taobao.com,2904,371796,,男内裤,,4.83054分,0.85%,4.76172分,1.39%,4.76181分,1.54%,,,,,,,,,,
45,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao捷乐办公专营店"，"点我对话"),捷乐办公专营店,捷乐办公专营店,0577-68009892,,,,https://shop72776718.taobao.com,27,6272,浙江温州,男内裤,,4.83752分,0.99%,4.78009分,1.26%,4.78875分,1.11%,,,,,,,,,,
47,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao如润数码专营店"，"点我对话"),如润数码专营店,如润数码专营店,18925276325,,,,https://shop108366030.taobao.com,55,3173,广东省深圳市,男内裤,,4.92843分,37.25%,4.89641分,34.89%,4.90862分,42.01%,,,,,,,,,,
48,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao法普拉旗舰店"，"点我对话"),法普拉旗舰店,法普拉旗舰店,13128971660,,,,https://shop111216725.taobao.com,54,10834,广东深圳,男内裤,,4.93678分,44.57%,4.92297分,51.58%,4.90536分,39.95%,,,,,,,,,,
51,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosummitdragon旗舰店"，"点我对话"),summitdragon旗舰店,summitdragon旗舰店,0579-85253677,,0579-85253677,,https://shop111568207.taobao.com,119,2412,浙江省金华市,男内裤,,4.91971分,32.08%,4.90058分,36.49%,4.8971分,32.50%,,,,,,,,,,
53,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao汉客旗舰店"，"点我对话"),汉客旗舰店,汉客旗舰店,020-36276236,,,,https://shop61672715.taobao.com,51,23944,广东广州,男内裤,,4.89411分,17.29%,4.88053分,30.19%,4.87616分,24.28%,,,,,,,,,,
54,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao昕辰旗舰店"，"点我对话"),昕辰旗舰店,昕辰旗舰店,0577-63171986,,,,https://shop114832303.taobao.com,7,28526,浙江省温州市,男内裤,100.00%,4.84339分,0.59%,4.82458分,0%,4.83683分,0%,,,,,,,,,,
55,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocin2旗舰店"，"点我对话"),cin2旗舰店,cin2旗舰店,0591-83256657,,0591-83256657,,https://shop112067005.taobao.com,173,5789,福建省福州市,男内裤,100.00%,4.90635分,26.85%,4.88873分,34.98%,4.88089分,27.18%,,,,,,,,,,
57,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoforsislleos花斯豹旗舰店"，"点我对话"),forsislleos花斯豹旗舰店,forsislleos花斯豹旗舰店,13506648018,,,,https://shop109122421.taobao.com,39,1122,广东广州,男内裤,100.00%,4.90733分,27.62%,4.88636分,33.60%,4.88975分,32.59%,,,,,,,,,,
58,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao穆秋服饰旗舰店"，"点我对话"),穆秋服饰旗舰店,穆秋服饰旗舰店,,,null,,https://shop65207368.taobao.com,205,5288,北京,男内裤,100.00%,4.89874分,7.22%,4.89796分,27.83%,4.88537分,18.83%,,,,,,,,,,
59,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卓唯手表专营店"，"点我对话"),卓唯手表专营店,卓唯手表专营店,18301638119,18301638119,,,https://shop113261980.taobao.com/,413,3874,北京,男内裤,100.00%,4.89063分,0%,4.85043分,0.76%,4.84839分,0%,,,,,,,,,,
62,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao仁尚鞋类专营店"，"点我对话"),仁尚鞋类专营店,仁尚鞋类专营店,13870071565,13870071565,,,https://shop68674340.taobao.com/,70,2829,浙江杭州,男内裤,100.00%,4.90302分,24.25%,4.8617分,19.19%,4.871分,21.13%,,,,,,,,,,
63,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaothefirstoutdoor旗舰"，"点我对话"),thefirstoutdoor旗舰,thefirstoutdoor旗舰,4000981698,4000981698,,,https://shop70198810.taobao.com/,330,2950,浙江杭州,男内裤,100.00%,4.90564分,20.18%,4.89288分,31.57%,4.89918分,33.87%,,,,,,,,,,
64,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奥莎运动户外专营店"，"点我对话"),奥莎运动户外专营店,奥莎运动户外专营店,021-69168551,021-69168551,,,https://shop67838388.taobao.com/,53,1156,上海,男内裤,,4.89928分,14.82%,4.84812分,2.98%,4.85851分,7.21%,,,,,,,,,,
66,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao尚派母婴专营店"，"点我对话"),尚派母婴专营店,尚派母婴专营店,,0592-8266556,,,https://shop105477103.taobao.com/,11,5068,福建厦门,男内裤,100.00%,4.90427分,14.70%,4.87715分,16.17%,4.88839分,20.36%,,,,,,,,,,
67,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomybocc旗舰店"，"点我对话"),mybocc旗舰店,mybocc旗舰店,13202544115,13202544115,,,https://shop110295233.taobao.com/,49,1970,广东省广州市,男内裤,,4.96126分,69.76%,4.93562分,62.40%,4.93821分,62.24%,,,,,,,,,,
69,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao赫朗运动旗舰店"，"点我对话"),赫朗运动旗舰店,赫朗运动旗舰店,0579-87563693,0579-87563693,0579-87563693,,https://shop68577038.taobao.com/,42,115782,浙江金华,男内裤,100.00%,4.85812分,0%,4.81134分,0.66%,4.80179分,0.94%,,,,,,,,,,
70,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoeuisvi旗舰店"，"点我对话"),euisvi旗舰店,euisvi旗舰店,0575-87079760,0575-87079760,,,https://shop111346273.taobao.com/,160,22703,浙江绍兴,男内裤,,4.81789分,1.11%,4.75121分,1.61%,4.76279分,1.52%,,,,,,,,,,
72,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao火狐狸户外专营店"，"点我对话"),火狐狸户外专营店,火狐狸户外专营店,13777912499,13777912499,,,https://shop65509306.taobao.com/,576,3877,浙江金华,男内裤,,4.91734分,30.10%,4.88314分,25.35%,4.8879分,26.49%,,,,,,,,,,
73,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao米格宾仕旗舰店"，"点我对话"),米格宾仕旗舰店,米格宾仕旗舰店,13110971760,13110971760,,,https://shop105150838.taobao.com/,284,3338,厦门市,男内裤,,4.86651分,0%,4.83241分,2.11%,4.83949分,1.92%,,,,,,,,,,
75,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao都市飞狐户外旗舰店"，"点我对话"),都市飞狐户外旗舰店,都市飞狐户外旗舰店,4006188638,4006188638,,,https://shop72879526.taobao.com/,187,95596,江苏南京,男内裤,,4.90999分,23.86%,4.85802分,9.30%,4.85725分,6.36%,,,,,,,,,,
76,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao马培德旗舰店"，"点我对话"),马培德旗舰店,马培德旗舰店,0512-57371577,0512-57371577,,,https://shop118069229.taobao.com/,184,7816,江苏省苏州市,男内裤,,4.93452分,42.59%,4.92167分,50.76%,4.92656分,53.41%,,,,,,,,,,
77,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao艾米达旗舰店"，"点我对话"),艾米达旗舰店,艾米达旗舰店,020-66348862,020-66348862,,,https://shop63716578.taobao.com/,34,10096,广东广州,男内裤,,4.92503分,36.60%,4.90394分,38.64%,4.9079分,39.60%,,,,,,,,,,
78,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卓希运动专营店"，"点我对话"),卓希运动专营店,卓希运动专营店,025-85565137,025-85565137,025-85565137,,https://shop59983045.taobao.com/,839,51407,江苏南京,男内裤,,4.87523分,0%,4.84834分,3.11%,4.85086分,2.17%,,,,,,,,,,
80,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao花花公子韩风专卖店"，"点我对话"),花花公子韩风专卖店,花花公子韩风专卖店,18088845666,18088845666,,,https://shop108541654.taobao.com/,610,2155,安徽合肥,男内裤,100.00%,4.97203分,78.15%,4.9626分,78.15%,4.96501分,78.61%,,,,,,,,,,
83,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao英格蓝帝沃派专卖店"，"点我对话"),英格蓝帝沃派专卖店,英格蓝帝沃派专卖店,0573-89812368,0573-89812368,,,https://shop69562664.taobao.com/,84,1387,浙江嘉兴,男内裤,100.00%,4.96578分,73.27%,4.96261分,78.15%,4.96578分,79.08%,,,,,,,,,,
85,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兰花女内衣旗舰店"，"点我对话"),兰花女内衣旗舰店,兰花女内衣旗舰店,,13957908654,,,https://shop165954912.taobao.com/,123,2201,浙江金华,男内裤,100.00%,4.82861分,0.89%,4.7793分,1.02%,4.78892分,0.98%,,,,,,,,,,
88,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoacecred瑞质旗舰店"，"点我对话"),acecred瑞质旗舰店,acecred瑞质旗舰店,18924185115,18924185115,,,https://shop64342346.taobao.com/,313,13741,广东广州,男内裤,,4.94387分,56.16%,4.90706分,45.69%,4.90793分,43.71%,,,,,,,,,,
90,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao红泡泡绿果果旗舰店"，"点我对话"),红泡泡绿果果旗舰店,红泡泡绿果果旗舰店,0371-86617797,0371-86617797,0371-86617797,,https://shop63350978.taobao.com/,76,1934,河南郑州,男内裤,100.00%,4.90025分,11.08%,4.85725分,2.53%,4.85623分,0%,,,,,,,,,,
94,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao申鼎运动专营店"，"点我对话"),申鼎运动专营店,申鼎运动专营店,13720851334,13720851334,,,https://shop67763203.taobao.com/,222,3335,福建厦门,男内裤,,4.87485分,0%,4.82658分,0%,4.81913分,0.59%,,,,,,,,,,
95,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao星恒运动户外专营店"，"点我对话"),星恒运动户外专营店,星恒运动户外专营店,0755-33144555,0755-33144555,,,https://shop106344153.taobao.com/,116,2174,广东省深圳市,男内裤,,4.92772分,38.85%,4.91907分,48.30%,4.91777分,46.06%,,,,,,,,,,
96,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao古驭旗舰店"，"点我对话"),古驭旗舰店,古驭旗舰店,020-34724239,020-34724239,,,https://shop114270984.taobao.com/,404,2489,广东广州,男内裤,,4.94191分,54.65%,4.92905分,58.56%,4.93755分,61.84%,,,,,,,,,,
99,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao西岚眼镜旗舰店"，"点我对话"),西岚眼镜旗舰店,西岚眼镜旗舰店,0577-89225101,,,,https://shop105993642.taobao.com,58,6215,浙江省， 温州市,男内裤,100%,4.90539分,13.34%,4.86632分,5.47%,4.86383分,3.64%,,,,,,,,,,
100,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡玛帕尼旗舰店"，"点我对话"),卡玛帕尼旗舰店,卡玛帕尼旗舰店,13711701403,,,,https://shop113072957.taobao.com,234,5698,广东， 东莞,男内裤,100%,4.93416分,48.60%,4.90545分,44.78%,4.906分,42.56%,,,,,,,,,,
101,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao人本男鞋旗舰店"，"点我对话"),人本男鞋旗舰店,人本男鞋旗舰店,0577-65035522,,,,https://shop116680899.taobao.com,171,14989,浙江省， 温州市,男内裤,100%,4.84967分,0%,4.82453分,0%,4.82782分,0%,,,,,,,,,,
102,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao国货服饰专营店"，"点我对话"),国货服饰专营店,国货服饰专营店,15819589444,,,,https://shop111813744.taobao.com,201,4552,广东， 揭阳,男内裤,100%,4.9279分,43.72%,4.90863分,46.63%,4.9117分,46.05%,,,,,,,,,,
103,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoproiron运动旗舰店"，"点我对话"),proiron运动旗舰店,proiron运动旗舰店,,,,13934144224,https://shop102924003.taobao.com,57,4144,山西省， 太原市,男内裤,100%,4.92673分,38.02%,4.90472分,39.13%,4.89319分,29.94%,,,,,,,,,,
104,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao永高人母婴旗舰店"，"点我对话"),永高人母婴旗舰店,永高人母婴旗舰店,,,,15359882873,https://shop106975856.taobao.com,141,3526,福建省， 厦门市,男内裤,100%,4.90428分,14.71%,4.86897分,10.58%,4.88242分,16.10%,,,,,,,,,,
105,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao慧诚雅吉服饰专营店"，"点我对话"),慧诚雅吉服饰专营店,慧诚雅吉服饰专营店,,,,13681380430,https://shop108637170.taobao.com,111,12159,北京， 北京市,男内裤,100%,4.92291分,39.79%,4.85876分,17.47%,4.86088分,14.94%,,,,,,,,,,
111,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao莱美运动专营店"，"点我对话"),莱美运动专营店,莱美运动专营店,,,,18030659363,https://shop62563004.taobao.com,125,1313,四川， 成都,男内裤,100%,4.91127分,24.96%,4.881分,23.99%,4.875分,18.03%,,,,,,,,,,
114,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomw鞋类旗舰店"，"点我对话"),mw鞋类旗舰店,mw鞋类旗舰店,0577-88612306,,,0577-88612306,https://shop117346673.taobao.com,93,1858,浙江省， 温州市,男内裤,100%,4.87901分,5.55%,4.858分,17.06%,4.85035分,8.56%,,,,,,,,,,
115,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao欧菲服饰专营店"，"点我对话"),欧菲服饰专营店,欧菲服饰专营店,,,,0710-3425431,https://shop66466215.taobao.com,192,5572,湖北， 襄阳,男内裤,100%,4.87922分,5.71%,4.81067分,0%,4.81217分,0.50%,,,,,,,,,,
119,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao红豆前度专卖店"，"点我对话"),红豆前度专卖店,红豆前度专卖店,,,,18022090318,https://shop156856724.taobao.com,32,10016,,男内裤,国民休闲,4.92326分,40.09%,4.89203分,36.94%,4.89381分,35.12%,,,,,,,,,,
120,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao皮尔卡丹易富专卖店"，"点我对话"),皮尔卡丹易富专卖店,皮尔卡丹易富专卖店,,,,18925102876,https://shop66244835.taobao.com,115,2779,广东， 广州,男内裤,商务精英,4.92869分,44.30%,4.90309分,43.37%,4.89806分,37.67%,,,,,,,,,,
122,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao优迅服饰专营店"，"点我对话"),优迅服饰专营店,优迅服饰专营店,,,,15902028458,https://shop69208395.taobao.com,24,13372,湖北， 武汉,男内裤,100%,4.88172分,7.62%,4.84275分,8.12%,4.84348分,4.30%,,,,,,,,,,
124,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雪舞恋人旗舰店"，"点我对话"),雪舞恋人旗舰店,雪舞恋人旗舰店,,,,18914029425,https://shop67345012.taobao.com,69,2028,江苏， 苏州,男内裤,100%,4.91598分,25.14%,4.88268分,19.94%,4.89413分,24.46%,,,,,,,,,,
125,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao城理仁旗舰店"，"点我对话"),城理仁旗舰店,城理仁内衣旗舰店,,,,18022090318,https://shop261621869.taobao.com,25,1351,,男内裤,100%,4.92968分,45.08%,4.89037分,35.94%,4.89642分,36.67%,,,,,,,,,,
126,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao悠粤旗舰店"，"点我对话"),悠粤旗舰店,悠粤旗舰店,18989488617,,,,https://shop491937487.taobao.com,349,37806,浙江杭州,男内裤,,4.91119分,30.63%,4.89312分,37.55%,4.8927分,34.40%,,,,,,,,,,
127,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao迪尔乐斯旗舰店"，"点我对话"),迪尔乐斯旗舰店,迪尔乐斯旗舰店,17327688639,,,,https://shop112039592.taobao.com,31,24458,浙江温州,男内裤,,4.89219分,3.94%,4.85842分,3.38%,4.85703分,0%,,,,,,,,,,
132,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao踏梦者母婴专营店"，"点我对话"),踏梦者母婴专营店,踏梦者母婴专营店,15136565237,,,,https://shop112627946.taobao.com,83,4260,广东省广州市,男内裤,100.00%,4.88288分,0%,4.85794分,3.00%,4.86943分,6.77%,,,,,,,,,,
133,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofme旗舰店"，"点我对话"),fme旗舰店,fme旗舰店,4009671005,,,,https://shop114828269.taobao.com,120,1891,江苏省南京市,男内裤,,4.90707分,27.46%,4.88967分,35.56%,4.88967分,32.59%,,,,,,,,,,
134,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao华传乐器专营店"，"点我对话"),华传乐器专营店,华传乐器专营店,18998452998,,,,https://shop127408807.taobao.com,197,9310,广东广州,男内裤,100.00%,4.89246分,0%,4.866分,0%,4.84166分,0.91%,,,,,,,,,,
135,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao映运珠宝旗舰店"，"点我对话"),映运珠宝旗舰店,映运珠宝旗舰店,13225201889,,,,https://shop62686831.taobao.com,2826,1557,江苏连云港,男内裤,100.00%,4.90552分,13.95%,4.86667分,11.53%,4.86888分,8.89%,,,,,,,,,,
137,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoanshine安晴旗舰店"，"点我对话"),anshine安晴旗舰店,anshine安晴旗舰店,18161033183,18161033183,,,https://shop374682147.taobao.com/,30,3569,四川绵阳,男内裤,100.00%,4.90422分,18.28%,4.91719分,46.84%,4.92086分,48.12%,,,,,,,,,,
138,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao第6感旗舰店"，"点我对话"),第6感旗舰店,第6感旗舰店,17681703360,17681703360,,,https://shop113913595.taobao.com/,65,58197,湖北武汉,男内裤,100.00%,4.9398分,33.72%,4.90647分,27.81%,4.90439分,24.20%,,,,,,,,,,
139,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofreemakers旗舰店"，"点我对话"),freemakers旗舰店,freemakers旗舰店,,13356912895,,,https://shop106121734.taobao.com/,35,9754,山东潍坊,男内裤,100.00%,4.85679分,2.27%,4.84628分,0.96%,4.86079分,0.69%,,,,,,,,,,
141,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao瑞芬旗舰店"，"点我对话"),瑞芬旗舰店,瑞芬旗舰店,15371964103,13730910620,,,https://shop113416578.taobao.com/,71,12807,山东省青岛市,男内裤,100.00%,4.86773分,0%,4.81256分,0.65%,4.81378分,0.70%,,,,,,,,,,
143,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaottwenties旗舰店"，"点我对话"),ttwenties旗舰店,ttwenties旗舰店,15640354796,15640354796,,,https://shop62713108.taobao.com/,247,2481,北京,男内裤,,4.89704分,19.58%,4.88381分,32.11%,4.87894分,25.98%,,,,,,,,,,
