编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
17,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嫒唯她旗舰店"，"点我对话"),嫒唯她旗舰店,嫒唯她旗舰店,18924378189,,,,https://shop57680855.taobao.com,94,451,广东， 东莞,内衣,100%,4.84721分,0.55%,4.79386分,0.78%,4.78981分,1.03%,,,,,,,,,,
18,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美丽无忧旗舰店"，"点我对话"),美丽无忧旗舰店,美丽无忧旗舰店,13920055446,,,,https://shop109854432.taobao.com,51,6910,天津， 天津市,内衣,100%,4.86627分,0%,4.84887分,10.21%,4.85921分,12.07%,,,,,,,,,,
19,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao依雅家居专营店"，"点我对话"),依雅家居专营店,依雅家居专营店,18124903854,,,18676192140,https://shop62031120.taobao.com,38,1637,广东， 中山,内衣,100%,4.87624分,0%,4.84165分,0%,4.84867分,0%,,,,,,,,,,
20,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao朗万路服饰旗舰店"，"点我对话"),朗万路服饰旗舰店,朗万路服饰旗舰店,,,,13414070168,https://shop70618420.taobao.com,339,2366,广东， 汕头,内衣,100%,4.97967分,83.87%,4.97317分,84.06%,4.97506分,84.42%,,,,,,,,,,
21,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao欧邦尼内衣专营店"，"点我对话"),欧邦尼内衣专营店,欧邦尼内衣专营店,,,,15168437700,https://shop100883028.taobao.com,86,99,浙江省， 杭州市,内衣,100%,4.9305分,44.84%,4.88417分,31.18%,4.89189分,32.48%,,,,,,,,,,
22,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao戴博妮内衣旗舰店"，"点我对话"),戴博妮内衣旗舰店,戴博妮内衣旗舰店,,,,18107106802,https://shop67096018.taobao.com,74,27490,湖北， 襄阳,内衣,100%,4.8731分,0%,4.84586分,8.42%,4.85907分,11.98%,,,,,,,,,,
23,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao创衣家服饰专营店"，"点我对话"),创衣家服饰专营店,创衣家服饰专营店,18288888888,,,18267183152,https://shop100312563.taobao.com,407,13717,浙江， 杭州,内衣,100%,4.92341分,39.21%,4.89399分,37.02%,4.89412分,33.87%,,,,,,,,,,
24,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao可多未来旗舰店"，"点我对话"),可多未来旗舰店,可多未来旗舰店,,,,18906727700,https://shop101156715.taobao.com,54,1119,浙江， 湖州,内衣,100%,4.90481分,12.87%,4.85243分,0%,4.86177分,0%,,,,,,,,,,
25,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嘉洛斯旗舰店"，"点我对话"),嘉洛斯旗舰店,嘉洛斯旗舰店,0754-89975933,,,13202193317,https://shop105630875.taobao.com,25,388,浙江， 温州,内衣,100%,4.83115分,0.88%,4.80184分,0.62%,4.82065分,0%,,,,,,,,,,
26,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao星优旗舰店"，"点我对话"),星优旗舰店,星优旗舰店,,,,13357618123,https://shop152438116.taobao.com,197,200777,浙江， 台州,内衣,100%,4.89601分,10.99%,4.8588分,8.37%,4.85586分,3.72%,,,,,,,,,,
27,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao漫馨怡旗舰店"，"点我对话"),漫馨怡旗舰店,漫馨怡旗舰店,,,,13580465689,https://shop113440561.taobao.com,57,503,广东省， 广州市,内衣,100%,4.83798分,0.74%,4.79838分,0.69%,4.81707分,0%,,,,,,,,,,
28,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恋素内衣旗舰店"，"点我对话"),恋素内衣旗舰店,恋素内衣旗舰店,,,,15099781600,https://shop68437672.taobao.com,27,813,广东， 广州,内衣,100%,4.89328分,15.30%,4.81636分,0%,4.82069分,0%,,,,,,,,,,
29,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao朵彩服饰旗舰店"，"点我对话"),朵彩服饰旗舰店,朵彩服饰旗舰店,,,,15365650503,https://shop59881321.taobao.com,91,945,上海,内衣,100%,4.93688分,49.90%,4.92387分,54.77%,4.92441分,52.79%,,,,,,,,,,
30,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao猫人京兆世第专卖店"，"点我对话"),猫人京兆世第专卖店,猫人京兆世第专卖店,,,,15676199920,https://shop71164139.taobao.com,202,2942,湖北， 武汉,内衣,100%,4.95383分,63.36%,4.93809分,63.22%,4.93564分,59.81%,,,,,,,,,,
31,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao健尔弹内衣旗舰店"，"点我对话"),健尔弹内衣旗舰店,健尔弹内衣旗舰店,,,,15975103475,https://shop67480885.taobao.com,48,227,广东， 汕头,内衣,100%,4.84292分,0.64%,4.84292分,6.67%,4.84292分,1.90%,,,,,,,,,,
32,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao泰伊蒂曼内衣旗舰店"，"点我对话"),泰伊蒂曼内衣旗舰店,泰伊蒂曼内衣旗舰店,,,,15989042819,https://shop104448952.taobao.com,45,155,江苏， 无锡,内衣,100%,4.96371分,71.20%,4.94355分,66.46%,4.93683分,60.55%,,,,,,,,,,
33,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小护士服饰专营店"，"点我对话"),小护士服饰专营店,小护士服饰专营店,,,,17736125176,https://shop105361899.taobao.com,677,1725,北京， 北京市,内衣,100%,4.93982分,52.24%,4.93081分,58.89%,4.92842分,55.30%,,,,,,,,,,
34,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao风聚内衣专营店"，"点我对话"),风聚内衣专营店,风聚内衣专营店,,,,18505888237,https://shop100089522.taobao.com,19,492,浙江省， 杭州市,内衣,100%,4.97495分,80.12%,4.95636分,74.08%,4.96546分,78.43%,,,,,,,,,,
35,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao心零旗舰店"，"点我对话"),心零旗舰店,心零旗舰店,,,,18900332503,https://shop108877045.taobao.com,69,19,福建， 泉州,内衣,100%,4.82039分,1.10%,4.77427分,1.19%,4.82767分,0%,,,,,,,,,,
36,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蔡师达服饰专营店"，"点我对话"),蔡师达服饰专营店,蔡师达服饰专营店,,,,18039276077,https://shop104554783.taobao.com,23,141,河南省， 郑州市,内衣,100%,4.83298分,0.84%,4.75319分,1.62%,4.78298分,1.18%,,,,,,,,,,
37,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoleliz乐莉诗旗舰店"，"点我对话"),leliz乐莉诗旗舰店,leliz乐莉诗旗舰店,,,,18926755992,https://shop110980428.taobao.com,186,1769,广东省， 深圳市,内衣,100%,4.91843分,35.26%,4.90211分,41.84%,4.90729分,42.10%,,,,,,,,,,
38,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao都市丽人官方旗舰店"，"点我对话"),都市丽人官方旗舰店,都市丽人官方旗舰店,,,,18060127346,https://shop106448998.taobao.com,1024,138924,天津,内衣,100%,4.76155分,2.31%,4.73938分,1.91%,4.77322分,1.38%,,,,,,,,,,
39,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaovtt旗舰店"，"点我对话"),vtt旗舰店,vtt旗舰店,,,,18659489572,https://shop112059819.taobao.com,187,25421,浙江， 杭州,内衣,100%,4.87798分,3.16%,4.88483分,31.57%,4.89015分,31.40%,,,,,,,,,,
40,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogotrip箱包旗舰店"，"点我对话"),gotrip箱包旗舰店,gotrip箱包旗舰店,,,,15902165720,https://shop103732756.taobao.com,22,2146,上海,内衣,100%,4.85684分,0%,4.8529分,12.60%,4.87079分,19.30%,,,,,,,,,,
41,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雪中飞内衣旗舰"，"点我对话"),雪中飞内衣旗舰,雪中飞内衣旗舰,13116781269,,,,https://shop149417382.taobao.com/,112,56443,浙江， 杭州,内衣,休闲风,4.91244分,30.51%,4.90067分,40.98%,4.90739分,42.16%,,,,,,,,,,
42,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兰心内衣专营店"，"点我对话"),兰心内衣专营店,兰心内衣专营店,15967992812,,,,https://shop106136112.taobao.com/,77,1494,浙江， 金华,内衣,100%,4.93443分,47.96%,4.89592分,38.16%,4.89133分,32.13%,,,,,,,,,,
43,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao伊丝鸟旗舰店"，"点我对话"),伊丝鸟旗舰店,伊丝鸟旗舰店,,,,18815997605,https://shop378169304.taobao.com,2993,236,福建省泉州市,内衣,100%,4.88343分,7.48%,4.81523分,0%,4.841分,0.70%,,,,,,,,,,
44,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaousm内衣旗舰店"，"点我对话"),usm内衣旗舰店,usm内衣旗舰店,,,,15118818008,https://shop116347415.taobao.com,53,1761,广东省， 深圳市,内衣,100%,4.90221分,22.39%,4.8884分,33.69%,4.88695分,29.40%,,,,,,,,,,
45,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao港莎内衣旗舰店"，"点我对话"),港莎内衣旗舰店,港莎内衣旗舰店,,,,18329011367,https://shop109937919.taobao.com,39,477,浙江省， 金华市,内衣,100%,4.91785分,34.80%,4.87913分,28.19%,4.90274分,39.26%,,,,,,,,,,
46,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao贝佳人旗舰店"，"点我对话"),贝佳人旗舰店,贝佳人旗舰店,,,,13538846802,https://shop116624055.taobao.com,283,3199,广东， 广州,内衣,100%,4.89704分,18.29%,4.85737分,15.26%,4.87126分,19.60%,,,,,,,,,,
47,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嘉迪丝服饰专营店"，"点我对话"),嘉迪丝服饰专营店,嘉迪丝服饰专营店,,,,15733117967,https://shop67172661.taobao.com,133,352,河北， 邯郸,内衣,100%,4.94221分,54.13%,4.89577分,38.07%,4.88235分,26.52%,,,,,,,,,,
48,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao平安旗舰店"，"点我对话"),平安旗舰店,平安旗舰店,,,,13601520973,https://shop103986885.taobao.com,14,218,江苏， 无锡,内衣,100%,4.98058分,84.59%,4.97087分,82.69%,4.97087分,81.81%,,,,,,,,,,
49,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao威斯克莱旗舰店"，"点我对话"),威斯克莱旗舰店,威斯克莱旗舰店,4009907879,,,18157846188,https://shop108260241.taobao.com,2,19,北京,内衣,100%,4.97193分,77.72%,4.96805分,81.02%,4.96709分,79.45%,,,,,,,,,,
50,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaooomz旗舰店"，"点我对话"),oomz旗舰店,oomz旗舰店,,,,13533378081,https://shop112927448.taobao.com,802,19901,广东省， 广州市,内衣,100%,4.87724分,2.57%,4.81085分,0%,4.82149分,0%,,,,,,,,,,
51,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao益友小蚂蚁金色童年专卖店"，"点我对话"),益友小蚂蚁金色童年专卖店,益友小蚂蚁金色童年专卖店,,,,18853533611,https://shop110828376.taobao.com,96,195,山东， 烟台,内衣,100%,4.95251分,56.53%,4.92458分,46.96%,4.94413分,58.68%,,,,,,,,,,
52,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao圣托电器旗舰店"，"点我对话"),圣托电器旗舰店,圣托电器旗舰店,,,,18942413755,https://shop70722981.taobao.com,86,71,广东， 佛山,内衣,100%,4.85859分,0.56%,4.80808分,0.71%,4.84848分,1.73%,,,,,,,,,,
53,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao莉祺伦旗舰店"，"点我对话"),莉祺伦旗舰店,莉祺伦旗舰店,,,,15190658259,https://shop187006250.taobao.com,7444,3673,江苏省徐州市,内衣,100%,4.82295分,1.05%,4.74472分,1.80%,4.75282分,1.80%,,,,,,,,,,
54,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqsqg旗舰店"，"点我对话"),qsqg旗舰店,qsqg旗舰店,,,,15906792519,https://shop419831377.taobao.com,37,1267,浙江省金华市,内衣,100%,4.95917分,65.60%,4.94917分,67.41%,4.94917分,66.32%,,,,,,,,,,
55,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao娇希卡旗舰店"，"点我对话"),娇希卡旗舰店,娇希卡旗舰店,,,,18937578396,https://shop513464027.taobao.com,6548,1361,河南省平顶山市,内衣,100%,4.83111分,0.88%,4.74286分,1.84%,4.761分,1.63%,,,,,,,,,,
56,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao萨言旗舰店"，"点我对话"),萨言旗舰店,萨言旗舰店,,,,18336986199,https://shop172585625.taobao.com,0,0,河南省商丘市,内衣,100%,4.83191分,0.86%,4.7905分,0.85%,4.80268分,0.77%,,,,,,,,,,
57,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao欣璇尚品旗舰店"，"点我对话"),欣璇尚品旗舰店,欣璇尚品旗舰店,,,,17637561918,https://shop65072487.taobao.com,8540,1082,广东， 广州,内衣,100%,4.82086分,1.09%,4.74024分,1.89%,4.76157分,1.62%,,,,,,,,,,
58,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao曼薇笛旗舰店"，"点我对话"),曼薇笛旗舰店,曼薇笛旗舰店,,,,15974205210,https://shop232541674.taobao.com,46,289,湖南省长沙市,内衣,100%,4.88918分,12.05%,4.8628分,18.48%,4.85488分,9.37%,,,,,,,,,,
59,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao劲际旗舰店"，"点我对话"),劲际旗舰店,劲际旗舰店,,,,18312017961,https://shop494530561.taobao.com,2,521,广东省广州市,内衣,100%,4.93357分,44.03%,4.92854分,54.18%,4.9386分,59.32%,,,,,,,,,,
60,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao戴丝玉服饰专营店"，"点我对话"),戴丝玉服饰专营店,戴丝玉服饰专营店,13422038987,,,,https://shop65193426.taobao.com,446,235,广东， 广州,内衣,100%,4.92308分,38.95%,4.88014分,28.79%,4.89803分,36.32%,,,,,,,,,,
61,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao灵筱旗舰店"，"点我对话"),灵筱旗舰店,灵筱旗舰店,15050877808,,,,https://shop119518509.taobao.com,63,3843,江苏， 镇江,内衣,100%,4.89714分,5.85%,4.88342分,18.02%,4.89451分,21.97%,,,,,,,,,,
62,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宜贝服饰专营店"，"点我对话"),宜贝服饰专营店,宜贝服饰专营店,13348999676,,,,https://shop68987790.taobao.com,121,1141,四川， 成都,内衣,100%,4.9498分,54.05%,4.89109分,23.41%,4.88457分,14.62%,,,,,,,,,,
63,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao昌顺祥内衣专营店"，"点我对话"),昌顺祥内衣专营店,昌顺祥内衣专营店,18553543907,,,,https://shop112765640.taobao.com,167,1194,山东省， 青岛市,内衣,100%,4.93259分,46.50%,4.88462分,31.45%,4.89056分,31.65%,,,,,,,,,,
64,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奥丽多丽内衣旗舰店"，"点我对话"),奥丽多丽内衣旗舰店,奥丽多丽内衣旗舰店,18927796833,,,,https://shop112066108.taobao.com,112,105,广东省， 佛山市,内衣,100%,4.91288分,30.86%,4.83333分,0.97%,4.89394分,33.76%,,,,,,,,,,
65,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao艾玫尔旗舰店"，"点我对话"),艾玫尔旗舰店,艾玫尔旗舰店,,,,13661678268,https://shop100946539.taobao.com,145,476,上海， 上海市,内衣,100%,4.91775分,34.72%,4.90213分,41.85%,4.91879分,49.28%,,,,,,,,,,
66,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao米妮宝宝旗舰店"，"点我对话"),米妮宝宝旗舰店,米妮宝宝旗舰店,,,,17189901413,https://shop111064481.taobao.com,67,274,广东， 汕头,内衣,100%,4.92794分,34.04%,4.89367分,25.23%,4.91301分,35.66%,,,,,,,,,,
67,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao元首赫娅专卖店"，"点我对话"),元首赫娅专卖店,元首赫娅专卖店,,,,15666015141,https://shop109495593.taobao.com,90,291,山东省， 济南市,内衣,100%,4.94135分,46.32%,4.92518分,47.38%,4.91001分,33.44%,,,,,,,,,,
68,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恒源祥泰奥扉专卖店"，"点我对话"),恒源祥泰奥扉专卖店,恒源祥泰奥扉专卖店,,,,18659325651,https://shop118145352.taobao.com,38,14,浙江省， 杭州市,内衣,国民休闲,4.79394分,1.64%,4.80606分,0.53%,4.8303分,0%,,,,,,,,,,
69,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoinsmanx旗舰店"，"点我对话"),insmanx旗舰店,insmanx旗舰店,,,,18019907741,https://shop68522803.taobao.com,69,1456,上海,内衣,100%,4.89227分,14.50%,4.9054分,43.79%,4.91109分,44.47%,,,,,,,,,,
70,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梦语居家居专营店"，"点我对话"),梦语居家居专营店,梦语居家居专营店,18952924825,,,18952924825,https://shop114100444.taobao.com,92,1574,江苏省， 镇江市,内衣,100%,4.90054分,14.87%,4.85542分,6.18%,4.86534分,10.05%,,,,,,,,,,
71,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobuupnn"，"点我对话"),buupnn,buupnn旗舰店,,,,13229408066,https://shop71612694.taobao.com,239,2336,广东， 广州,内衣,100%,4.90769分,26.74%,4.88811分,33.52%,4.89441分,34.06%,,,,,,,,,,
72,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao悠哈公仔旗舰店"，"点我对话"),悠哈公仔旗舰店,悠哈公仔旗舰店,,,,15571455556,https://shop105416390.taobao.com,56,11470,湖北， 武汉,内衣,100%,4.90806分,15.84%,4.85756分,0%,4.85448分,0%,,,,,,,,,,
73,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao新主题旗舰店"，"点我对话"),新主题旗舰店,新主题旗舰店,,,,13823720369,https://shop64527852.taobao.com,32,597,广东， 深圳,内衣,100%,4.91024分,28.76%,4.92289分,54.19%,4.92108分,50.71%,,,,,,,,,,
74,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao米诗缇娜旗舰店"，"点我对话"),米诗缇娜旗舰店,米诗缇娜旗舰店,,,,13425158741,https://shop108450863.taobao.com,49,16,广东省， 深圳市,内衣,100%,4.96825分,74.80%,4.95238分,71.71%,4.96825分,80.17%,,,,,,,,,,
75,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao新一步佳灿专卖店"，"点我对话"),新一步佳灿专卖店,新一步佳灿专卖店,,,,13543573520,https://shop113003196.taobao.com,172,258,广东省， 广州市,内衣,100%,4.97192分,77.71%,4.94168分,65.35%,4.94168分,63.58%,,,,,,,,,,
76,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao哼哈内衣专营店"，"点我对话"),哼哈内衣专营店,哼哈内衣专营店,,,,15981884590,https://shop68931279.taobao.com,88,713,浙江， 杭州,内衣,100%,4.93257分,46.48%,4.8986分,39.75%,4.88961分,31.06%,,,,,,,,,,
77,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao～青鸟～"，"点我对话"),～青鸟～,青鸟体育用品旗舰店,,,,18165353825,https://shop58580677.taobao.com,109,89962,北京,内衣,100%,4.93078分,41.68%,4.91411分,44.93%,4.91361分,42.77%,,,,,,,,,,
78,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao易挺服饰旗舰店"，"点我对话"),易挺服饰旗舰店,易挺服饰旗舰店,,,,13570389605,https://shop57809254.taobao.com,68,1194,广东， 广州,内衣,100%,4.8733分,0%,4.79248分,0.81%,4.81409分,0.53%,,,,,,,,,,
79,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao思麦尔服饰专营店"，"点我对话"),思麦尔服饰专营店,思麦尔服饰专营店,,,,15179110804,https://shop63091531.taobao.com,113,937,江西， 南昌,内衣,100%,4.94601分,57.15%,4.90767分,45.14%,4.90565分,41.08%,,,,,,,,,,
80,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao安朵旗舰店"，"点我对话"),安朵旗舰店,iadore安朵旗舰店,,,,18051106382,https://shop100311780.taobao.com,199,2105,江苏省苏州市,内衣,年轻潮牌,4.90404分,23.84%,4.8784分,27.75%,4.89938分,37.16%,,,,,,,,,,
81,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoladyform旗舰店"，"点我对话"),ladyform旗舰店,ladyform旗舰店,,,,18364245926,https://shop60138313.taobao.com,58,1318,山东， 青岛,内衣,100%,4.9016分,21.90%,4.88429分,31.25%,4.88686分,29.34%,,,,,,,,,,
82,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao船牌旗舰店"，"点我对话"),船牌旗舰店,船牌旗舰店,17558565681,,,,https://shop115871366.taobao.com/,38,15101,浙江， 杭州,内衣,100%,4.93946分,48.18%,4.89359分,30.95%,4.88093分,20.47%,,,,,,,,,,
83,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao古娜丝若菲拉专卖店"，"点我对话"),古娜丝若菲拉专卖店,古娜丝若菲拉专卖店,15857149905,,,,https://shop110319339.taobao.com/,148,897,浙江省， 金华市,内衣,100%,4.80689分,1.38%,4.75449分,1.60%,4.76371分,1.57%,,,,,,,,,,
84,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao斐艾娜内衣旗舰店"，"点我对话"),斐艾娜内衣旗舰店,斐艾娜内衣旗舰店,13989829027,,,,https://shop114673626.taobao.com/,160,637,浙江省， 杭州市,内衣,100%,4.88629分,9.75%,4.85485分,13.76%,4.85953分,12.27%,,,,,,,,,,
