编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
18,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomiking迈康旗舰店"，"点我对话"),miking迈康旗舰店,miking迈康旗舰店,,,,13567611790,https://shop103681221.taobao.com,42,4598,浙江省， 丽水市,碧生源减肥茶,100%,4.88129分,0.99%,4.8653分,13.95%,4.84982分,0%,,,,,,,,,,
19,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao港如旗舰店"，"点我对话"),港如旗舰店,港如旗舰店,,,,18900366000,https://shop112949447.taobao.com,41,38,福建省， 泉州市,碧生源减肥茶,精致日常,4.97938分,82.45%,4.95876分,73.23%,4.93814分,58.38%,,,,,,,,,,
20,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao弥妮旗舰店"，"点我对话"),弥妮旗舰店,弥妮旗舰店,,,,13925709200,https://shop105111234.taobao.com,37,60,广东省， 东莞市,碧生源减肥茶,天然手链,4.93458分,41.22%,4.92212分,48.73%,4.92523分,47.71%,,,,,,,,,,
21,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淮山堂旗舰店"，"点我对话"),淮山堂旗舰店,淮山堂旗舰店,13544480302,,,13819763916,https://shop101968991.taobao.com,4,86,浙江， 温州,碧生源减肥茶,100%,4.96403分,79.05%,4.96403分,81.81%,4.96403分,81.38%,,,,,,,,,,
22,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天天喝旗舰店"，"点我对话"),天天喝旗舰店,天天喝旗舰店,,,,18314944488,https://shop118707447.taobao.com,20,4660,浙江省， 金华市,碧生源减肥茶,100%,4.87839分,0%,4.80729分,0.80%,4.80692分,0.92%,,,,,,,,,,
23,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoscybe喜碧旗舰店"，"点我对话"),scybe喜碧旗舰店,scybe喜碧旗舰店,,,,18678991915,https://shop116921939.taobao.com,74,17129,山东省， 青岛市,碧生源减肥茶,一间老店,4.92484分,36.03%,4.898分,33.80%,4.89402分,28.70%,,,,,,,,,,
24,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao临河化妆品专营店"，"点我对话"),临河化妆品专营店,临河化妆品专营店,,,,13851660063,https://shop106228199.taobao.com,66,2094,江苏， 盐城,碧生源减肥茶,补水款,4.89974分,23.31%,4.83866分,7.41%,4.85561分,15.10%,,,,,,,,,,
25,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao丁香路旗舰店"，"点我对话"),丁香路旗舰店,丁香路旗舰店,,,,15825790281,https://shop529869913.taobao.com,25,1428,浙江省金华市,碧生源减肥茶,健身必备,4.89142分,9.40%,4.86467分,13.54%,4.86768分,12.22%,,,,,,,,,,
26,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao伊吉康伊尚专卖店"，"点我对话"),伊吉康伊尚专卖店,伊吉康伊尚专卖店,18179266915,,,,https://shop110732741.taobao.com,4,1696,广东， 深圳,碧生源减肥茶,100%,4.95519分,62.63%,4.9315分,56.24%,4.92995分,53.52%,,,,,,,,,,
27,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao沐禾旗舰店"，"点我对话"),沐禾旗舰店,沐禾旗舰店,,,,13775403331,https://shop67227854.taobao.com,17,33,江苏， 连云港,碧生源减肥茶,100%,4.95192分,56.80%,4.93029分,54.10%,4.90385分,32.76%,,,,,,,,,,
28,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao洁思雅旗舰店"，"点我对话"),洁思雅旗舰店,洁思雅旗舰店,,,,15952137158,https://shop104992294.taobao.com,30,320,江苏， 徐州,碧生源减肥茶,现代简约,4.74219分,3.23%,4.67857分,3.96%,4.68415分,3.87%,,,,,,,,,,
29,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao琨德旗舰店"，"点我对话"),琨德旗舰店,琨德旗舰店,,,,15960578631,https://shop117608414.taobao.com,942,3315,福建省， 泉州市,碧生源减肥茶,100%,4.88341分,0.77%,4.86258分,10.81%,4.87823分,18.08%,,,,,,,,,,
30,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao瑞亚特旗舰店"，"点我对话"),瑞亚特旗舰店,瑞亚特旗舰店,,,,13310608846,https://shop69135028.taobao.com,22,2904,山东， 德州,碧生源减肥茶,100%,4.90261分,18.77%,4.84384分,0%,4.83586分,0%,,,,,,,,,,
31,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao中宁枸杞凯悦专卖店"，"点我对话"),中宁枸杞凯悦专卖店,中宁枸杞凯悦专卖店,13409514951,,,13409514951,https://shop62277710.taobao.com,7,3115,宁夏， 中卫,碧生源减肥茶,100%,4.91383分,49.76%,4.87906分,38.82%,4.86332分,29.20%,,,,,,,,,,
32,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao喜茗茶叶旗舰店"，"点我对话"),喜茗茶叶旗舰店,喜茗茶叶旗舰店,,,,13558209077,https://shop106607003.taobao.com,12,15,广西， 防城港,碧生源减肥茶,100%,4.88095分,30.65%,4.88095分,39.81%,4.83333分,13.70%,,,,,,,,,,
33,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱点旗舰店"，"点我对话"),爱点旗舰店,爱点旗舰店,,,,13920444975,https://shop73297326.taobao.com,9,74,天津， 天津市,碧生源减肥茶,100%,4.96845分,81.62%,4.9199分,59.50%,4.92718分,62.29%,,,,,,,,,,
34,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao回音必茶叶旗舰店"，"点我对话"),回音必茶叶旗舰店,回音必茶叶旗舰店,,,,18057106375,https://shop72540113.taobao.com,43,6161,浙江， 杭州,碧生源减肥茶,100%,4.84857分,11.79%,4.75495分,0.98%,4.76683分,0.83%,,,,,,,,,,
35,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao杜尔德旗舰店"，"点我对话"),杜尔德旗舰店,杜尔德旗舰店,,,,17717879039,https://shop115463955.taobao.com,45,24,上海,碧生源减肥茶,100%,4.81818分,0%,4.87879分,38.72%,4.90909分,52.93%,,,,,,,,,,
36,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao家竹旗舰店"，"点我对话"),家竹旗舰店,家竹旗舰店,,,,18063732809,https://shop112977499.taobao.com,100,499,福建省， 南平市,碧生源减肥茶,100%,4.9039分,3.21%,4.90947分,29.65%,4.89978分,21.24%,,,,,,,,,,
37,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晶蓓旗舰店"，"点我对话"),晶蓓旗舰店,晶蓓旗舰店,,,,18249150852,https://shop560479207.taobao.com,30,4865,江苏， 连云港,碧生源减肥茶,白色系,4.92195分,29.87%,4.90508分,37.51%,4.90747分,35.29%,,,,,,,,,,
38,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宇博伟承食品专营店"，"点我对话"),宇博伟承食品专营店,宇博伟承食品专营店,,,,13651776030,https://shop110556177.taobao.com,383,7468,上海， 上海市,碧生源减肥茶,100%,4.89194分,37.00%,4.84576分,21.98%,4.82836分,11.09%,,,,,,,,,,
39,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoovicar欧维佳家具旗舰店"，"点我对话"),ovicar欧维佳家具旗舰店,ovicar欧维佳家具旗舰店,,,,13922912095,https://shop104813532.taobao.com,296,340,广东， 东莞,碧生源减肥茶,实木款,4.94868分,48.31%,4.95604分,65.84%,4.95761分,66.69%,,,,,,,,,,
40,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao水玉冰魄旗舰店"，"点我对话"),水玉冰魄旗舰店,水玉冰魄旗舰店,15261303384,,,18851255005,https://shop64674954.taobao.com,2124,385,江苏， 连云港,碧生源减肥茶,100%,4.86093分,0.57%,4.83361分,0%,4.84023分,0%,,,,,,,,,,
41,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao念·旧"，"点我对话"),念·旧,哲念旗舰店,,,,15162226762,https://shop575002625.taobao.com,67,599,江苏省徐州市,碧生源减肥茶,100%,4.85812分,0%,4.85328分,13.07%,4.8597分,12.27%,,,,,,,,,,
42,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao福康养生店"，"点我对话"),福康养生店,隆福康滋补养生旗舰店,,,,15669585851,https://shop305481382.taobao.com,14,71,浙江省金华市,碧生源减肥茶,100%,4.99363分,96.29%,4.98077分,90.28%,4.98397分,91.70%,,,,,,,,,,
43,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晶优旗舰店"，"点我对话"),晶优旗舰店,晶优旗舰店,,,,18261313777,https://shop110055689.taobao.com,399,766,江苏， 连云港,碧生源减肥茶,经典老店,4.8972分,7.63%,4.88558分,24.67%,4.89793分,28.62%,,,,,,,,,,
44,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao森绅小罐"，"点我对话"),森绅小罐,森绅小罐旗舰店,,,,13396993555,https://shop.taobao.com,26,49,浙江省温州市,碧生源减肥茶,100%,5.0分,100%,4.95238分,75.80%,4.95238分,75.27%,,,,,,,,,,
45,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao悠悠娃家居旗舰店"，"点我对话"),悠悠娃家居旗舰店,悠悠娃家居旗舰店,,,,18264080886,https://shop68185667.taobao.com,50,64,山东， 菏泽,碧生源减肥茶,实木款,4.79188分,2.22%,4.80711分,1.32%,4.82741分,0.93%,,,,,,,,,,
46,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao吉盛祥茶叶旗舰店"，"点我对话"),吉盛祥茶叶旗舰店,吉盛祥茶叶旗舰店,,,,18100886552,https://shop113069833.taobao.com,17,23,云南， 昆明,碧生源减肥茶,100%,4.81481分,0%,4.74074分,1.28%,4.77778分,0.61%,,,,,,,,,,
47,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoboro宝岚旗舰店"，"点我对话"),boro宝岚旗舰店,boro宝岚旗舰店,,,,17705795477,https://shop169742170.taobao.com,7,23409,浙江省金华市,碧生源减肥茶,100%,4.82389分,0.93%,4.76064分,1.35%,4.77596分,1.12%,,,,,,,,,,
48,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小菲象旗舰店"，"点我对话"),小菲象旗舰店,小菲象旗舰店,,,,13189262111,https://shop110411369.taobao.com,261,57,广东， 中山,碧生源减肥茶,100%,5.0分,100%,4.98298分,86.77%,4.99574分,96.65%,,,,,,,,,,
49,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陶灵天下旗舰店"，"点我对话"),陶灵天下旗舰店,陶灵天下旗舰店,,,,18861578201,https://shop111694079.taobao.com,83,222,江苏省， 无锡市,碧生源减肥茶,原创,4.97477分,78.53%,4.96396分,76.61%,4.95676分,70.91%,,,,,,,,,,
50,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao唐颜旗舰店"，"点我对话"),唐颜旗舰店,唐颜旗舰店,,,,17198668503,https://shop110992300.taobao.com,223,335,广东省， 深圳市,碧生源减肥茶,60后偏爱,4.90125分,22.28%,4.89671分,38.80%,4.89898分,36.83%,,,,,,,,,,
51,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao博多客食品专营店"，"点我对话"),博多客食品专营店,博多客食品专营店,,,,13775842017,https://shop110047665.taobao.com,2249,2251,上海,碧生源减肥茶,100%,4.73538分,1.93%,4.66671分,2.82%,4.71647分,1.88%,,,,,,,,,,
52,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao福连天旗舰店"，"点我对话"),福连天旗舰店,福连天旗舰店,,,,15306062069,https://shop117687953.taobao.com,716,305,福建省， 莆田市,碧生源减肥茶,中式,4.97244分,72.24%,4.96949分,76.29%,4.97047分,76.79%,,,,,,,,,,
53,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蜜柚旗舰店"，"点我对话"),蜜柚旗舰店,蜜柚旗舰店,,,,18680207778,https://shop103091553.taobao.com,232,20255,广东， 广州,碧生源减肥茶,宽松系,4.84426分,0.59%,4.82051分,0%,4.81418分,0.53%,,,,,,,,,,
54,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡卡小镇旗舰店"，"点我对话"),卡卡小镇旗舰店,卡卡小镇旗舰店,,,,18066244677,https://shop106124913.taobao.com,730,11401,浙江， 杭州,碧生源减肥茶,100%,4.86648分,0%,4.83603分,2.84%,4.85232分,7.66%,,,,,,,,,,
55,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao君山茶叶旗舰店"，"点我对话"),君山茶叶旗舰店,君山茶叶旗舰店,,,,13873086008,https://shop105645281.taobao.com,31,262,湖南， 长沙,碧生源减肥茶,小众品牌,4.84225分,8.11%,4.87183分,35.20%,4.87606分,35.83%,,,,,,,,,,
56,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao伊莎蜜女服饰旗舰店"，"点我对话"),伊莎蜜女服饰旗舰店,伊莎蜜女服饰旗舰店,,,,13725405058,https://shop265735237.taobao.com,108,1086,广东省广州市,碧生源减肥茶,100%,4.83121分,0.86%,4.74915分,1.70%,4.77384分,1.37%,,,,,,,,,,
57,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao魅奇尔旗舰店"，"点我对话"),魅奇尔旗舰店,魅奇尔旗舰店,,,,13717387402,https://shop329664289.taobao.com,202,2385,广东， 东莞,碧生源减肥茶,高腰款,4.95106分,61.48%,4.93957分,64.19%,4.93617分,60.09%,,,,,,,,,,
58,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao怡情黛旗舰店"，"点我对话"),怡情黛旗舰店,怡情黛旗舰店,,,,18620695689,https://shop114246784.taobao.com,2350,7170,广东省， 广州市,碧生源减肥茶,粉萌美少女,4.83176分,0.85%,4.77704分,1.12%,4.79107分,1.01%,,,,,,,,,,
59,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao碧淑黛芙女装旗舰店"，"点我对话"),碧淑黛芙女装旗舰店,碧淑黛芙女装旗舰店,,,,18367250623,https://shop108874901.taobao.com,910,2180,浙江省， 湖州市,碧生源减肥茶,100%,4.87233分,0%,4.83528分,2.40%,4.85863分,11.61%,,,,,,,,,,
60,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao荷荷荷西"，"点我对话"),荷荷荷西,西淀风荷旗舰店,,,,18805953627,https://shop149189386.taobao.com,8,4,福建省泉州市,碧生源减肥茶,100%,4.8917,42.21%,4.91155,43.37%,4.90416分,36.71%,,,,,,,,,,
61,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao忆念素仙旗舰店"，"点我对话"),忆念素仙旗舰店,忆念素仙旗舰店,,,,17607070876,https://shop372459126.taobao.com,214,266,江西省赣州市,碧生源减肥茶,原创设计,4.96612分,73.34%,4.95791分,75.06%,4.9692分,80.74%,,,,,,,,,,
62,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao拓马印象旗舰店"，"点我对话"),拓马印象旗舰店,拓马印象旗舰店,,,,15902140214,https://shop105899978.taobao.com,53,329,上海， 上海市,碧生源减肥茶,100%,4.94583分,45.48%,4.92972分,45.45%,4.90483分,25.33%,,,,,,,,,,
63,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao御参坊食品旗舰店"，"点我对话"),御参坊食品旗舰店,御参坊食品旗舰店,,,,13324492288,https://shop63810899.taobao.com,112,1756,吉林， 白山,碧生源减肥茶,100%,4.9407分,65.43%,4.89696分,47.88%,4.87861分,37.12%,,,,,,,,,,
64,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晋江大典电器专营店"，"点我对话"),晋江大典电器专营店,晋江大典电器专营店,18973832716,,,15359590090,https://shop69950560.taobao.com,23,785,湖南， 长沙,碧生源减肥茶,100%,4.95136分,57.37%,4.90178分,37.02%,4.90926分,39.85%,,,,,,,,,,
65,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao长物居家居专营店"，"点我对话"),长物居家居专营店,长物居家居专营店,,,,18079813387,https://shop67947287.taobao.com,246,60,江西， 景德镇,碧生源减肥茶,100%,4.89744分,12.71%,4.87179分,16.79%,4.88462分,22.38%,,,,,,,,,,
66,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao明清世香旗舰店"，"点我对话"),明清世香旗舰店,明清世香旗舰店,,,,15867992740,https://shop101366752.taobao.com,56,284,浙江， 金华,碧生源减肥茶,100%,4.77083分,2.65%,4.78333分,1.80%,4.76667分,2.17%,,,,,,,,,,
67,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阿特泥旗舰店"，"点我对话"),阿特泥旗舰店,阿特泥旗舰店,,,,15216812718,https://shop107014536.taobao.com,124,128,上海， 上海市,碧生源减肥茶,办公礼品,4.97917分,82.27%,4.975分,83.77%,4.97708分,84.58%,,,,,,,,,,
68,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao纽崔新运动专营店"，"点我对话"),纽崔新运动专营店,纽崔新运动专营店,,,,13002127710,https://shop64470369.taobao.com,88,49511,上海,碧生源减肥茶,100%,4.86903分,0%,4.80787分,0.74%,4.81068分,0.80%,,,,,,,,,,
69,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao国武运动户外专营店"，"点我对话"),国武运动户外专营店,国武运动户外专营店,,,,18363020189,https://shop68241146.taobao.com,144,3174,山东， 济南,碧生源减肥茶,健身必备,4.9228分,35.59%,4.90147分,37.05%,4.90212分,35.07%,,,,,,,,,,
70,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宝瓷林旗舰店"，"点我对话"),宝瓷林旗舰店,宝瓷林旗舰店,18779800680,,,18907989076,https://shop112161949.taobao.com,157,28,江西省， 南昌市,碧生源减肥茶,100%,4.96552分,70.65%,4.97701分,85.08%,4.97701分,84.53%,,,,,,,,,,
71,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宝馨儿旗舰店"，"点我对话"),宝馨儿旗舰店,宝馨儿旗舰店,,,,13926208867,https://shop106092090.taobao.com,384,4034,广东省， 广州市,碧生源减肥茶,100%,4.93366分,47.79%,4.89619分,38.49%,4.90798分,42.46%,,,,,,,,,,
72,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晟信运动专营店"，"点我对话"),晟信运动专营店,晟信运动专营店,13320183308,,,,https://shop106414049.taobao.com,60,1971,抚州市,碧生源减肥茶,100%,4.88369分,2.99%,4.84384分,0%,4.84857分,0%,,,,,,,,,,
73,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao菲特尼斯运动旗舰店"，"点我对话"),菲特尼斯运动旗舰店,菲特尼斯运动旗舰店,,,,13373849788,https://shop71888472.taobao.com,12,1553,北京,碧生源减肥茶,100%,4.91129分,25.98%,4.89484分,32.81%,4.89434分,29.91%,,,,,,,,,,
74,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao伊阳旗舰店"，"点我对话"),伊阳旗舰店,伊阳旗舰店,,,,13914820766,https://shop64318695.taobao.com,15,1374,江苏， 宿迁,碧生源减肥茶,极简款,4.73861分,3.31%,4.77819分,1.91%,4.7289分,2.95%,,,,,,,,,,
75,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao古味居家具旗舰店"，"点我对话"),古味居家具旗舰店,古味居家具旗舰店,,,,18029439000,https://shop71180237.taobao.com,193,74,浙江， 金华,碧生源减肥茶,工厂直销,4.98297分,82.85%,4.9854分,88.65%,4.96107分,69.40%,,,,,,,,,,
76,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao志高金杞专卖店"，"点我对话"),志高金杞专卖店,志高金杞专卖店,,,,18933315858,https://shop128850817.taobao.com,10,1225,广东省， 中山市,碧生源减肥茶,100%,4.95051分,56.63%,4.92478分,51.77%,4.92835分,52.50%,,,,,,,,,,
77,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诗展家居专营店"，"点我对话"),诗展家居专营店,诗展家居专营店,,,,18964548520,https://shop106621108.taobao.com,68,1328,上海， 上海市,碧生源减肥茶,售后周到,4.87778分,0%,4.87808分,20.87%,4.8855分,22.97%,,,,,,,,,,
78,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao袋表作旗舰店"，"点我对话"),袋表作旗舰店,袋表作旗舰店,,,,13681956547,https://shop151449784.taobao.com,28,686,上海,碧生源减肥茶,精致中国茶,4.92333分,55.34%,4.93667分,67.98%,4.93667分,67.21%,,,,,,,,,,
79,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梅兰竹菊旗舰店"，"点我对话"),梅兰竹菊旗舰店,梅兰竹菊旗舰店,,,,13859866663,https://shop106563739.taobao.com,1070,1794,福建， 泉州,碧生源减肥茶,茶道文化,4.95059分,57.95%,4.93714分,59.20%,4.94678分,64.20%,,,,,,,,,,
80,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天夏旗舰店"，"点我对话"),天夏旗舰店,天夏旗舰店,,,,13907290488,https://shop105973910.taobao.com,13,44,湖北省， 孝感市,碧生源减肥茶,100%,4.93277分,60.84%,4.83193分,15.03%,4.87395分,34.73%,,,,,,,,,,
81,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雁门清高旗舰店"，"点我对话"),雁门清高旗舰店,雁门清高旗舰店,,,,15303411373,https://shop70203195.taobao.com,48,1046,山西， 太原,碧生源减肥茶,三高食品,4.93315分,61.06%,4.89438分,46.60%,4.89399分,45.11%,,,,,,,,,,
