编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
11,,天猫,点我对话,qpc旗舰店,qpc旗舰店,15559194813,15559194813,,,https://shop114275082.taobao.com/,,,福建泉州,男装裤子,,4.96,69.10%,4.93,60.47%,4.92,56.12%,,,,,,,,,,
12,,天猫,点我对话,牛言非羽旗舰店,牛言非羽旗舰店,020-32891899,020-32891899,,,https://shop110993852.taobao.com/,,,广东省广州市,男装裤子,100.00%,4.91,31.80%,4.87,28.27%,4.87,23.93%,,,,,,,,,,
13,,天猫,点我对话,威尼尔莱旗舰店,威尼尔莱旗舰店,020-84853292,020-84853292,,,https://shop114332804.taobao.com/,,,广东省广州市,男装裤子,,4.95,61.80%,4.94,64.37%,4.94,62.90%,,,,,,,,,,
14,,天猫,点我对话,小排靓旗舰店,小排靓旗舰店,15268426258,15268426258,,,https://shop105948372.taobao.com/,,,浙江省嘉兴市,男装裤子,100.00%,4.89,4.22%,4.86,10.49%,4.86,11.69%,,,,,,,,,,
15,,天猫,点我对话,物自体旗舰店,物自体旗舰店,18898637260,18898637260,,,https://shop112122540.taobao.com/,,,广东省广州市,男装裤子,,4.9,26.68%,4.87,24.97%,4.87,25.62%,,,,,,,,,,
16,,天猫,点我对话,时点伴旗舰店,时点伴旗舰店,0595-82888080,0595-82888080,,,https://shop189897152.taobao.com/,,,福建泉州,男装裤子,,4.94,52.62%,4.9,40.93%,4.89,37.07%,,,,,,,,,,
17,,天猫,点我对话,申鼎运动专营店,申鼎运动专营店,13720851334,13720851334,,,https://shop67763203.taobao.com/,,,福建厦门,男装裤子,,4.82,-1.09%,4.75,-1.75%,4.75,-1.64%,,,,,,,,,,
18,,天猫,点我对话,古驭旗舰店,古驭旗舰店,020-34724239,020-34724239,,,https://shop114270984.taobao.com/,,,广东广州,男装裤子,,4.9,22.76%,4.88,30.99%,4.89,36.21%,,,,,,,,,,
19,,天猫,点我对话,千山岗旗舰店,千山岗旗舰店,18607137963,18607137963,,,https://shop114598991.taobao.com/,,,广东广州,男装裤子,100.00%,4.94,54.00%,4.9,43.94%,4.9,41.59%,,,,,,,,,,
20,,天猫,点我对话,阳光1860,1860精品童装,,,18989453558,,https://shop62209237.taobao.com,,,浙江湖州,男装裤子,100.00%,4.85,-0.68%,4.79,-1.20%,4.81,-0.82%,,,,,,,,,,
21,,天猫,点我对话,悠粤旗舰店,悠粤旗舰店,18989488617,,,,https://shop491937487.taobao.com,,,浙江杭州,男装裤子,,4.91,32.94%,4.89,39.04%,4.89,36.19%,,,,,,,,,,
22,,天猫,点我对话,沃迅家居专营店,沃迅家居专营店,0571-28982938,0571-28982938,,,https://shop63362254.taobao.com/,,,浙江杭州,男装裤子,,4.9,15.60%,4.84,1.19%,4.81,-0.56%,,,,,,,,,,
23,,天猫,点我对话,菲森玛斯特服饰旗舰店,菲森玛斯特服饰旗舰店,024-67789687,024-67789687,,,https://shop102290576.taobao.com/,,,辽宁省沈阳市,男装裤子,,4.95,63.42%,4.91,46.73%,4.91,50.57%,,,,,,,,,,
24,,天猫,点我对话,卡欣旗舰店,卡欣旗舰店,020-85163126,020-85163126,,,https://shop112985929.taobao.com/,,,广东省广州市,男装裤子,,4.95,64.70%,4.94,64.15%,4.94,64.13%,,,,,,,,,,
25,,天猫,点我对话,利雅豪服饰旗舰店,利雅豪服饰旗舰店,13044550068,13044550068,,,https://shop72251770.taobao.com/,,,福建泉州,男装裤子,,4.95,64.31%,4.93,58.71%,4.94,66.18%,,,,,,,,,,
26,,天猫,点我对话,麦唯服饰专营店,麦唯服饰专营店,0571-85106357,0571-85106357,,,https://shop105397168.taobao.com/,,,浙江杭州,男装裤子,100.00%,4.81,-1.18%,4.78,-1.04%,4.78,-1.05%,,,,,,,,,,
27,,天猫,点我对话,啄木鸟乒乒乓专卖店,啄木鸟乒乒乓专卖店,028-83316585,028-83316585,,,https://shop110846079.taobao.com/,,,四川成都,男装裤子,,4.93,47.33%,4.88,32.52%,4.88,33.20%,,,,,,,,,,
28,,天猫,点我对话,jessikou旗舰店,jessikou旗舰店,0511-85986117,0511-85986117,,,https://shop111399262.taobao.com/,,,浙江杭州,男装裤子,,4.87,4.08%,4.79,-0.68%,4.79,-0.76%,,,,,,,,,,
29,,天猫,点我对话,施诺卡旗舰店,施诺卡旗舰店,0311-85137121,0311-85137121,,,https://shop100080956.taobao.com/,,,河北省石家庄市,男装裤子,100.00%,4.93,51.18%,4.9,41.88%,4.9,41.24%,,,,,,,,,,
30,,天猫,点我对话,newcomerland女装旗舰店,newcomerland女装旗舰店,15336575815,15336575815,,,https://shop106266618.taobao.com/,,,浙江杭州,男装裤子,,4.88,7.83%,4.85,14.74%,4.86,17.65%,,,,,,,,,,
31,,天猫,点我对话,达丽坊服饰旗舰店,达丽坊服饰旗舰店,020-28050908,020-28050908,,,https://shop66984172.taobao.com/,,,广东广州,男装裤子,100.00%,4.9,29.53%,4.89,36.07%,4.89,39.53%,,,,,,,,,,
32,,天猫,点我对话,骐嘉旗舰店,骐嘉旗舰店,4008000808,4008000808,,,https://shop100764352.taobao.com/,,,福建省泉州市,男装裤子,100.00%,4.85,0.00%,4.83,2.31%,4.83,0.00%,,,,,,,,,,
33,,天猫,点我对话,槿美旗舰店,槿美旗舰店,17773500163,17773500163,,,https://shop110739109.taobao.com/,,,广东省东莞市,男装裤子,100.00%,4.95,61.28%,4.92,56.86%,4.92,53.23%,,,,,,,,,,
34,,天猫,点我对话,艾洛仕旗舰店,艾洛仕旗舰店,0598-88818160,0598-88818160,,,https://shop114104179.taobao.com/,,,福建省泉州市,男装裤子,100.00%,4.9,27.94%,4.81,0.00%,4.81,0.00%,,,,,,,,,,
35,,天猫,点我对话,俏丽女孩旗舰店,俏丽女孩旗舰店,15759798851,15759798851,,,https://shop110991807.taobao.com/,,,福建省泉州市,男装裤子,,4.85,0.00%,4.8,-0.58%,4.82,0.00%,,,,,,,,,,
36,,天猫,点我对话,acecred瑞质旗舰店,acecred瑞质旗舰店,18924185115,18924185115,,,https://shop64342346.taobao.com/,,,广东广州,男装裤子,,4.94,56.31%,4.91,51.39%,4.91,49.27%,,,,,,,,,,
37,,天猫,点我对话,乔丹萌芽草专卖店,乔丹萌芽草专卖店,0592-5990348,0592-5990348,,,https://shop101238364.taobao.com/,,,福建省厦门市,男装裤子,,4.84,-0.70%,4.76,-1.54%,4.75,-1.66%,,,,,,,,,,
38,,天猫,点我对话,星恒运动户外专营店,星恒运动户外专营店,0755-33144555,0755-33144555,,,https://shop106344153.taobao.com/,,,广东省深圳市,男装裤子,,4.9,19.73%,4.91,44.63%,4.9,42.55%,,,,,,,,,,
39,,天猫,点我对话,czy1382,QYB数码,,13922873139,,,https://shop109130414.taobao.com,,,,男装裤子,100.00%,4.83,-0.78%,4.82,0.00%,4.82,0.00%,,,,,,,,,,
40,,天猫,点我对话,韩流熟淑女,韩淑女显瘦服饰,0752-7833015,15089265353,15089265353,,https://shop101575386.taobao.com,,,湖北武汉,男装裤子,100.00%,4.83,-0.70%,4.8,0.00%,4.8,0.00%,,,,,,,,,,
41,,天猫,点我对话,希博尔旗舰店,希博尔旗舰店,0571-85176573,,,,https://shop112373140.taobao.com,,,浙江省杭州市,男装裤子,,4.89,18.58%,4.85,16.15%,4.86,16.74%,,,,,,,,,,
42,,天猫,点我对话,季述旗舰店,季述旗舰店,13750775120,13750775120,,,https://shop513549036.taobao.com/,,,浙江嘉兴,男装裤子,,4.92,38.57%,4.91,46.93%,4.91,49.93%,,,,,,,,,,
43,,天猫,点我对话,灵麒旗舰店,灵麒旗舰店,13371299913,13371299913,,,https://shop116747886.taobao.com/,,,山东临沂,男装裤子,100.00%,4.91,32.35%,4.84,7.93%,4.82,0.00%,,,,,,,,,,
44,,天猫,点我对话,万之冠服饰旗舰店,万之冠服饰旗舰店,0571-28175202,0571-28175202,,,https://shop65828600.taobao.com/,,,浙江杭州,男装裤子,100.00%,4.89,17.93%,4.89,40.18%,4.89,35.45%,,,,,,,,,,
45,,天猫,点我对话,仟枝叶旗舰店,仟枝叶旗舰店,0731-22204999,0731-22204999,,,https://shop112600862.taobao.com/,,,湖南株洲,男装裤子,100.00%,4.89,14.88%,4.86,19.72%,4.86,21.97%,,,,,,,,,,
46,,天猫,点我对话,远东金鲨旗舰店,远东金鲨旗舰店,15311070079,15311070079,,,https://shop104495217.taobao.com/,,,浙江杭州,男装裤子,,4.91,32.90%,4.88,33.05%,4.88,29.40%,,,,,,,,,,
47,,天猫,点我对话,mrcycmall旗舰店,mrcycmall旗舰店,4008000808,4008000808,,,https://shop67762189.taobao.com/,,,浙江杭州,男装裤子,100.00%,4.91,31.75%,4.9,44.10%,4.9,41.02%,,,,,,,,,,
48,,天猫,点我对话,dotacoko旗舰店,dotacoko旗舰店,18126451746,18126451746,,,https://shop111314888.taobao.com/,,,广东省深圳市,男装裤子,,4.89,21.85%,4.86,19.71%,4.88,30.55%,,,,,,,,,,
49,,天猫,点我对话,诗佳琪旗舰店,诗佳琪旗舰店,13312851240,13312851240,,,https://shop110128561.taobao.com/,,,广东省广州市,男装裤子,100.00%,4.9,23.12%,4.85,11.69%,4.86,18.87%,,,,,,,,,,
50,,天猫,点我对话,asics旗舰店,asics旗舰店,4009962828,4009962828,,,https://shop64474411.taobao.com/,,,江苏苏州,男装裤子,100.00%,4.83,-0.90%,4.81,0.00%,4.8,-0.50%,,,,,,,,,,
51,,天猫,点我对话,kayee嘉意旗舰店,kayee嘉意旗舰店,0757-26336633,0757-26336633,0757-26336633,,https://shop66755906.taobao.com/,,,广东佛山,男装裤子,100.00%,4.92,39.68%,4.88,33.27%,4.85,14.16%,,,,,,,,,,
52,,天猫,点我对话,翰代维思加宇专卖店,翰代维思加宇专卖店,17072040908,17072040908,17072040908,,https://shop105842512.taobao.com/,,,广东广州,男装裤子,100.00%,4.96,68.56%,4.95,69.00%,4.95,68.77%,,,,,,,,,,
53,,天猫,点我对话,阿咔萌特旗舰店,阿咔萌特旗舰店,15557259955,15557259955,,,https://shop105761003.taobao.com/,,,浙江省湖州市,男装裤子,,4.81,-1.53%,4.79,-1.13%,4.81,-0.80%,,,,,,,,,,
54,,天猫,点我对话,菲克猫旗舰店,菲克猫旗舰店,,18958899113,,,https://shop130301895.taobao.com/,,,浙江温州,男装裤子,100.00%,4.94,53.75%,4.92,49.18%,4.92,47.67%,,,,,,,,,,
55,,天猫,点我对话,fslishi旗舰店,fslishi旗舰店,13651888272,13651888272,,,https://shop72581675.taobao.com/,,,上海,男装裤子,,4.9,24.47%,4.87,26.70%,4.87,26.58%,,,,,,,,,,
56,,天猫,点我对话,lacoste官方旗舰店,lacoste官方旗舰店,4009203028,4009203028,,,https://shop104212545.taobao.com/,,,上海,男装裤子,,4.9,27.55%,4.87,27.37%,4.91,50.35%,,,,,,,,,,
57,,天猫,点我对话,kpkidsstuff旗舰店,kpkidsstuff旗舰店,021-36547008,021-36547008,,,https://shop129814942.taobao.com/,,,上海,男装裤子,,4.98,83.84%,4.94,62.64%,4.97,78.99%,,,,,,,,,,
58,,天猫,点我对话,仟度旗舰店,仟度旗舰店,020-28191750,020-28191750,,,https://shop113425816.taobao.com/,,,广东省广州市,男装裤子,,4.98,86.52%,4.97,73.39%,4.97,73.06%,,,,,,,,,,
59,,天猫,点我对话,添心旗舰店,添心旗舰店,13472725428,13472725428,,,https://shop68821264.taobao.com/,,,上海,男装裤子,100.00%,4.9,19.59%,4.89,27.26%,4.9,33.10%,,,,,,,,,,
60,,天猫,点我对话,幸福小女wei,DD家韩版童装,18822071124,18822071124,,,https://shop71472513.taobao.com,,,浙江宁波,男装裤子,100.00%,4.91,25.98%,4.89,27.91%,4.9,33.32%,,,,,,,,,,
61,,天猫,点我对话,纯饰坊旗舰店,纯饰坊旗舰店,020-84893562,,,,https://shop107383984.taobao.com,,,广东省广州市,男装裤子,100.00%,4.91,14.67%,4.87,14.61%,4.85,0.00%,,,,,,,,,,
62,,天猫,点我对话,简卡妮旗舰店,简卡妮旗舰店,0571-86054565,0571-86054565,,,https://shop107606575.taobao.com/,,,浙江省杭州市,男装裤子,,4.81,-1.03%,4.81,0.00%,4.82,0.00%,,,,,,,,,,
63,,天猫,点我对话,晚烟旗舰店,晚烟旗舰店,18952012461,18952012461,,,https://shop108452059.taobao.com/,,,江苏省南京市,男装裤子,100.00%,4.91,33.00%,4.84,11.57%,4.86,18.01%,,,,,,,,,,
64,,天猫,点我对话,岚薇服饰旗舰店,岚薇服饰旗舰店,4008706688,4008706688,,,https://shop71426023.taobao.com/,,,江苏苏州,男装裤子,100.00%,4.82,-0.93%,4.74,-1.83%,4.76,-1.43%,,,,,,,,,,
65,,天猫,点我对话,bibijie旗舰店,bibijie旗舰店,17740676786,17740676786,,,https://shop110713536.taobao.com/,,,湖北武汉,男装裤子,100.00%,4.92,42.24%,4.88,29.06%,4.89,34.74%,,,,,,,,,,
66,,天猫,点我对话,凡动运动专营店,凡动运动专营店,13437801776,020-22092231,,,https://shop66953449.taobao.com/,,,广东韶关,男装裤子,100.00%,4.93,49.20%,4.91,47.50%,4.88,27.95%,,,,,,,,,,
67,,天猫,点我对话,灵范儿服饰旗舰店,灵范儿服饰旗舰店,18067038580,18067038580,,,https://shop104960170.taobao.com/,,,浙江嘉兴,男装裤子,100.00%,4.91,31.33%,4.88,32.57%,4.88,30.83%,,,,,,,,,,
68,,天猫,点我对话,kabudlqao旗舰店,kabudlqao旗舰店,15868864854,15868864854,15868864854,,https://shop106174846.taobao.com/,,,浙江杭州,男装裤子,,4.82,-0.97%,4.82,0.00%,4.81,0.00%,,,,,,,,,,
69,,天猫,点我对话,纳宅家居专营店,纳宅家居专营店,400-1582358,400-1582358,,,https://shop111067686.taobao.com/,,,浙江省金华市,男装裤子,100.00%,4.9,22.08%,4.87,20.64%,4.87,19.64%,,,,,,,,,,
70,,天猫,点我对话,esey逸阳胜之达专卖店,esey逸阳胜之达专卖店,13627273882,13627273882,,,https://shop108692312.taobao.com/,,,河南省郑州市,男装裤子,100.00%,4.89,20.43%,4.88,30.36%,4.88,32.32%,,,,,,,,,,
71,,天猫,点我对话,媞朵旗舰店,媞朵旗舰店,13805023301,13805023301,,,https://shop110738654.taobao.com/,,,浙江省杭州市,男装裤子,,4.83,-0.62%,4.82,0.00%,4.82,0.00%,,,,,,,,,,
72,,天猫,点我对话,梦梵莎旗舰店,梦梵莎旗舰店,13071806380,13071806380,,,https://shop106235311.taobao.com/,,,浙江杭州,男装裤子,100.00%,4.88,11.52%,4.82,0.00%,4.83,0.00%,,,,,,,,,,
73,,天猫,点我对话,洛思菲斯旗舰店,洛思菲斯旗舰店,18565231928,18565231928,,,https://shop111315059.taobao.com/,,,广东广州,男装裤子,100.00%,4.87,6.01%,4.84,7.12%,4.84,6.55%,,,,,,,,,,
74,,天猫,点我对话,konzen旗舰店,konzen旗舰店,020-86053499,020-86053499,,,https://shop62215958.taobao.com/,,,广东广州,男装裤子,,4.9,22.87%,4.88,33.18%,4.87,25.31%,,,,,,,,,,
75,,天猫,点我对话,功夫蚂蚁旗舰店,功夫蚂蚁旗舰店,13738099019,13738099019,,,https://shop107795146.taobao.com/,,,浙江省杭州市,男装裤子,,4.9,12.85%,4.86,7.63%,4.86,8.80%,,,,,,,,,,
76,,天猫,点我对话,玛贝卡旗舰店,玛贝卡旗舰店,15314609820,15314609820,,,https://shop105772278.taobao.com/,,,浙江省杭州市,男装裤子,100.00%,4.91,20.84%,4.85,5.56%,4.85,3.23%,,,,,,,,,,
77,,天猫,点我对话,巧星旗舰店,巧星旗舰店,15312225682,15312225682,,,https://shop113317392.taobao.com/,,,江苏省无锡市,男装裤子,,4.91,26.16%,4.87,16.03%,4.87,15.97%,,,,,,,,,,
78,,天猫,点我对话,幸运小兔脚旗舰店,幸运小兔脚旗舰店,15268282871,15268282871,,,https://shop111026644.taobao.com/,,,广东东莞,男装裤子,,4.84,-0.82%,4.82,-0.53%,4.82,-0.51%,,,,,,,,,,
79,,天猫,点我对话,范未儿旗舰店,范未儿旗舰店,18588824159,18588824159,,,https://shop104859131.taobao.com/,,,广东广州,男装裤子,100.00%,4.85,0.00%,4.86,21.33%,4.87,22.54%,,,,,,,,,,
80,,天猫,点我对话,弘郎贸易有限公司,运动折扣店,18359083675,18359083675,,,https://shop181986518.taobao.com,,,上海,男装裤子,100.00%,4.84,-0.63%,4.8,-0.55%,4.8,0.00%,,,,,,,,,,
81,,天猫,点我对话,lonsdale吉事多专卖店,lonsdale吉事多专卖店,13351102582,,,,https://shop163571578.taobao.com,,,黑龙江哈尔滨,男装裤子,100.00%,4.89,18.11%,4.89,33.19%,4.88,31.75%,,,,,,,,,,
82,,天猫,点我对话,绝度旗舰店,绝度旗舰店,17756538469,13305536534,,,https://shop117613763.taobao.com/,,,安徽省芜湖市,男装裤子,100.00%,4.85,0.00%,4.86,17.63%,4.82,0.00%,,,,,,,,,,
83,,天猫,点我对话,wg旗舰店,wg旗舰店,4006666206,4006666206,,,https://shop62268597.taobao.com/,,,浙江杭州,男装裤子,,4.87,5.56%,4.87,23.61%,4.87,23.39%,,,,,,,,,,
84,,天猫,点我对话,zuoxi佐析旗舰店,zuoxi佐析旗舰店,4008978970,4008978970,,,https://shop68358145.taobao.com/,,,广东东莞,男装裤子,,4.88,11.92%,4.84,6.36%,4.84,8.51%,,,,,,,,,,
85,,天猫,点我对话,米索罗旗舰店,米索罗旗舰店,13915659623,13915659623,,,https://shop385939385.taobao.com/,,,江苏苏州,男装裤子,100.00%,4.88,11.01%,4.81,0.00%,4.82,0.00%,,,,,,,,,,
86,,天猫,点我对话,mfz旗舰店,mfz旗舰店,0512-52719636,0512-52719636,,,https://shop511451376.taobao.com/,,,江苏苏州,男装裤子,,4.95,59.65%,4.93,60.66%,4.93,59.50%,,,,,,,,,,
87,,天猫,点我对话,起步运动户外专营店,起步运动户外专营店,15880323189,15880323189,,,https://shop111386813.taobao.com/,,,福建省莆田市,男装裤子,,4.95,59.19%,4.93,55.74%,4.93,56.53%,,,,,,,,,,
88,,天猫,点我对话,七匹狼厦门专卖店,七匹狼厦门专卖店,15259417548,18506999698,15259417548,,https://shop113808602.taobao.com/,,,福建厦门,男装裤子,,4.94,55.52%,4.9,42.82%,4.89,38.84%,,,,,,,,,,
89,,天猫,点我对话,狄龙鲨鱼旗舰店,狄龙鲨鱼旗舰店,18258465799,18258465799,,,https://shop114469811.taobao.com/,,,浙江杭州,男装裤子,,4.82,-0.91%,4.8,-0.63%,4.8,-0.64%,,,,,,,,,,
90,,天猫,点我对话,乔语童装旗舰店,乔语童装旗舰店,13258096699,13258096699,13258096699,,https://shop117352449.taobao.com/,,,山东潍坊,男装裤子,,4.84,-0.82%,4.74,-2.20%,4.74,-2.27%,,,,,,,,,,
91,,天猫,点我对话,osfans旗舰店,osfans旗舰店,13415032529,13415032529,,,https://shop67754644.taobao.com/,,,广东汕头,男装裤子,,4.89,5.11%,4.85,1.72%,4.86,8.86%,,,,,,,,,,
92,,天猫,点我对话,牵手鞋类专营店,牵手鞋类专营店,18016608279,18016608279,,,https://shop113611259.taobao.com/,,,福建泉州,男装裤子,100.00%,4.85,0.00%,4.82,0.00%,4.83,0.00%,,,,,,,,,,
93,,天猫,点我对话,花房旗舰店,花房旗舰店,400-8846828,400-8846828,,,https://shop100565437.taobao.com/,,,广东广州,男装裤子,,4.89,15.39%,4.88,32.38%,4.88,32.52%,,,,,,,,,,
94,,天猫,点我对话,xxd男装旗舰店,xxd男装旗舰店,0595-88013939,0595-88013939,,,https://shop115693898.taobao.com/,,,福建省泉州市,男装裤子,100.00%,4.87,4.73%,4.84,10.67%,4.85,12.32%,,,,,,,,,,
95,,天猫,点我对话,凯特妮娅旗舰店,凯特妮娅旗舰店,13564071514,13564071514,,,https://shop150610428.taobao.com/,,,上海,男装裤子,,4.98,87.39%,4.98,86.65%,4.98,90.80%,,,,,,,,,,
96,,天猫,点我对话,laylow服饰旗舰店,laylow服饰旗舰店,020-29813511,020-29813511,,,https://shop112044667.taobao.com/,,,广东省广州市,男装裤子,,4.79,-1.62%,4.75,-1.52%,4.74,-1.85%,,,,,,,,,,
97,,天猫,点我对话,欧衣购,欧衣购,,,null,,https://shop108361882.taobao.com,,,广东东莞,男装裤子,100.00%,4.88,11.30%,4.86,16.90%,4.85,15.24%,,,,,,,,,,
98,,天猫,点我对话,yyvsllp,真皮休闲系列,,15059807821,,,https://shop102926439.taobao.com,,,上海,男装裤子,100.00%,4.86,0.00%,4.84,10.31%,4.88,29.22%,,,,,,,,,,
99,,天猫,点我对话,bb小火车,家居派,,13542042567,,,https://shop102600998.taobao.com,,,,男装裤子,100.00%,4.84,0.00%,4.8,-0.52%,4.8,-0.59%,,,,,,,,,,
100,,天猫,点我对话,一号掌柜8832,儿童A类纯棉内衣裤,,,8009991270,,https://shop104891421.taobao.com,,,福建漳州,男装裤子,100.00%,4.9,14.65%,4.87,12.55%,4.87,13.96%,,,,,,,,,,
101,,天猫,点我对话,微品服饰旗舰店,微品服饰旗舰店,18866189272,,,,https://shop103964825.taobao.com,,,浙江杭州,男装裤子,,4.89,21.23%,4.88,30.33%,4.87,24.50%,,,,,,,,,,
102,,天猫,点我对话,阿福淋哒旗舰店,阿福淋哒旗舰店,18058563269,18058563269,,,https://shop67763863.taobao.com/,,,浙江杭州,男装裤子,100.00%,4.9,28.02%,4.82,0.00%,4.82,0.00%,,,,,,,,,,
103,,天猫,点我对话,jackjones官方旗舰,JackJones官方旗舰店,4008628888,4008628888,,,https://shop59357538.taobao.com/,,,天津,男装裤子,,4.83,-0.69%,4.81,0.00%,4.82,0.00%,,,,,,,,,,
104,,天猫,点我对话,涂月旗舰店,涂月旗舰店,18026001499,18026001499,,,https://shop70586089.taobao.com/,,,广东揭阳,男装裤子,,4.94,56.46%,4.94,63.34%,4.93,59.04%,,,,,,,,,,
105,,天猫,点我对话,韩伊火玫瑰旗舰店,韩伊火玫瑰旗舰店,0760-87399425,0760-87399425,,,https://shop113426878.taobao.com/,,,广东中山,男装裤子,,4.88,11.83%,4.85,12.71%,4.85,14.11%,,,,,,,,,,
106,,天猫,点我对话,劲峰运动专营店,劲峰运动专营店,18038016982,18038016982,,,https://shop63068587.taobao.com/,,,广东深圳,男装裤子,100.00%,4.9,24.15%,4.87,24.09%,4.86,19.55%,,,,,,,,,,
107,,天猫,点我对话,十木禾女装旗舰店,十木禾女装旗舰店,15989831843,15989831843,,,https://shop111192072.taobao.com/,,,广州市,男装裤子,100.00%,4.91,36.16%,4.87,23.76%,4.87,25.63%,,,,,,,,,,
108,,天猫,点我对话,黄金杉旗舰店,黄金杉旗舰店,15824318187,15824318187,,,https://shop114458795.taobao.com/,,,上海,男装裤子,100.00%,4.93,45.71%,4.9,41.55%,4.9,42.28%,,,,,,,,,,
109,,天猫,点我对话,丹杰仕潮至专卖店,丹杰仕潮至专卖店,13372521262,13372521262,,,https://shop114612550.taobao.com/,,,浙江杭州,男装裤子,,4.95,63.62%,4.93,60.33%,4.93,60.95%,,,,,,,,,,
110,,天猫,点我对话,jjz旗舰店,jjz旗舰店,18001576196,18001576196,,,https://shop110891456.taobao.com/,,,江苏省苏州市,男装裤子,,4.92,43.18%,4.92,51.99%,4.92,51.41%,,,,,,,,,,
111,,天猫,点我对话,七匹狼威派专卖店,七匹狼威派专卖店,4006782266,4006782266,,,https://shop64997294.taobao.com/,,,江苏泰州,男装裤子,100.00%,4.93,47.47%,4.91,48.51%,4.9,40.57%,,,,,,,,,,
112,,天猫,点我对话,孕雅姿旗舰店,孕雅姿旗舰店,15157109259,15888821449,,,https://shop110663860.taobao.com/,,,浙江省杭州市,男装裤子,,4.86,0.00%,4.87,15.91%,4.87,14.14%,,,,,,,,,,
113,,天猫,点我对话,绒粹旗舰店,绒粹旗舰店,15247729669,15247729669,,,https://shop62890120.taobao.com/,,,内蒙古鄂尔多斯,男装裤子,,4.93,45.28%,4.91,49.40%,4.9,43.29%,,,,,,,,,,
114,,天猫,点我对话,耐典旗舰店,耐典旗舰店,15586280333,15586280333,,,https://shop114525819.taobao.com/,,,湖北省武汉市,男装裤子,100.00%,4.93,45.44%,4.92,50.18%,4.92,53.81%,,,,,,,,,,
115,,天猫,点我对话,e980旗舰店,e980旗舰店,,18925031335,,,https://shop114866308.taobao.com/,,,广东广州,男装裤子,100.00%,4.79,-1.58%,4.7,-2.61%,4.71,-2.39%,,,,,,,,,,
116,,天猫,点我对话,尚西哲服饰旗舰店,尚西哲服饰旗舰店,020-29801608,020-29801608,020-29801608,,https://shop102136304.taobao.com/,,,广东广州,男装裤子,,4.91,34.40%,4.88,29.87%,4.87,26.14%,,,,,,,,,,
117,,天猫,点我对话,百胜狐旗舰店,百胜狐旗舰店,0512-52220783,0512-52220783,,,https://shop103668970.taobao.com/,,,上海,男装裤子,,4.92,42.12%,4.89,39.87%,4.88,29.35%,,,,,,,,,,
