编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
11,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao新一步旗舰店"，"点我对话"),新一步旗舰店,新一步旗舰店,,,,13543573520,https://shop103917382.taobao.com,307,5416,广东省， 广州市,秋季外套女,性价比超高,4.91772分,35.24%,4.89105分,35.44%,4.89452分,34.05%,,,,,,,,,,
12,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocarnationh旗舰店"，"点我对话"),carnationh旗舰店,carnationh旗舰店,,,,13560343273,https://shop115284332.taobao.com,185,2408,广东， 广州,秋季外套女,活力少女,4.85169分,0%,4.85765分,15.66%,4.86099分,13.10%,,,,,,,,,,
13,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao信尔美服饰专营店"，"点我对话"),信尔美服饰专营店,信尔美服饰专营店,18611390782,,,18518069527,https://shop112213528.taobao.com,122,95,北京,秋季外套女,100%,4.91031分,29.41%,4.82511分,0%,4.84305分,1.86%,,,,,,,,,,
14,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao娜旺数码专营店"，"点我对话"),娜旺数码专营店,娜旺数码专营店,,,,18201826245,https://shop67019952.taobao.com,369,882,上海,秋季外套女,100%,4.8228分,1.29%,4.80652分,0.77%,4.81491分,0.71%,,,,,,,,,,
15,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奥林鹿旗舰店"，"点我对话"),奥林鹿旗舰店,奥林鹿旗舰店,,,,18675055511,https://shop109958232.taobao.com,72,46,北京,秋季外套女,100%,4.8794分,5.08%,4.77136分,1.24%,4.76633分,1.52%,,,,,,,,,,
16,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao若己旗舰店"，"点我对话"),若己旗舰店,若己旗舰店,,,,18301944090,https://shop329559559.taobao.com,574,820,上海市,秋季外套女,100%,4.86731分,0%,4.85292分,12.85%,4.8737分,21.03%,,,,,,,,,,
17,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao绒惑旗舰店"，"点我对话"),绒惑旗舰店,绒惑旗舰店,,,,15733939333,https://shop438252610.taobao.com,21,25,河北省邢台市,秋季外套女,针织款,5.0分,100%,5.0分,100%,4.95455分,71.58%,,,,,,,,,,
18,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao普缇朵旗舰店"，"点我对话"),普缇朵旗舰店,普缇朵旗舰店,,,,15106210076,https://shop221452554.taobao.com,63,188,江苏省苏州市,秋季外套女,100%,4.9837分,87.17%,4.96548分,79.55%,4.97124分,82.02%,,,,,,,,,,
19,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宫尚旗舰店"，"点我对话"),宫尚旗舰店,宫尚旗舰店,,,,13082687600,https://shop110298055.taobao.com,150,255,上海， 上海市,秋季外套女,100%,4.91233分,31.00%,4.89608分,38.43%,4.89475分,34.19%,,,,,,,,,,
20,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卓圣芙服饰旗舰店"，"点我对话"),卓圣芙服饰旗舰店,卓圣芙服饰旗舰店,,,,15575771385,https://shop543860621.taobao.com,1371,556,湖南省郴州市,秋季外套女,100%,4.99001分,92.14%,4.97835分,87.17%,4.98168分,88.54%,,,,,,,,,,
21,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao芹坊旗舰店"，"点我对话"),芹坊旗舰店,芹坊旗舰店,,,,13372578192,https://shop226001823.taobao.com,128,542,浙江省杭州市,秋季外套女,100%,4.81218分,1.25%,4.79131分,0.83%,4.82064分,0%,,,,,,,,,,
22,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao苏菲梅奇旗舰店"，"点我对话"),苏菲梅奇旗舰店,苏菲梅奇旗舰店,,,,13526566578,https://shop538193612.taobao.com,38,663,河南省郑州市,秋季外套女,医生偏爱,4.95787分,66.84%,4.92751分,57.05%,4.9368分,60.48%,,,,,,,,,,
23,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兽爪鸟旗舰店"，"点我对话"),兽爪鸟旗舰店,兽爪鸟旗舰店,,,,15077803688,https://shop315657956.taobao.com,1,1978,江苏省徐州市,秋季外套女,100%,4.78985分,1.71%,4.70848分,2.54%,4.7353分,2.16%,,,,,,,,,,
24,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao歌特魔法旗舰店"，"点我对话"),歌特魔法旗舰店,歌特魔法旗舰店,,,,13576532795,https://shop256061156.taobao.com,6,29,江西省宜春市,秋季外套女,牛仔系,4.91102分,29.94%,4.90254分,42.26%,4.91525分,47.02%,,,,,,,,,,
25,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocenozoicuz旗舰店"，"点我对话"),cenozoicuz旗舰店,cenozoicuz旗舰店,,,,17365987332,https://shop103708445.taobao.com,269,867,河北省， 廊坊市,秋季外套女,斜挎款,4.96204分,70.12%,4.93256分,60.04%,4.92872分,55.43%,,,,,,,,,,
26,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao澳玫瑞旗舰店"，"点我对话"),澳玫瑞旗舰店,澳玫瑞旗舰店,,,,18914576257,https://shop113611174.taobao.com,14,184,江苏省， 镇江市,秋季外套女,100%,4.8594分,0%,4.86083分,17.54%,4.8637分,14.78%,,,,,,,,,,
27,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao真皓玛服饰专营店"，"点我对话"),真皓玛服饰专营店,真皓玛服饰专营店,,,,13928786760,https://shop71810650.taobao.com,215,169,广东， 广州,秋季外套女,60后偏爱,4.98195分,85.79%,4.96029分,76.47%,4.95668分,72.91%,,,,,,,,,,
28,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao靓朵儿旗舰店"，"点我对话"),靓朵儿旗舰店,靓朵儿旗舰店,,,,18866907729,https://shop113127537.taobao.com,78,37,浙江， 嘉兴,秋季外套女,羊毛材质,4.975分,80.32%,4.9875分,92.59%,4.9625分,76.55%,,,,,,,,,,
29,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao古奇天伦洛嘉专卖店"，"点我对话"),古奇天伦洛嘉专卖店,古奇天伦洛嘉专卖店,,,,18950762502,https://shop106311940.taobao.com,995,2718,莆田市,秋季外套女,职业风,4.89896分,20.48%,4.83935分,4.81%,4.84613分,3.79%,,,,,,,,,,
30,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoclothscenery布景旗舰店"，"点我对话"),clothscenery布景旗舰店,clothscenery布景旗舰店,,,,18018513595,https://shop117809220.taobao.com,1526,4745,上海， 上海市,秋季外套女,羽绒服,4.91961分,36.71%,4.90713分,44.98%,4.91224分,45.14%,,,,,,,,,,
31,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao京竺旗舰店"，"点我对话"),京竺旗舰店,京竺旗舰店,,,,15888842460,https://shop448403286.taobao.com,18,114,浙江省杭州市,秋季外套女,100%,4.97674分,81.69%,4.96744分,80.71%,4.97442分,84.01%,,,,,,,,,,
32,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao潮姑娘旗舰店"，"点我对话"),潮姑娘旗舰店,潮姑娘旗舰店,,,,13580717995,https://shop560275574.taobao.com,21,558,广东省东莞市,秋季外套女,通勤款,4.87632分,2.66%,4.79973分,0.65%,4.80514分,0.72%,,,,,,,,,,
33,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao她韵美旗舰店"，"点我对话"),她韵美旗舰店,她韵美旗舰店,,,,15260387462,https://shop328914024.taobao.com,868,716,福建省泉州市,秋季外套女,100%,4.94486分,56.60%,4.84836分,10.15%,4.85181分,7.34%,,,,,,,,,,
34,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao筱花旗舰店"，"点我对话"),筱花旗舰店,筱花旗舰店,,,,18667105966,https://shop319515198.taobao.com,289,1647,浙江， 杭州,秋季外套女,宽松系,4.92401分,40.19%,4.90016分,40.84%,4.90598分,41.21%,,,,,,,,,,
35,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱趣多旗舰店"，"点我对话"),爱趣多旗舰店,爱趣多旗舰店,,,,13397539613,https://shop471185693.taobao.com,2584,5661,湖南省株洲市,秋季外套女,100%,4.90787分,27.49%,4.83417分,1.74%,4.85109分,6.89%,,,,,,,,,,
36,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotdch服饰旗舰店"，"点我对话"),tdch服饰旗舰店,tdch服饰旗舰店,,,,15068791833,https://shop112963158.taobao.com,408,2339,浙江省， 杭州市,秋季外套女,100%,4.89356分,16.20%,4.8414分,6.03%,4.85082分,6.75%,,,,,,,,,,
37,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao冰姿爽旗舰店"，"点我对话"),冰姿爽旗舰店,冰姿爽旗舰店,,,,18737366614,https://shop275568828.taobao.com,3482,529,河南省新乡市,秋季外套女,100%,4.78586分,1.79%,4.69899分,2.74%,4.75556分,1.75%,,,,,,,,,,
38,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao傲动旗舰店"，"点我对话"),傲动旗舰店,傲动旗舰店,,,,13476801509,https://shop524539751.taobao.com,28,40,湖北， 武汉,秋季外套女,100%,4.92587分,41.60%,4.84069分,5.60%,4.82965分,0%,,,,,,,,,,
39,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雷雕旗舰店"，"点我对话"),雷雕旗舰店,雷雕旗舰店,18998867145,,,,https://shop112295289.taobao.com,69,708,广东省， 广州市,秋季外套女,速干款,4.88903分,7.45%,4.85939分,10.17%,4.87831分,19.26%,,,,,,,,,,
40,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodeli西桔专卖店"，"点我对话"),deli西桔专卖店,deli西桔专卖店,,,,13516723435,https://shop105777081.taobao.com,332,47771,浙江， 金华,秋季外套女,学生系,4.92463分,33.94%,4.88632分,27.10%,4.87211分,15.22%,,,,,,,,,,
41,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阔动运动旗舰店"，"点我对话"),阔动运动旗舰店,阔动运动旗舰店,,,,13210613750,https://shop69223999.taobao.com,71,1480,山东， 泰安,秋季外套女,100%,4.88674分,5.54%,4.85447分,7.03%,4.86125分,7.94%,,,,,,,,,,
42,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosyrinx希芸桓鸣专卖店"，"点我对话"),syrinx希芸桓鸣专卖店,syrinx希芸桓鸣专卖店,,,,18021243413,https://shop117101872.taobao.com,80,1271,江苏， 徐州,秋季外套女,补水款,4.92906分,45.74%,4.82445分,0%,4.82645分,0%,,,,,,,,,,
43,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao探路者冠瑞专卖店"，"点我对话"),探路者冠瑞专卖店,探路者冠瑞专卖店,,,,18080828048,https://shop104997893.taobao.com,385,5540,四川， 成都,秋季外套女,100%,4.91852分,32.02%,4.88692分,27.75%,4.89376分,29.52%,,,,,,,,,,
44,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao凯伊秀靓珏专卖店"，"点我对话"),凯伊秀靓珏专卖店,凯伊秀靓珏专卖店,0539-8614006,,,15562183184,https://shop69289199.taobao.com,95,2553,上海,秋季外套女,美妆,4.9318分,47.84%,4.86186分,20.72%,4.86724分,21.94%,,,,,,,,,,
45,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡斯奇旗舰店"，"点我对话"),卡斯奇旗舰店,卡斯奇旗舰店,,,,18967977174,https://shop66817272.taobao.com,39,292,浙江， 金华,秋季外套女,100%,4.93939分,48.40%,4.90063分,35.52%,4.89429分,28.92%,,,,,,,,,,
46,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotfnc旗舰店"，"点我对话"),tfnc旗舰店,tfnc旗舰店,,,,18996279906,https://shop103340700.taobao.com,49,1551,重庆,秋季外套女,韩版,4.90955分,28.81%,4.88442分,31.52%,4.88625分,28.88%,,,,,,,,,,
47,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao青靓化妆品专营店"，"点我对话"),青靓化妆品专营店,青靓化妆品专营店,,,,18039221626,https://shop106312110.taobao.com,24,38,河南省， 郑州市,秋季外套女,100%,4.93894分,53.24%,4.92491分,56.90%,4.93009分,58.91%,,,,,,,,,,
48,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao洛凡诗旗舰店"，"点我对话"),洛凡诗旗舰店,洛凡诗旗舰店,,,,18520678656,https://shop62787806.taobao.com,164,914,广东， 广州,秋季外套女,轻奢雅致,4.89829分,19.92%,4.85756分,15.61%,4.87826分,23.90%,,,,,,,,,,
49,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao都市丽人官方旗舰店"，"点我对话"),都市丽人官方旗舰店,都市丽人官方旗舰店,,,,18060127346,https://shop106448998.taobao.com,1065,150428,天津,秋季外套女,90后偏爱,4.75749分,2.37%,4.73765分,1.94%,4.77294分,1.39%,,,,,,,,,,
50,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao强迪家居专营店"，"点我对话"),强迪家居专营店,强迪家居专营店,,,,18939793492,https://shop60351195.taobao.com,28,607,上海， 上海市,秋季外套女,100%,4.86698分,0%,4.83413分,0%,4.83943分,0%,,,,,,,,,,
51,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxiangguan旗舰店"，"点我对话"),xiangguan旗舰店,xiangguan旗舰店,,,,15960220075,https://shop110277192.taobao.com,28,308,福建省， 莆田市,秋季外套女,防水款,4.98464分,87.19%,4.97001分,80.84%,4.96928分,79.62%,,,,,,,,,,
52,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao～熠～"，"点我对话"),～熠～,熠萱儿旗舰店,,,,13422988346,https://shop322424581.taobao.com,115,2987,广东省惠州市,秋季外套女,牛仔系,4.87355分,0%,4.84746分,9.62%,4.85928分,12.01%,,,,,,,,,,
53,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao铃兰花亭旗舰店"，"点我对话"),铃兰花亭旗舰店,铃兰花亭旗舰店,13810139223,,,,https://shop67693244.taobao.com,48,3345,北京,秋季外套女,纯色系,4.95406分,63.84%,4.90786分,45.40%,4.90443分,40.24%,,,,,,,,,,
54,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao博美秀旗舰店"，"点我对话"),博美秀旗舰店,博美秀旗舰店,18094707398,,,,https://shop108799620.taobao.com/,229,221,浙江省， 杭州市,秋季外套女,100%,4.87973分,5.34%,4.82764分,0%,4.82689分,0%,,,,,,,,,,
55,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoi友会数码旗舰店"，"点我对话"),i友会数码旗舰店,i友会数码旗舰店,,,,13723713835,https://shop109616415.taobao.com,177,7439,广东省， 深圳市,秋季外套女,100%,4.93896分,46.51%,4.92602分,52.60%,4.92733分,51.89%,,,,,,,,,,
56,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolilia旗舰店"，"点我对话"),lilia旗舰店,lilia旗舰店,,,,15158091113,https://shop70578527.taobao.com,41,253930,四川， 成都,秋季外套女,香港品牌,4.86393分,0%,4.80771分,0%,4.81467分,0%,,,,,,,,,,
57,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao悠景户外旗舰店"，"点我对话"),悠景户外旗舰店,悠景户外旗舰店,,,,18914496258,https://shop64376384.taobao.com,38,134,江苏， 南京,秋季外套女,独特工艺,4.93635分,46.91%,4.91122分,43.28%,4.91541分,43.88%,,,,,,,,,,
58,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梵圣和乔丽致专卖店"，"点我对话"),梵圣和乔丽致专卖店,梵圣和乔丽致专卖店,,,,13911976482,https://shop60511698.taobao.com,55,347,北京,秋季外套女,100%,4.93293分,42.90%,4.92276分,49.88%,4.9248分,49.43%,,,,,,,,,,
59,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao佳蝶妮旗舰店"，"点我对话"),佳蝶妮旗舰店,佳蝶妮旗舰店,,,,18929542987,https://shop101944644.taobao.com,846,13980,广东， 广州,秋季外套女,纯棉款,4.86157分,0%,4.83192分,0%,4.83686分,0%,,,,,,,,,,
60,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao牧森鲨鱼旗舰店"，"点我对话"),牧森鲨鱼旗舰店,牧森鲨鱼旗舰店,,,,18538582298,https://shop112523622.taobao.com,180,1202,广东省， 广州市,秋季外套女,100%,4.94355分,55.57%,4.92422分,55.10%,4.93087分,56.77%,,,,,,,,,,
61,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣拉格旗舰店"，"点我对话"),衣拉格旗舰店,衣拉格旗舰店,,,,15625731816,https://shop106621655.taobao.com,275,1530,广东， 东莞,秋季外套女,100%,4.95824分,67.12%,4.93715分,62.76%,4.94296分,64.34%,,,,,,,,,,
62,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美恺绒旗舰店"，"点我对话"),美恺绒旗舰店,美恺绒旗舰店,,,,15888708140,https://shop114301769.taobao.com,620,190,浙江， 嘉兴,秋季外套女,100%,4.97731分,82.14%,4.95771分,74.94%,4.96278分,76.73%,,,,,,,,,,
63,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao重回汉唐旗舰店"，"点我对话"),重回汉唐旗舰店,重回汉唐旗舰店,,,,13982040334,https://shop152303815.taobao.com,316,24030,四川， 成都,秋季外套女,古风风韵,4.94216分,54.46%,4.91727分,50.98%,4.91549分,47.17%,,,,,,,,,,
64,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoainaishi爱乃士旗舰店"，"点我对话"),ainaishi爱乃士旗舰店,ainaishi爱乃士旗舰店,020-81056457,,,17679297749,https://shop111469697.taobao.com,30,337,广东省， 广州市,秋季外套女,100%,4.92395分,40.15%,4.87701分,27.13%,4.88651分,29.04%,,,,,,,,,,
65,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao伊麦菲娜旗舰店"，"点我对话"),伊麦菲娜旗舰店,伊麦菲娜旗舰店,,,,15337154619,https://shop211539184.taobao.com,417,1332,湖北省武汉市,秋季外套女,40-49岁,4.90723分,26.99%,4.84283分,6.87%,4.8527分,7.90%,,,,,,,,,,
66,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兰秀美旗舰店"，"点我对话"),兰秀美旗舰店,兰秀美旗舰店,,,,15017269833,https://shop110419495.taobao.com,259,18301,广东， 揭阳,秋季外套女,纯棉款,4.90674分,26.60%,4.87282分,24.64%,4.87832分,23.92%,,,,,,,,,,
67,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao悦有孚旗舰店"，"点我对话"),悦有孚旗舰店,悦有孚旗舰店,,,,13871113613,https://shop105990640.taobao.com,171,2,湖北省， 武汉市,秋季外套女,100%,4.92655分,42.19%,4.9322分,59.83%,4.96045分,75.27%,,,,,,,,,,
68,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao柏菲姿旗舰店"，"点我对话"),柏菲姿旗舰店,柏菲姿旗舰店,,,,18122919916,https://shop108315309.taobao.com,426,2222,广东， 东莞,秋季外套女,通勤款,4.96076分,69.12%,4.94329分,66.40%,4.94927分,68.28%,,,,,,,,,,
69,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao莎莉娜斯母婴旗舰店"，"点我对话"),莎莉娜斯母婴旗舰店,莎莉娜斯母婴旗舰店,,,,17764559111,https://shop106240718.taobao.com,39,3596,浙江， 杭州,秋季外套女,产后必备,4.90257分,11.10%,4.90015分,29.65%,4.90375分,28.29%,,,,,,,,,,
70,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao进一旗舰店"，"点我对话"),进一旗舰店,进一旗舰店,,,,18820995980,https://shop116290006.taobao.com,37,93,广东省， 深圳市,秋季外套女,纯银款,4.93675分,43.10%,4.94578分,64.28%,4.9247分,47.33%,,,,,,,,,,
71,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao妮菲狐旗舰店"，"点我对话"),妮菲狐旗舰店,妮菲狐旗舰店,,,,18320114603,https://shop193902837.taobao.com,1202,7956,广东省广州市,秋季外套女,100%,4.90248分,23.25%,4.87824分,27.85%,4.89325分,33.25%,,,,,,,,,,
72,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao真贝儿旗舰店"，"点我对话"),真贝儿旗舰店,真贝儿旗舰店,,,,15858106462,https://shop111553737.taobao.com,210,807,浙江省， 嘉兴市,秋季外套女,韩版,4.93261分,46.96%,4.88854分,33.96%,4.90176分,38.57%,,,,,,,,,,
73,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobaymay旗舰店"，"点我对话"),baymay旗舰店,baymay旗舰店,,,,13660188835,https://shop103667999.taobao.com,329,1288,广东， 广州,秋季外套女,淑女,4.92955分,44.55%,4.90768分,45.30%,4.91191分,44.92%,,,,,,,,,,
74,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蝶诗琳旗舰店"，"点我对话"),蝶诗琳旗舰店,蝶诗琳旗舰店,,,,13357205605,https://shop218382295.taobao.com,353,295,湖南省株洲市,秋季外套女,100%,4.96443分,71.99%,4.9516分,71.32%,4.9587分,74.18%,,,,,,,,,,
75,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao我布旗舰店"，"点我对话"),我布旗舰店,我布旗舰店,,,,18612240155,https://shop407983651.taobao.com,209,35,北京市,秋季外套女,100%,4.9726分,78.44%,4.9863分,91.88%,4.9589分,74.30%,,,,,,,,,,
76,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao赫依轩旗舰店"，"点我对话"),赫依轩旗舰店,赫依轩旗舰店,,,,13030017089,https://shop162970062.taobao.com,459,502,黑龙江省哈尔滨市,秋季外套女,100%,4.88533分,9.75%,4.77114分,1.24%,4.79073分,1.02%,,,,,,,,,,
77,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao黛奈思旗舰店"，"点我对话"),黛奈思旗舰店,黛奈思旗舰店,,,,15827158576,https://shop367050090.taobao.com,3479,195,湖北省武汉市,秋季外套女,100%,4.90476分,25.04%,4.8243分,0%,4.82923分,0%,,,,,,,,,,
78,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao忆旧服饰旗舰店"，"点我对话"),忆旧服饰旗舰店,忆旧服饰旗舰店,,,,18538086622,https://shop485670589.taobao.com,552,2642,河南， 郑州,秋季外套女,文艺新标签,4.92412分,40.26%,4.89745分,39.24%,4.91523分,47.01%,,,,,,,,,,
79,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao岱梦诗旗舰店"，"点我对话"),岱梦诗旗舰店,岱梦诗旗舰店,,,,13202592696,https://shop455137452.taobao.com,67,63,广东省揭阳市,秋季外套女,100%,4.93571分,49.40%,4.94643分,68.26%,4.94286分,64.27%,,,,,,,,,,
80,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雅莎旗舰店"，"点我对话"),雅莎旗舰店,雅莎旗舰店,,,,18819811512,https://shop100641334.taobao.com,63,2563,广东， 广州,秋季外套女,防水款,4.88662分,0%,4.84761分,0%,4.84654分,0%,,,,,,,,,,
81,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolarslarsen旗舰店"，"点我对话"),larslarsen旗舰店,LARSLARSEN旗舰店,,,,18974942116,https://shop567998051.taobao.com,54,1288,北京,秋季外套女,小众手表,4.9341分,40.79%,4.91534分,44.26%,4.93362分,53.58%,,,,,,,,,,
82,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao花开衣岸旗舰店"，"点我对话"),花开衣岸旗舰店,花开衣岸旗舰店,,,,18201053358,https://shop110986978.taobao.com,126,427,北京， 北京市,秋季外套女,韩版,4.89018分,13.57%,4.80934分,0%,4.81578分,0.50%,,,,,,,,,,
