编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
54,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蜜丹儿旗舰店"，"点我对话"),蜜丹儿旗舰店,蜜丹儿旗舰店,18137897760,18137897760,,,https://shop108392418.taobao.com/,64,72726,广东肇庆,食品,,4.92869分,0%,4.86514分,0%,4.86529分,0%,,,,,,,,,,
55,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao耀都家居专营店"，"点我对话"),耀都家居专营店,耀都家居专营店,13379249259,13379249259,,,https://shop110206556.taobao.com/,43,5142,浙江省台州市,食品,,4.86286分,0%,4.8161分,0%,4.82424分,0%,,,,,,,,,,
56,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao燕之坊旗舰店"，"点我对话"),燕之坊旗舰店,燕之坊旗舰店,,,,0551-62935090,https://shop60204148.taobao.com,225,48911,安徽， 合肥,食品,100%,4.87698分,0%,4.84423分,0%,4.85356分,0%,,,,,,,,,,
57,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麦麦食品"，"点我对话"),麦麦食品,麦麦食品专营店,,,,13925221359,https://shop112060792.taobao.com,1526,133150,湖南省， 长沙市,食品,100%,4.86399分,0%,4.7994分,0%,4.79548分,0%,,,,,,,,,,
58,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao三颗豆食品"，"点我对话"),三颗豆食品,三颗豆食品专营店,,,,15275828915,https://shop209722872.taobao.com,263,18243,,食品,100%,4.87278分,0%,4.78808分,0%,4.78367分,0%,,,,,,,,,,
59,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao亿滋官方旗舰店"，"点我对话"),亿滋官方旗舰店,亿滋官方旗舰店,021-51300950,,,,https://shop69579526.taobao.com,160,74787,上海,食品,,4.89585分,0%,4.86106分,0%,4.85556分,0%,,,,,,,,,,
60,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao青发食品专营店"，"点我对话"),青发食品专营店,青发食品专营店,18116261054,,,,https://shop108161276.taobao.com,489,34441,上海,食品,,4.87327分,0%,4.80903分,0%,4.81669分,0%,,,,,,,,,,
61,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美之扣旗舰店"，"点我对话"),美之扣旗舰店,美之扣旗舰店,0579-85379620,,,,https://shop72322338.taobao.com,177,114994,福建福州,食品,100.00%,4.91197分,0%,4.86397分,0%,4.86324分,0%,,,,,,,,,,
62,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao喜丽食品专营店"，"点我对话"),喜丽食品专营店,喜丽食品专营店,0431-80883982,,,,https://shop67939224.taobao.com,76,5436,吉林长春,食品,100.00%,4.93317分,0%,4.90555分,0%,4.89883分,0%,,,,,,,,,,
63,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao木丁丁旗舰店"，"点我对话"),木丁丁旗舰店,木丁丁旗舰店,,023-62598830,,,https://shop114297111.taobao.com/,1051,430506,重庆,食品,100.00%,4.86609分,0%,4.82107分,0%,4.82054分,0%,,,,,,,,,,
64,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao舜华鸭业官方旗舰店"，"点我对话"),舜华鸭业官方旗舰店,舜华鸭业官方旗舰店,4006565680,4006565680,,,https://shop57302320.taobao.com/,100,17234,湖南郴州,食品,100.00%,4.88821分,0%,4.86755分,0%,4.86356分,0%,,,,,,,,,,
65,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao粮悦食品旗舰店"，"点我对话"),粮悦食品旗舰店,粮悦食品旗舰店,4000170127,4000170127,4000170127,,https://shop103434089.taobao.com/,151,39720,安徽合肥,食品,100.00%,4.89548分,0%,4.87651分,0%,4.87225分,0%,,,,,,,,,,
66,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao憨豆熊旗舰店"，"点我对话"),憨豆熊旗舰店,憨豆熊旗舰店,400-0553766,400-0553766,400-0553766,,https://shop106341198.taobao.com/,357,58273,安徽省芜湖市,食品,100.00%,4.78419分,0%,4.73071分,0%,4.73997分,0%,,,,,,,,,,
67,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao维维旗舰店"，"点我对话"),维维旗舰店,维维旗舰店,15110263877,15110263877,15110263877,,https://shop68584388.taobao.com/,37,21355,北京,食品,,4.90751分,0%,4.86413分,0%,4.84777分,0%,,,,,,,,,,
68,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao贤内助家居专营店"，"点我对话"),贤内助家居专营店,贤内助家居专营店,0576-87739330,0576-87739330,,,https://shop117326013.taobao.com/,158,8844,浙江温州,食品,100.00%,4.92249分,0%,4.88945分,0%,4.88763分,0%,,,,,,,,,,
69,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowiselive利威旗舰店"，"点我对话"),wiselive利威旗舰店,wiselive利威旗舰店,4000021517,4000021517,,,https://shop70325682.taobao.com/,180,24861,上海,食品,,4.94353分,0%,4.91792分,0%,4.90823分,0%,,,,,,,,,,
70,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao凡优居家日用旗舰店"，"点我对话"),凡优居家日用旗舰店,凡优居家日用旗舰店,13958705701,13958705701,,,https://shop113732650.taobao.com/,63,6198,浙江金华,食品,,4.94401分,0%,4.88979分,0%,4.88823分,0%,,,,,,,,,,
71,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojekojeko旗舰店"，"点我对话"),jekojeko旗舰店,jekojeko旗舰店,17316325606,17316325606,,,https://shop104354353.taobao.com/,116,22234,上海,食品,,4.93334分,0%,4.91548分,0%,4.89969分,0%,,,,,,,,,,
72,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao三牛食品旗舰店"，"点我对话"),三牛食品旗舰店,三牛食品旗舰店,,,,4008205317,https://shop64440611.taobao.com,55,63490,上海,食品,100%,4.91858分,0%,4.87928分,0%,4.8692分,0%,,,,,,,,,,
73,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao妙美旗舰店"，"点我对话"),妙美旗舰店,妙美旗舰店,,,,4008760118,https://shop517480248.taobao.com,35,19908,,食品,100%,4.9242分,0%,4.88619分,0%,4.88687分,0%,,,,,,,,,,
74,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao飘零大叔旗舰店"，"点我对话"),飘零大叔旗舰店,飘零大叔旗舰店,,,,4000860660,https://shop62419668.taobao.com,111,46247,江苏， 泰州,食品,100%,4.8532分,0%,4.843分,0%,4.83619分,0%,,,,,,,,,,
75,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao巢尚食品专营店"，"点我对话"),巢尚食品专营店,巢尚食品专营店,021-39103813,,,,https://shop67969132.taobao.com,330,26966,上海,食品,100.00%,4.87325分,0%,4.86204分,0%,4.85875分,0%,,,,,,,,,,
76,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao马大帅旗舰店"，"点我对话"),马大帅旗舰店,马大帅旗舰店,0518-86319689,,,,https://shop148138097.taobao.com,263,69493,广东深圳,食品,100.00%,4.90032分,0%,4.86516分,0%,4.8673分,0%,,,,,,,,,,
77,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao凰巢食品旗舰店"，"点我对话"),凰巢食品旗舰店,凰巢食品旗舰店,,023-88255657,,,https://shop113881129.taobao.com/,61,39205,重庆,食品,100.00%,4.81368分,0%,4.7129分,0%,4.70569分,0%,,,,,,,,,,
78,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao优麦食品专营店"，"点我对话"),优麦食品专营店,优麦食品专营店,15206690918,15206690918,,,https://shop100185885.taobao.com/,254,60675,山东省淄博市,食品,100.00%,4.87464分,0%,4.82739分,0%,4.82545分,0%,,,,,,,,,,
79,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao尚居优品旗舰店"，"点我对话"),尚居优品旗舰店,尚居优品旗舰店,0539-7835555,0539-7835555,,,https://shop68648193.taobao.com/,109,14563,山东临沂,食品,100.00%,4.91668分,0%,4.89534分,0%,4.8918分,0%,,,,,,,,,,
80,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao皇上皇旗舰店"，"点我对话"),皇上皇旗舰店,皇上皇旗舰店,0571-28281306,0571-28281306,,,https://shop66618972.taobao.com/,182,48886,广东东莞,食品,,4.9019分,0%,4.88018分,0%,4.87869分,0%,,,,,,,,,,
81,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao乐扣乐扣厨具旗舰店"，"点我对话"),乐扣乐扣厨具旗舰店,乐扣乐扣厨具旗舰店,021-66266099,021-66266099,,,https://shop150055501.taobao.com/,154,49787,上海,食品,,4.91896分,0%,4.90277分,0%,4.90041分,0%,,,,,,,,,,
82,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofawnmum小鹿妈妈旗舰店"，"点我对话"),fawnmum小鹿妈妈旗舰店,fawnmum小鹿妈妈旗舰店,4006892017,4006892017,,,https://shop156530989.taobao.com/,87,45857,上海,食品,,4.91821分,0%,4.90144分,0%,4.89372分,0%,,,,,,,,,,
83,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱伊贝丽旗舰店"，"点我对话"),爱伊贝丽旗舰店,爱伊贝丽旗舰店,17727752759,17727752759,,,https://shop58453669.taobao.com/,65,16337,北京,食品,100.00%,4.92055分,0%,4.91583分,0%,4.9214分,0%,,,,,,,,,,
84,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao子路旗舰店"，"点我对话"),子路旗舰店,子路旗舰店,13686668520,13686668520,,,https://shop102186458.taobao.com/,56,85723,广东东莞,食品,100.00%,4.90031分,0%,4.85933分,0%,4.85222分,0%,,,,,,,,,,
85,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao贝斯熊旗舰店"，"点我对话"),贝斯熊旗舰店,贝斯熊旗舰店,13357010112,13357010112,,,https://shop113846369.taobao.com/,33,5201,福建泉州,食品,,4.86713分,0%,4.82685分,0%,4.83098分,0%,,,,,,,,,,
86,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鸣连居家日用专营店"，"点我对话"),鸣连居家日用专营店,鸣连居家日用专营店,0632-5801353,0632-5801353,0632-5801353,,https://shop102353882.taobao.com/,332,22315,上海,食品,,4.86913分,0%,4.81163分,0%,4.80901分,0%,,,,,,,,,,
87,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天铭居家日用专营店"，"点我对话"),天铭居家日用专营店,天铭居家日用专营店,15601776736,15601776736,,,https://shop116125352.taobao.com/,596,26343,上海,食品,100.00%,4.89208分,0%,4.87987分,0%,4.88035分,0%,,,,,,,,,,
