编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
22,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao玲彩服饰旗舰店"，"点我对话"),玲彩服饰旗舰店,玲彩服饰旗舰店,,,,13305093302,https://shop59100644.taobao.com,8417,218,广东， 广州,线衣男,100%,4.77679分,1.98%,4.65179分,3.71%,4.67092分,3.49%,,,,,,,,,,
23,,零心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb188624789"，"点我对话"),tb188624789,福建名鞋店帅克龙,,,,15836675297,https://shop355356251.taobao.com,31,1,河南省驻马店市,线衣男,100%,,,,,,,,,,,,,,,,
24,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoreality1996"，"点我对话"),reality1996,伊澜姗姗数码优品,,4008835586,,18875903070,https://shop120112024.taobao.com,12,0,广东省深圳市,线衣男,99.3%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
25,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao维圣卡旗舰店"，"点我对话"),维圣卡旗舰店,维圣卡旗舰店,13247300492,,,,https://shop111979364.taobao.com,89,142,湖北， 武汉,线衣男,100%,4.97006分,76.41%,4.94013分,64.52%,4.94638分,66.49%,,,,,,,,,,
26,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao不是太美的美女"，"点我对话"),不是太美的美女,蔷薇烘焙馆,,,,13033094945,https://shop.taobao.com,30,40,安徽省合肥市,线衣男,ins风,4.96667,82.23%,4.96667,78.69%,4.96667分,78.04%,,,,,,,,,,
27,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao白天很寂寞啊"，"点我对话"),白天很寂寞啊,海峰之家精品坊,,,,18721572728,https://shop107640130.taobao.com,609,220,上海市,线衣男,金牌卖家,4.81056分,7.83%,4.8354分,0.31%,4.85714分,10.16%,,,,,,,,,,
28,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohu7743238"，"点我对话"),hu7743238,小小卖箱弟外贸箱包馆,,15921500631,,15921500631,https://shop36013427.taobao.com,45,123,上海市,线衣男,万向轮款,4.85987分,31.82%,4.91083分,45.99%,4.93631分,59.95%,,,,,,,,,,
29,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocheckedout多米来专卖店"，"点我对话"),checkedout多米来专卖店,checkedout多米来专卖店,,,,01056955152,https://shop105491789.taobao.com,227,1336,河北省， 廊坊市,线衣男,匠心厨师,4.90834分,27.79%,4.85697分,15.25%,4.86683分,16.76%,,,,,,,,,,
30,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao东方神仙69"，"点我对话"),东方神仙69,帕龙眼镜,,,,18106710266,https://shop314840895.taobao.com,5,75,浙江省温州市,线衣男,100%,4.90411分,32.37%,4.93151分,41.45%,4.9863分,88.36%,,,,,,,,,,
31,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奈何神殇"，"点我对话"),奈何神殇,JIRI乐购,,,,15079074807,https://shop375244442.taobao.com,2945,5,江西省南昌市,线衣男,100%,4.5分,-7.87%,4.5分,-8.14%,4.0分,-18.31%,,,,,,,,,,
32,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao博学玩具店"，"点我对话"),博学玩具店,博学玩具店,,,,13727696634,https://shop443901804.taobao.com,18,722,广东省汕头市,线衣男,小朋友,4.91902分,56.90%,4.92914分,54.61%,4.93637分,56.89%,,,,,,,,,,
33,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolover_lover_lover"，"点我对话"),lover_lover_lover,欧巴与潮女孩,,,,18709438682,https://shop568318.taobao.com,37,3861,甘肃省白银市,线衣男,金牌卖家,4.77407分,0.43%,4.80624分,-0.59%,4.79926分,-0.86%,,,,,,,,,,
34,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao浩驰服饰特卖店"，"点我对话"),浩驰服饰特卖店,浩驰服饰特卖店,,15980859780,,,https://shop73020351.taobao.com,29,2,福建省厦门市,线衣男,98.7%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
35,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao多乐可旗舰店"，"点我对话"),多乐可旗舰店,多乐可旗舰店,021-51183723-812,,,,https://shop107951073.taobao.com,34,2645,上海,线衣男,水洗款,4.88901分,5.49%,4.875分,18.90%,4.88608分,23.44%,,,,,,,,,,
36,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天美鞋类专营店"，"点我对话"),天美鞋类专营店,天美鞋类专营店,,,,17720626789,https://shop106450146.taobao.com,922,4686,福建， 莆田,线衣男,100%,4.9129分,31.38%,4.88152分,29.79%,4.88336分,27.10%,,,,,,,,,,
37,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao铁人硬派"，"点我对话"),铁人硬派,IM铁人制品,,,,13642679412,https://shop106880363.taobao.com,325,3070,广东省广州市,线衣男,宽松系,4.79097分,0.10%,4.83101分,0.10%,4.82172分,0.40%,,,,,,,,,,
38,,零心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao广富通"，"点我对话"),广富通,良辰家情侣装,,,,15653920717,https://shop412246883.taobao.com,4,0,山东省临沂市,线衣男,100%,,,,,,,,,,,,,,,,
39,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao名品库服饰专营店"，"点我对话"),名品库服饰专营店,名品库服饰专营店,,,,18689359995,https://shop105420095.taobao.com,57,967,广东， 广州,线衣男,100%,4.81379分,1.22%,4.7552分,1.57%,4.74129分,2.04%,,,,,,,,,,
40,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowenchao188"，"点我对话"),wenchao188,韩梓曼服饰,,,15337171017,15337171017,https://shop67527284.taobao.com,3,0,湖北省武汉市,线衣男,99.7%,,,,,,,,,,,,,,,,
41,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaophillips启翊专卖店"，"点我对话"),phillips启翊专卖店,phillips启翊专卖店,,,,4001637683,https://shop108528435.taobao.com,12,217,福建， 福州,线衣男,100%,4.81081分,1.42%,4.82432分,0%,4.82095分,0.58%,,,,,,,,,,
42,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb010705041"，"点我对话"),tb010705041,欣荣服饰潮男店,,,,13884817123,https://shop271335220.taobao.com,70,62,山东省潍坊市,线衣男,100%,4.03846,-15.77%,4.10577,-15.08%,4.07692分,-15.78%,,,,,,,,,,
43,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao莫言小号已认证"，"点我对话"),莫言小号已认证,阿莫潮鞋店,,,18059842036,,https://shop440090671.taobao.com,49,23,福建省厦门市,线衣男,手工皮鞋,4.84949分,26.77%,4.87554分,24.62%,4.8712分,19.00%,,,,,,,,,,
44,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奥瑞森旗舰店"，"点我对话"),奥瑞森旗舰店,奥瑞森旗舰店,,,,15208411135,https://shop152342134.taobao.com,40,5604,四川省成都市,线衣男,学生系,4.88459分,0%,4.81835分,0.62%,4.8199分,0.76%,,,,,,,,,,
45,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohiyoga瑜伽生活馆"，"点我对话"),hiyoga瑜伽生活馆,hiyoga嗨瑜伽,15359892311,,15359892311,15359892311,https://shop.taobao.com,180,733,福建省厦门市,线衣男,金牌卖家,4.89346,38.39%,4.93112,52.73%,4.9291分,51.05%,,,,,,,,,,
46,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梦金杰"，"点我对话"),梦金杰,Retrun丶男神,,,,13069367433,https://shop341097342.taobao.com,2382,3,河南省新乡市,线衣男,100%,4.53333分,-7.19%,4.46667分,-8.82%,4.66667分,-4.70%,,,,,,,,,,
47,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao自由ai宝盖"，"点我对话"),自由ai宝盖,越南鞋贩店 用诚意做好鞋,,15277106373,,,https://shop34875854.taobao.com,45,2749,广西省南宁市,线衣男,沙滩款,4.72843分,-1.38%,4.77805分,-1.18%,4.78467分,-1.16%,,,,,,,,,,
48,,零心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao安静的小孩21"，"点我对话"),安静的小孩21,七七吉他屋,,,,18268567548,https://shop557277370.taobao.com,2,0,浙江省宁波市,线衣男,100%,,,,,,,,,,,,,,,,
49,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao摇头也烦恼"，"点我对话"),摇头也烦恼,小清峰潮流男装,,,13244874001,13244874001,https://shop114973972.taobao.com,124,166,广东省深圳市,线衣男,100%,4.36413分,-8.98%,4.50543分,-6.81%,4.52717分,-6.48%,,,,,,,,,,
50,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao18640443761sen"，"点我对话"),18640443761sen,净果国际麒舰店,,13186889277,,13186889277,https://shop108151665.taobao.com,1,0,浙江省宁波市,线衣男,97.4%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
51,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoukt旗舰店"，"点我对话"),ukt旗舰店,ukt旗舰店,,,,13358557911,https://shop112948418.taobao.com,140,664,福建省， 泉州市,线衣男,纯色系,4.86896分,0%,4.84628分,8.91%,4.84582分,3.63%,,,,,,,,,,
52,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao欢迎被超越6"，"点我对话"),欢迎被超越6,依轩工装,,,15720049080,15720049080,https://shop110921367.taobao.com,16,30,河北省保定市,线衣男,98.8%,4.59292分,-4.20%,4.63717分,-4.09%,4.62832分,-4.39%,,,,,,,,,,
53,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyouakc"，"点我对话"),youakc,华彬车品,13703080648,,,,https://shop66616442.taobao.com,18,19,广东省佛山市,线衣男,96.1%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
54,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao真我風采candy"，"点我对话"),真我風采candy,琪琪高尔夫正品店,,18676780671,13928887679,13928887679,https://shop33176058.taobao.com,311,265,广东省广州市,线衣男,金牌卖家,4.86815分,23.76%,4.88032分,17.88%,4.89431分,27.02%,,,,,,,,,,
55,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao猫腻family"，"点我对话"),猫腻family,猫腻fashion brand,,,,15068994900,https://shop268367436.taobao.com,2,0,浙江省绍兴市,线衣男,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
56,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao气力马扎罗"，"点我对话"),气力马扎罗,乞力马扎罗外贸,,,,18522172932,https://shop33561509.taobao.com,65,515,天津市,线衣男,金牌卖家,4.87967分,30.42%,4.90041分,31.66%,4.8769分,15.00%,,,,,,,,,,
57,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao度拉宾旗舰店"，"点我对话"),度拉宾旗舰店,度拉宾旗舰店,,,,17724983914,https://shop285426566.taobao.com,1234,786,河南省漯河市,线衣男,100%,4.80627分,1.37%,4.73266分,2.04%,4.75639分,1.73%,,,,,,,,,,
58,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowyx885858"，"点我对话"),wyx885858,衣衣宝贝童装小屋,,,15968558810,15968558810,https://shop141088019.taobao.com,38,57,浙江省绍兴市,线衣男,98%,4.71591分,-2.00%,4.76461分,-1.64%,4.78734分,-1.34%,,,,,,,,,,
59,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao草长鸢飞大侠"，"点我对话"),草长鸢飞大侠,六度工装,,,15801997686,18226619172,https://shop104118343.taobao.com,23,8,安徽省合肥市,线衣男,98.4%,4.7027分,-1.91%,4.64865分,-3.85%,4.75676分,-1.74%,,,,,,,,,,
60,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomissbalushoes"，"点我对话"),missbalushoes,弓长梦男鞋KRUSDAN官方品牌店,,,15017525032,15017525032,https://shop.taobao.com,245,775,广东省广州市,线衣男,风格领袖,4.84486,24.52%,4.8731,23.14%,4.86943分,17.89%,,,,,,,,,,
61,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao冬德服饰旗舰店"，"点我对话"),冬德服饰旗舰店,冬德服饰旗舰店,,,,13161407512,https://shop111550546.taobao.com,90,201,北京,线衣男,100%,4.97894分,83.41%,4.9627分,77.90%,4.9657分,78.56%,,,,,,,,,,
62,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao帆帆_sail_2008"，"点我对话"),帆帆_sail_2008,浪漫一脚,13959958249,,,,https://shop36968047.taobao.com,156,459,福建省泉州市,线衣男,我的衣橱,4.71085分,-1.74%,4.75841分,-1.58%,4.76081分,-1.66%,,,,,,,,,,
63,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao李会焱45582441"，"点我对话"),李会焱45582441,尊享生活礼品,,,,17602857753,https://shop510906911.taobao.com,80,78,四川省成都市,线衣男,100%,4.94595分,71.19%,4.97297分,82.72%,4.97297分,82.19%,,,,,,,,,,
64,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao靓一族2009"，"点我对话"),靓一族2009,靓一族彩田,,,13536112312,13612294632,https://shop.taobao.com,382,3579,广东省江门市,线衣女,厂家指商铺,4.81821,11.55%,4.82837,0.13%,4.85066分,6.09%,,,,,,,,,,
65,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阳光社会快乐成长"，"点我对话"),阳光社会快乐成长,加威信ch7881262,,,,15264131538,https://shop590644897.taobao.com,4,0,山东省济南市,线衣女,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
66,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowangling200501"，"点我对话"),wangling200501,精钢狼皮具,,,,15963945139,https://shop33368239.taobao.com,15,171,山东省临沂市,线衣男,98%,4.69935分,-1.98%,4.73638分,-2.04%,4.72985分,-2.30%,,,,,,,,,,
67,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao拿心换毛爷爷"，"点我对话"),拿心换毛爷爷,蛋哥の劲舞小店,,,18915188373,18915188373,https://shop102363650.taobao.com,26,0,江苏省淮安市,线衣女,99.9%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
68,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梨窝窝家户外旗舰店"，"点我对话"),梨窝窝家户外旗舰店,梨窝窝家户外旗舰店,,,,15346585565,https://shop315071103.taobao.com,40,295,河南省郑州市,线衣男,防晒款,4.86501分,0%,4.81818分,0.52%,4.84298分,0%,,,,,,,,,,
69,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小晓幸福"，"点我对话"),小晓幸福,幸福针织有爱店,,,13970886683,13970886683,https://shop33902035.taobao.com,95,90,江西省南昌市,线衣男,99.5%,4.89007分,46.51%,4.90071分,39.86%,4.90248分,38.67%,,,,,,,,,,
70,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao孩想买旗舰店"，"点我对话"),孩想买旗舰店,孩想买旗舰店,17729937812,,,,https://shop103361942.taobao.com,92,418,安徽， 宣城,线衣男,100%,4.925分,31.55%,4.89792分,28.11%,4.90313分,27.88%,,,,,,,,,,
71,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao毅博母婴专营店"，"点我对话"),毅博母婴专营店,毅博母婴专营店,13559408600,,,,https://shop111147549.taobao.com,63,955,江苏， 泰州,线衣男,100%,4.9218分,28.63%,4.92258分,45.48%,4.92387分,43.32%,,,,,,,,,,
72,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao狂飙的母鸡"，"点我对话"),狂飙的母鸡,双截龙动漫游戏服饰店,,13390799979,13851623525,13851623525,https://shop61793381.taobao.com,80,46,江苏省南京市,线衣女,95.8%,4.56911分,-4.70%,4.69919分,-2.81%,4.72358分,-2.43%,,,,,,,,,,
73,,零心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麋鹿与栀蓝"，"点我对话"),麋鹿与栀蓝,FANGYUAN十里,,,,18975996663,https://shop242835990.taobao.com,13,0,湖南省邵阳市,线衣女,100%,,,,,,,,,,,,,,,,
74,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao酷朵企业店"，"点我对话"),酷朵企业店,酷朵企业店,15821030084,,,15821030084,https://shop148198317.taobao.com,112,10,上海市,线衣女,牛仔裤,4.94318,72.35%,4.93103,58.23%,4.97701分,85.54%,,,,,,,,,,
75,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowuqilg"，"点我对话"),wuqilg,【北京商盟】【鹤香阁鞋铺】,13910771214,,,,https://shop33175331.taobao.com/,69,12,北京市,线衣男,99.1%,4.67568分,-2.48%,4.78378分,-1.06%,4.78378分,-1.18%,,,,,,,,,,
76,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天予家居旗舰店"，"点我对话"),天予家居旗舰店,天予家居旗舰店,020-66697891,,,,https://shop113090769.taobao.com,46,23593,广东省， 广州市,线衣男,生日会,4.84027分,1.03%,4.80798分,1.03%,4.81269分,1.09%,,,,,,,,,,
77,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojianghai19821014"，"点我对话"),jianghai19821014,仔仔家潮品男童定制,,,,18857276856,https://shop104552980.taobao.com,14,6,浙江省湖州市,线衣男,小朋友,5.0,100.00%,4.98077,87.68%,5.0分,100.00%,,,,,,,,,,
78,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao2013馨芸"，"点我对话"),2013馨芸,唯韦か精品服装,,,,15296415215,https://shop487119582.taobao.com,102,0,广西省南宁市,线衣女,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
79,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao进鑫铭帮化妆品专营店"，"点我对话"),进鑫铭帮化妆品专营店,进鑫铭帮化妆品专营店,,,,4009280187,https://shop106194490.taobao.com,67,49762,江苏省， 常州市,线衣女,显白秘诀,4.86041分,0%,4.81427分,0%,4.83965分,5.75%,,,,,,,,,,
80,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyuandan9088"，"点我对话"),yuandan9088,D淘乐馆,,,,18117535006,https://shop560008105.taobao.com,18,3,上海市,线衣男,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
81,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao石寒2018"，"点我对话"),石寒2018,FANIX精品烟具品牌店,,,,13777923879,https://shop.taobao.com,8,0,浙江省金华市,线衣男,100%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
82,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao沫沫的小小屋"，"点我对话"),沫沫的小小屋,一熹一暮,18015624228,,18015624228,18015624228,https://shop470459506.taobao.com,3,0,江苏省苏州市,线衣女,98.9%,,,,,,,,,,,,,,,,
83,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao张燕青19870915"，"点我对话"),张燕青19870915,激情淘饰界,,15158965126,18774761190,18774761190,https://shop105561480.taobao.com,28,112,湖南省怀化市,线衣女,98.6%,4.76075分,-1.13%,4.82796分,0.47%,4.83871分,0.38%,,,,,,,,,,
84,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麦克赛的"，"点我对话"),麦克赛的,四季青酷衣吧混搭风男装,,18698531578,,18698531578,https://shop106983401.taobao.com,795,1266,浙江省嘉兴市,线衣男,嘻哈风外套,4.66566分,-2.69%,4.74551分,-1.85%,4.75594分,-1.76%,,,,,,,,,,
85,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao优迅服饰专营店"，"点我对话"),优迅服饰专营店,优迅服饰专营店,,,,15902028458,https://shop69208395.taobao.com,24,25848,湖北， 武汉,线衣女,100%,4.89354分,16.13%,4.86944分,22.64%,4.87697分,23.10%,,,,,,,,,,
86,,零心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao李晓美28"，"点我对话"),李晓美28,洋妹儿时尚女装店,,,,13238118338,https://shop223365942.taobao.com,5,0,辽宁省阜新市,线衣女,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
87,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao港女神旗舰店"，"点我对话"),港女神旗舰店,港女神旗舰店,,,,13457348027,https://shop419132341.taobao.com,4964,882,广西省桂林市,线衣男,100%,4.80722分,1.70%,4.72021分,2.84%,4.74387分,2.50%,,,,,,,,,,
