编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
25,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蒂亚戈车品旗舰店"，"点我对话"),蒂亚戈车品旗舰店,蒂亚戈车品旗舰店,,,,13632414111,https://shop69027432.taobao.com,208,421,广东， 广州,运动鞋,100%,4.89897分,14.05%,4.87158分,15.14%,4.86473分,8.59%,,,,,,,,,,
26,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao来圣运动专营店"，"点我对话"),来圣运动专营店,来圣运动专营店,,,,13901744941,https://shop72637353.taobao.com,437,6836,上海,运动鞋,100%,4.85946分,0%,4.83479分,0%,4.84058分,0%,,,,,,,,,,
27,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao冠汝电器专营店"，"点我对话"),冠汝电器专营店,冠汝电器专营店,,,,13332855995,https://shop110574486.taobao.com,20,816,广东省， 佛山市,运动鞋,100%,4.9409分,48.04%,4.9341分,58.22%,4.94395分,63.79%,,,,,,,,,,
28,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao探路者冠瑞专卖店"，"点我对话"),探路者冠瑞专卖店,探路者冠瑞专卖店,,,,18080828048,https://shop104997893.taobao.com,396,7340,四川， 成都,运动鞋,100%,4.91902分,31.61%,4.88616分,27.05%,4.89385分,29.76%,,,,,,,,,,
29,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao高魅旗舰店"，"点我对话"),高魅旗舰店,高魅旗舰店,,,,18679123291,https://shop108041144.taobao.com,405,3467,广东， 东莞,运动鞋,100%,4.95929分,67.73%,4.92857分,57.67%,4.92615分,54.01%,,,,,,,,,,
30,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宝图旗舰店"，"点我对话"),宝图旗舰店,宝图旗舰店,,,,13710765816,https://shop269964171.taobao.com,63,61,广东省广州市,运动鞋,100%,4.97465分,79.91%,4.95775分,74.96%,4.92958分,56.14%,,,,,,,,,,
31,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao魁婷鞋类专营店"，"点我对话"),魁婷鞋类专营店,魁婷鞋类专营店,,,,18918970623,https://shop111206932.taobao.com,0,0,上海， 上海市,运动鞋,100%,4.0分,17.93%,3.0分,37.90%,5.0分,100%,,,,,,,,,,
32,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofabitoo旗舰店"，"点我对话"),fabitoo旗舰店,fabitoo旗舰店,,,,13798816568,https://shop100763328.taobao.com,93,15461,广东， 东莞,运动鞋,100%,4.98214分,84.30%,4.97059分,81.36%,4.97436分,83.44%,,,,,,,,,,
33,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogyp旗舰店"，"点我对话"),gyp旗舰店,gyp旗舰店,,,,18858785931,https://shop114085822.taobao.com,42,1804,浙江省， 温州市,运动鞋,100%,4.83605分,0.78%,4.76395分,1.39%,4.76715分,1.49%,,,,,,,,,,
34,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao强迪家居专营店"，"点我对话"),强迪家居专营店,强迪家居专营店,,,,18939793492,https://shop60351195.taobao.com,28,1744,上海， 上海市,运动鞋,100%,4.86181分,0%,4.82764分,0%,4.8392分,0%,,,,,,,,,,
35,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao达令宝贝旗舰店"，"点我对话"),达令宝贝旗舰店,达令宝贝旗舰店,,,,18967289788,https://shop100948004.taobao.com,346,1294,浙江省， 湖州市,运动鞋,100%,4.93368分,47.44%,4.90847分,45.75%,4.90955分,43.67%,,,,,,,,,,
36,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxiangguan旗舰店"，"点我对话"),xiangguan旗舰店,xiangguan旗舰店,,,,15960220075,https://shop110277192.taobao.com,28,101,福建省， 莆田市,运动鞋,100%,4.98027分,83.34%,4.96813分,79.58%,4.96889分,79.41%,,,,,,,,,,
37,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美姣娣旗舰店"，"点我对话"),美姣娣旗舰店,美姣娣旗舰店,,,,15988576638,https://shop103105458.taobao.com,77,967,浙江省， 金华市,运动鞋,100%,4.88112分,0%,4.84445分,0%,4.85456分,3.76%,,,,,,,,,,
38,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao潮毒旗舰店"，"点我对话"),潮毒旗舰店,潮毒旗舰店,,,,18320089977,https://shop166229320.taobao.com,189,513,广东， 深圳,运动鞋,100%,4.8398分,0.70%,4.81053分,0%,4.81858分,0%,,,,,,,,,,
39,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao盛昌阁旗舰店"，"点我对话"),盛昌阁旗舰店,盛昌阁旗舰店,4001133996,,,18758922092,https://shop107413301.taobao.com,186,23,浙江省， 金华市,运动鞋,100%,4.59649分,6.21%,4.64912分,4.53%,4.55263分,6.51%,,,,,,,,,,
40,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao皮尔熊服饰旗舰店"，"点我对话"),皮尔熊服饰旗舰店,皮尔熊服饰旗舰店,,,,18952438799,https://shop69278511.taobao.com,270,154,江苏， 苏州,运动鞋,100%,4.95045分,54.74%,4.85586分,0%,4.89189分,20.31%,,,,,,,,,,
41,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao红尾鹊旗舰店"，"点我对话"),红尾鹊旗舰店,红尾鹊旗舰店,,,,18006691619,https://shop70080056.taobao.com,219,418,浙江， 温州,运动鞋,100%,4.78872分,1.75%,4.67413分,3.25%,4.70994分,2.68%,,,,,,,,,,
42,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao木之宝旗舰店"，"点我对话"),木之宝旗舰店,木之宝旗舰店,,,,18170790550,https://shop111421045.taobao.com,38,16,江西省， 赣州市,运动鞋,100%,4.84967分,1.04%,4.88889分,14.67%,4.88235分,9.64%,,,,,,,,,,
43,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao征崎旗舰店"，"点我对话"),征崎旗舰店,征崎旗舰店,15059711400,,,,https://shop106825306.taobao.com,544,119,福建， 泉州,运动鞋,100%,4.8605分,0%,4.85609分,14.71%,4.86344分,14.95%,,,,,,,,,,
44,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天使小镇旗舰店"，"点我对话"),天使小镇旗舰店,天使小镇旗舰店,15968740716,,,,https://shop108691509.taobao.com,117,501,江苏， 扬州,运动鞋,100%,4.98481分,87.96%,4.96996分,82.20%,4.97425分,83.96%,,,,,,,,,,
45,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兰心内衣专营店"，"点我对话"),兰心内衣专营店,兰心内衣专营店,15967992812,,,,https://shop106136112.taobao.com/,79,1369,浙江， 金华,运动鞋,100%,4.93431分,47.94%,4.89197分,35.97%,4.88808分,30.30%,,,,,,,,,,
46,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao高哥诚品专卖店"，"点我对话"),高哥诚品专卖店,高哥诚品专卖店,,,,15726072855,https://shop62408994.taobao.com,206,1538,山东， 潍坊,运动鞋,100%,4.94087分,53.13%,4.92917分,58.02%,4.92719分,54.66%,,,,,,,,,,
47,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美仕龙家居旗舰店"，"点我对话"),美仕龙家居旗舰店,美仕龙家居旗舰店,,,,13383115886,https://shop113140852.taobao.com,7,120,河北省， 石家庄市,运动鞋,100%,4.97573分,75.57%,4.97573分,81.36%,4.97087分,77.63%,,,,,,,,,,
48,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao色彩旋律旗舰店"，"点我对话"),色彩旋律旗舰店,色彩旋律旗舰店,,,,13675850888,https://shop109194616.taobao.com,282,1208,浙江省， 杭州市,运动鞋,100%,4.91304分,31.08%,4.84941分,10.75%,4.85573分,10.15%,,,,,,,,,,
49,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao安菲雅旗舰店"，"点我对话"),安菲雅旗舰店,安菲雅旗舰店,,,,13656116335,https://shop61301310.taobao.com,96,12166,江苏， 镇江,运动鞋,100%,4.91113分,29.56%,4.87951分,28.59%,4.87917分,24.75%,,,,,,,,,,
50,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao斯泊恩旗舰店"，"点我对话"),斯泊恩旗舰店,斯泊恩旗舰店,,,,15042931233,https://shop101975798.taobao.com,245,6064,辽宁省， 葫芦岛市,运动鞋,100%,4.8926分,9.30%,4.84678分,1.82%,4.8531分,2.79%,,,,,,,,,,
51,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao芭淑曼旗舰店"，"点我对话"),芭淑曼旗舰店,芭淑曼旗舰店,,,,14752221111,https://shop312085016.taobao.com,3102,525,江苏省徐州市,运动鞋,100%,4.78458分,1.83%,4.73072分,2.08%,4.74051分,2.04%,,,,,,,,,,
52,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嘉美运动专营店"，"点我对话"),嘉美运动专营店,嘉美运动专营店,,,,13205970860,https://shop67022453.taobao.com,67,169,福建， 龙岩,运动鞋,100%,4.88589分,3.63%,4.82803分,0%,4.82353分,0.52%,,,,,,,,,,
53,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao戎祥纯旗舰店"，"点我对话"),戎祥纯旗舰店,戎祥纯旗舰店,,,,13044753777,https://shop466071193.taobao.com,7759,957,,运动鞋,100%,4.78044分,1.92%,4.73653分,1.96%,4.77046分,1.43%,,,,,,,,,,
54,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoconnche利派专卖店"，"点我对话"),connche利派专卖店,connche利派专卖店,,,,13606675621,https://shop111593894.taobao.com,78,4283,浙江， 杭州,运动鞋,100%,4.88084分,0%,4.80707分,1.04%,4.81564分,1.00%,,,,,,,,,,
55,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao靓咖旗舰店"，"点我对话"),靓咖旗舰店,靓咖旗舰店,,,,18866866106,https://shop401598503.taobao.com,78,499,山东省济南市,运动鞋,100%,4.88314分,7.38%,4.82586分,0%,4.83306分,0%,,,,,,,,,,
56,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao姝芸旗舰店"，"点我对话"),姝芸旗舰店,姝芸旗舰店,,,,18037133332,https://shop337695792.taobao.com,71,222,河南省郑州市,运动鞋,100%,4.94176分,53.84%,4.92441分,55.20%,4.9368分,60.64%,,,,,,,,,,
57,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱利奴服饰专营店"，"点我对话"),爱利奴服饰专营店,爱利奴服饰专营店,,,,15880819313,https://shop65452907.taobao.com,135,32,福建， 泉州,运动鞋,100%,4.95378分,63.37%,4.95798分,75.10%,4.95798分,73.83%,,,,,,,,,,
58,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao莱诗库旗舰店"，"点我对话"),莱诗库旗舰店,莱诗库旗舰店,,,,13712961936,https://shop514288722.taobao.com,320,8187,广东， 深圳,运动鞋,100%,4.90146分,21.90%,4.85218分,12.39%,4.86587分,16.47%,,,,,,,,,,
59,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao森威泽旗舰店"，"点我对话"),森威泽旗舰店,森威泽旗舰店,,,,13713836095,https://shop217676295.taobao.com,2668,41806,广东省深圳市,运动鞋,100%,4.65128分,4.57%,4.51447分,6.56%,4.52891分,6.42%,,,,,,,,,,
60,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao酷杜乐童鞋旗舰店"，"点我对话"),酷杜乐童鞋旗舰店,酷杜乐童鞋旗舰店,15259495735,,,,https://shop73133242.taobao.com,141,497,福建， 泉州,运动鞋,100%,4.90782分,15.81%,4.8175分,0.82%,4.83054分,0.69%,,,,,,,,,,
61,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao极盛数码专营店"，"点我对话"),极盛数码专营店,极盛数码专营店,,,,13866767446,https://shop118340264.taobao.com,62,2716,安徽省， 合肥市,运动鞋,100%,4.88905分,2.45%,4.84529分,1.92%,4.85013分,3.18%,,,,,,,,,,
62,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao永高人母婴旗舰店"，"点我对话"),永高人母婴旗舰店,永高人母婴旗舰店,,,,15359882873,https://shop106975856.taobao.com,157,1482,福建省， 厦门市,运动鞋,100%,4.90902分,16.91%,4.88002分,15.89%,4.89424分,22.04%,,,,,,,,,,
63,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao异邦运动专营店"，"点我对话"),异邦运动专营店,异邦运动专营店,,,,13318359146,https://shop64093057.taobao.com,669,5764,广东， 佛山,运动鞋,100%,4.91992分,32.37%,4.88367分,25.46%,4.88579分,24.42%,,,,,,,,,,
64,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱倍思贝母婴旗舰店"，"点我对话"),爱倍思贝母婴旗舰店,爱倍思贝母婴旗舰店,,,,13655955533,https://shop73069859.taobao.com,23,116,福建， 泉州,运动鞋,100%,4.94669分,51.31%,4.86887分,8.08%,4.85846分,0%,,,,,,,,,,
65,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao玛多运动专营店"，"点我对话"),玛多运动专营店,玛多运动专营店,,,,18027243039,https://shop108547739.taobao.com,25,42,广东， 广州,运动鞋,100%,4.95575分,62.63%,4.9469分,65.97%,4.92035分,47.29%,,,,,,,,,,
66,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao索爱上海专卖店"，"点我对话"),索爱上海专卖店,索爱上海专卖店,,,,15000317277,https://shop115193803.taobao.com,14,550,上海， 上海市,运动鞋,100%,4.87778分,0%,4.89131分,31.10%,4.90422分,38.13%,,,,,,,,,,
67,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao光一家居用品专营店"，"点我对话"),光一家居用品专营店,光一家居用品专营店,,,,18933566163,https://shop112009550.taobao.com,220,1666,广东省， 惠州市,运动鞋,100%,4.91717分,16.62%,4.90646分,28.16%,4.89361分,18.29%,,,,,,,,,,
68,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao好战友旗舰店"，"点我对话"),好战友旗舰店,好战友旗舰店,,,,18029009071,https://shop104638862.taobao.com,216,2065,广东省， 东莞市,运动鞋,100%,4.90987分,9.27%,4.89418分,18.73%,4.88238分,9.66%,,,,,,,,,,
69,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao意仕威尼旗舰店"，"点我对话"),意仕威尼旗舰店,意仕威尼旗舰店,,,,18106738665,https://shop113099454.taobao.com,58,175,浙江省， 温州市,运动鞋,100%,4.82214分,1.06%,4.75318分,1.62%,4.76225分,1.59%,,,,,,,,,,
70,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao百芙蓉鞋类旗舰店"，"点我对话"),百芙蓉鞋类旗舰店,百芙蓉鞋类旗舰店,,,,13295939031,https://shop108089401.taobao.com,169,20,广东省， 广州市,运动鞋,100%,4.81132分,1.28%,4.76415分,1.39%,4.82075分,0%,,,,,,,,,,
71,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoiinzi旗舰店"，"点我对话"),iinzi旗舰店,iinzi旗舰店,,,,13330153834,https://shop108268771.taobao.com,97,341,江西省， 赣州市,运动鞋,100%,4.86691分,0%,4.88078分,29.34%,4.87338分,21.14%,,,,,,,,,,
72,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱俪鸟旗舰店"，"点我对话"),爱俪鸟旗舰店,爱俪鸟旗舰店,,,,13353384096,https://shop110676295.taobao.com,27,101,浙江省， 温州市,运动鞋,100%,4.92963分,44.23%,4.91019分,46.77%,4.91296分,45.79%,,,,,,,,,,
73,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao木林森男鞋旗舰店"，"点我对话"),木林森男鞋旗舰店,木林森男鞋旗舰店,18149648829,,,55162855473,https://shop105399442.taobao.com,304,6199,福建， 泉州,运动鞋,100%,4.89748分,18.74%,4.89647分,38.64%,4.90261分,39.35%,,,,,,,,,,
74,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao牧蹬羊旗舰店"，"点我对话"),牧蹬羊旗舰店,牧蹬羊旗舰店,,,,13959970795,https://shop110123343.taobao.com,154,3671,福建省， 泉州市,运动鞋,100%,4.83941分,0.71%,4.82003分,0%,4.82291分,0%,,,,,,,,,,
75,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao桀傲保罗旗舰店"，"点我对话"),桀傲保罗旗舰店,桀傲保罗旗舰店,,,,18072890677,https://shop114419534.taobao.com,763,78,浙江省， 杭州市,运动鞋,100%,4.83973分,0.70%,4.77032分,1.26%,4.76749分,1.49%,,,,,,,,,,
76,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocougar英苗专卖店"，"点我对话"),cougar英苗专卖店,cougar英苗专卖店,,,,18612353615,https://shop111807399.taobao.com,11,46,北京， 北京市,运动鞋,100%,4.99401分,94.94%,4.94611分,65.47%,4.98802分,92.07%,,,,,,,,,,
77,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomidst旗舰店"，"点我对话"),midst旗舰店,midst旗舰店,,,,18081091005,https://shop107127240.taobao.com,70,816,北京,运动鞋,100%,4.94732分,58.25%,4.94253分,65.94%,4.93666分,60.55%,,,,,,,,,,
78,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诗蕾格雅旗舰店"，"点我对话"),诗蕾格雅旗舰店,诗蕾格雅旗舰店,,,,18380320868,https://shop68803581.taobao.com,315,744,四川， 成都,运动鞋,100%,4.98558分,88.57%,4.97573分,85.62%,4.97713分,85.76%,,,,,,,,,,
79,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao行更远旗舰店"，"点我对话"),行更远旗舰店,行更远旗舰店,,,,13735072286,https://shop111980052.taobao.com,456,55990,浙江省， 杭州市,运动鞋,100%,4.82658分,0.97%,4.79652分,0.72%,4.79734分,0.87%,,,,,,,,,,
80,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淘豆户外专营店"，"点我对话"),淘豆户外专营店,淘豆户外专营店,,,,13859759086,https://shop110524361.taobao.com,32,243,福建省， 泉州市,运动鞋,100%,4.92542分,37.02%,4.85084分,4.42%,4.86555分,11.03%,,,,,,,,,,
81,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao科而士旗舰店"，"点我对话"),科而士旗舰店,科而士旗舰店,,,,15213028506,https://shop59093215.taobao.com,89,115,重庆,运动鞋,100%,4.91279分,30.88%,4.88663分,32.81%,4.89244分,33.01%,,,,,,,,,,
82,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao康盾男鞋旗舰店"，"点我对话"),康盾男鞋旗舰店,康盾男鞋旗舰店,,,,18058373295,https://shop101371415.taobao.com,25,18,浙江省， 温州市,运动鞋,100%,4.94706分,58.04%,4.93137分,59.33%,4.92941分,56.04%,,,,,,,,,,
83,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao拾荒男孩服饰旗舰店"，"点我对话"),拾荒男孩服饰旗舰店,拾荒男孩服饰旗舰店,,,,18281314444,https://shop68686042.taobao.com,19,290,四川， 成都,运动鞋,100%,4.99365分,94.97%,4.98413分,90.59%,4.9873分,92.09%,,,,,,,,,,
